x Distance [mm]	Height [cm]
 216.805 	 7.461 
 216.995 	 7.455 
 217.180 	 7.448 
 217.370 	 7.446 
 217.555 	 7.446 
 217.745 	 7.450 
 217.935 	 7.458 
 218.120 	 7.465 
 218.310 	 7.466 
 218.495 	 7.466 
 218.685 	 7.469 
 218.875 	 7.471 
 219.060 	 7.464 
 219.250 	 7.469 
 219.435 	 7.471 
 219.625 	 7.463 
 219.815 	 7.458 
 220.000 	 7.462 
 220.190 	 7.463 
 220.375 	 7.465 
 220.565 	 7.462 
 220.755 	 7.461 
 220.940 	 7.468 
 221.130 	 7.468 
 221.315 	 7.466 
 221.505 	 7.450 
 221.695 	 7.453 
 221.880 	 7.449 
 222.070 	 7.450 
 222.255 	 7.451 
 222.445 	 7.451 
 222.635 	 7.447 
 222.820 	 7.443 
 223.010 	 7.438 
 223.195 	 7.433 
 223.385 	 7.438 
 223.575 	 7.445 
 223.760 	 7.446 
 223.950 	 7.446 
 224.135 	 7.446 
 224.325 	 7.446 
 224.515 	 7.446 
 224.700 	 7.446 
 224.890 	 7.450 
 225.075 	 7.455 
 225.265 	 7.456 
 225.455 	 7.456 
 225.640 	 7.460 
 225.830 	 7.458 
 226.015 	 7.460 
 226.205 	 7.464 
 226.395 	 7.470 
 226.580 	 7.471 
 226.770 	 7.475 
 226.955 	 7.476 
 227.145 	 7.479 
 227.335 	 7.477 
 227.520 	 7.476 
 227.710 	 7.472 
 227.895 	 7.475 
 228.085 	 7.479 
 228.275 	 7.473 
 228.460 	 7.474 
 228.650 	 7.476 
 228.835 	 7.472 
 229.025 	 7.475 
 229.215 	 7.472 
 229.400 	 7.478 
 229.590 	 7.476 
 229.775 	 7.479 
 229.965 	 7.476 
 230.155 	 7.476 
 230.340 	 7.476 
 230.530 	 7.472 
 230.715 	 7.478 
 230.905 	 7.480 
 231.095 	 7.485 
 231.280 	 7.478 
 231.470 	 7.476 
 231.655 	 7.472 
 231.845 	 7.471 
 232.035 	 7.471 
 232.220 	 7.471 
 232.410 	 7.474 
 232.595 	 7.476 
 232.785 	 7.480 
 232.975 	 7.476 
 233.160 	 7.471 
 233.350 	 7.471 
 233.535 	 7.471 
 233.725 	 7.471 
 233.915 	 7.471 
 234.100 	 7.474 
 234.290 	 7.476 
 234.475 	 7.472 
 234.665 	 7.471 
 234.855 	 7.467 
 235.040 	 7.466 
 235.230 	 7.470 
 235.415 	 7.471 
 235.605 	 7.475 
 235.795 	 7.468 
 235.980 	 7.466 
 236.170 	 7.473 
 236.355 	 7.476 
 236.545 	 7.476 
 236.735 	 7.472 
 236.920 	 7.466 
 237.110 	 7.470 
 237.295 	 7.471 
 237.485 	 7.471 
 237.675 	 7.466 
 237.860 	 7.466 
 238.050 	 7.466 
 238.235 	 7.466 
 238.425 	 7.466 
 238.615 	 7.466 
 238.800 	 7.468 
 238.990 	 7.465 
 239.175 	 7.468 
 239.365 	 7.471 
 239.555 	 7.471 
 239.740 	 7.471 
 239.930 	 7.469 
 240.115 	 7.466 
 240.305 	 7.463 
 240.495 	 7.461 
 240.680 	 7.461 
 240.870 	 7.461 
 241.055 	 7.464 
 241.245 	 7.468 
 241.435 	 7.469 
 241.620 	 7.466 
 241.810 	 7.464 
 241.995 	 7.463 
 242.185 	 7.466 
 242.375 	 7.466 
 242.560 	 7.462 
 242.750 	 7.461 
 242.935 	 7.463 
 243.125 	 7.466 
 243.315 	 7.462 
 243.500 	 7.461 
 243.690 	 7.461 
 243.875 	 7.461 
 244.065 	 7.461 
 244.255 	 7.461 
 244.440 	 7.464 
 244.630 	 7.460 
 244.815 	 7.456 
 245.005 	 7.459 
 245.195 	 7.469 
 245.380 	 7.467 
 245.570 	 7.466 
 245.755 	 7.462 
 245.945 	 7.461 
 246.135 	 7.457 
 246.320 	 7.460 
 246.510 	 7.465 
 246.695 	 7.462 
 246.885 	 7.470 
 247.075 	 7.467 
 247.260 	 7.458 
 247.450 	 7.456 
 247.635 	 7.456 
 247.825 	 7.456 
 248.015 	 7.452 
 248.200 	 7.455 
 248.390 	 7.456 
 248.575 	 7.452 
 248.765 	 7.442 
 248.955 	 7.449 
 249.140 	 7.447 
 249.330 	 7.450 
 249.515 	 7.456 
 249.705 	 7.456 
 249.895 	 7.443 
 250.080 	 7.445 
 250.270 	 7.446 
 250.455 	 7.446 
 250.645 	 7.443 
 250.835 	 7.449 
 251.020 	 7.451 
 251.210 	 7.447 
 251.395 	 7.451 
 251.585 	 7.451 
 251.775 	 7.451 
 251.960 	 7.442 
 252.150 	 7.441 
 252.335 	 7.441 
 252.525 	 7.445 
 252.715 	 7.437 
 252.900 	 7.437 
 253.090 	 7.437 
 253.275 	 7.437 
 253.465 	 7.437 
 253.655 	 7.433 
 253.840 	 7.422 
 254.030 	 7.426 
 254.215 	 7.423 
 254.405 	 7.422 
 254.595 	 7.422 
 254.780 	 7.422 
 254.970 	 7.422 
 255.155 	 7.422 
 255.345 	 7.414 
 255.535 	 7.412 
 255.720 	 7.408 
 255.910 	 7.417 
 256.095 	 7.412 
 256.285 	 7.416 
 256.475 	 7.417 
 256.660 	 7.413 
 256.850 	 7.412 
 257.035 	 7.412 
 257.225 	 7.422 
 257.415 	 7.418 
 257.600 	 7.413 
 257.790 	 7.417 
 257.975 	 7.417 
 258.165 	 7.417 
 258.355 	 7.417 
 258.540 	 7.412 
 258.730 	 7.412 
 258.915 	 7.416 
 259.105 	 7.413 
 259.295 	 7.412 
 259.480 	 7.407 
 259.670 	 7.407 
 259.855 	 7.402 
 260.045 	 7.410 
 260.235 	 7.412 
 260.420 	 7.412 
 260.610 	 7.417 
 260.795 	 7.417 
 260.985 	 7.408 
 261.175 	 7.415 
 261.360 	 7.417 
 261.550 	 7.413 
 261.735 	 7.417 
 261.925 	 7.413 
 262.115 	 7.407 
 262.300 	 7.407 
 262.490 	 7.407 
 262.675 	 7.407 
 262.865 	 7.407 
 263.055 	 7.407 
 263.240 	 7.407 
 263.430 	 7.403 
 263.615 	 7.402 
 263.805 	 7.394 
 263.995 	 7.393 
 264.180 	 7.388 
 264.370 	 7.384 
 264.555 	 7.383 
 264.745 	 7.379 
 264.935 	 7.369 
 265.120 	 7.372 
 265.310 	 7.369 
 265.495 	 7.368 
 265.685 	 7.359 
 265.875 	 7.362 
 266.060 	 7.363 
 266.250 	 7.363 
 266.435 	 7.363 
 266.625 	 7.363 
 266.815 	 7.368 
 267.000 	 7.373 
 267.190 	 7.377 
 267.375 	 7.378 
 267.565 	 7.378 
 267.755 	 7.378 
 267.940 	 7.378 
 268.130 	 7.383 
 268.315 	 7.379 
 268.505 	 7.383 
 268.695 	 7.383 
 268.880 	 7.383 
 269.070 	 7.383 
 269.255 	 7.388 
 269.445 	 7.388 
 269.635 	 7.383 
 269.820 	 7.383 
 270.010 	 7.383 
 270.195 	 7.379 
 270.385 	 7.378 
 270.575 	 7.378 
 270.760 	 7.383 
 270.950 	 7.383 
 271.135 	 7.383 
 271.325 	 7.383 
 271.515 	 7.388 
 271.700 	 7.388 
 271.890 	 7.388 
 272.075 	 7.388 
 272.265 	 7.388 
 272.455 	 7.383 
 272.640 	 7.378 
 272.830 	 7.382 
 273.015 	 7.383 
 273.205 	 7.379 
 273.395 	 7.383 
 273.580 	 7.383 
 273.770 	 7.388 
 273.955 	 7.384 
 274.145 	 7.388 
 274.335 	 7.388 
 274.520 	 7.378 
 274.710 	 7.382 
 274.895 	 7.383 
 275.085 	 7.383 
 275.275 	 7.388 
 275.460 	 7.392 
 275.650 	 7.393 
 275.835 	 7.393 
 276.025 	 7.397 
 276.215 	 7.393 
 276.400 	 7.388 
 276.590 	 7.392 
 276.775 	 7.402 
 276.965 	 7.402 
 277.155 	 7.402 
 277.340 	 7.402 
 277.530 	 7.398 
 277.715 	 7.397 
 277.905 	 7.393 
 278.095 	 7.398 
 278.280 	 7.402 
 278.470 	 7.402 
 278.655 	 7.398 
 278.845 	 7.397 
 279.035 	 7.397 
 279.220 	 7.393 
 279.410 	 7.393 
 279.595 	 7.398 
 279.785 	 7.402 
 279.975 	 7.403 
 280.160 	 7.407 
 280.350 	 7.407 
 280.535 	 7.407 
 280.725 	 7.407 
 280.915 	 7.407 
 281.100 	 7.407 
 281.290 	 7.403 
 281.475 	 7.397 
 281.665 	 7.397 
 281.855 	 7.407 
 282.040 	 7.402 
 282.230 	 7.402 
 282.415 	 7.402 
 282.605 	 7.402 
 282.795 	 7.403 
 282.980 	 7.407 
 283.170 	 7.407 
 283.355 	 7.403 
 283.545 	 7.402 
 283.735 	 7.398 
 283.920 	 7.402 
 284.110 	 7.402 
 284.295 	 7.402 
 284.485 	 7.403 
 284.675 	 7.406 
 284.860 	 7.407 
 285.050 	 7.407 
 285.235 	 7.412 
 285.425 	 7.408 
 285.615 	 7.393 
 285.800 	 7.397 
 285.990 	 7.397 
 286.175 	 7.397 
 286.365 	 7.397 
 286.555 	 7.397 
 286.740 	 7.402 
 286.930 	 7.402 
 287.115 	 7.402 
 287.305 	 7.397 
 287.495 	 7.393 
 287.680 	 7.402 
 287.870 	 7.402 
 288.055 	 7.397 
 288.245 	 7.397 
 288.435 	 7.388 
 288.620 	 7.392 
 288.810 	 7.397 
 288.995 	 7.402 
 289.185 	 7.402 
 289.375 	 7.398 
 289.560 	 7.402 
 289.750 	 7.397 
 289.935 	 7.393 
 290.125 	 7.397 
 290.315 	 7.397 
 290.500 	 7.397 
 290.690 	 7.397 
 290.875 	 7.398 
 291.065 	 7.402 
 291.255 	 7.393 
 291.440 	 7.393 
 291.630 	 7.393 
 291.815 	 7.397 
 292.005 	 7.397 
 292.195 	 7.397 
 292.380 	 7.397 
 292.570 	 7.393 
 292.755 	 7.393 
 292.945 	 7.397 
 293.135 	 7.397 
 293.320 	 7.397 
 293.510 	 7.393 
 293.695 	 7.397 
 293.885 	 7.397 
 294.075 	 7.388 
 294.260 	 7.392 
 294.450 	 7.397 
 294.635 	 7.393 
 294.825 	 7.388 
 295.015 	 7.388 
 295.200 	 7.397 
 295.390 	 7.397 
 295.575 	 7.403 
 295.765 	 7.412 
 295.955 	 7.402 
 296.140 	 7.402 
 296.330 	 7.402 
 296.515 	 7.397 
 296.705 	 7.397 
 296.895 	 7.397 
 297.080 	 7.397 
 297.270 	 7.393 
 297.455 	 7.393 
 297.645 	 7.402 
 297.835 	 7.393 
 298.020 	 7.397 
 298.210 	 7.397 
 298.395 	 7.397 
 298.585 	 7.397 
 298.775 	 7.406 
 298.960 	 7.407 
 299.150 	 7.409 
 299.335 	 7.417 
 299.525 	 7.417 
 299.715 	 7.422 
 299.900 	 7.422 
 300.090 	 7.422 
 300.275 	 7.417 
 300.465 	 7.417 
 300.655 	 7.417 
 300.840 	 7.418 
 301.030 	 7.427 
 301.215 	 7.422 
 301.405 	 7.422 
 301.595 	 7.422 
 301.780 	 7.417 
 301.970 	 7.417 
 302.155 	 7.413 
 302.345 	 7.417 
 302.535 	 7.407 
 302.720 	 7.412 
 302.910 	 7.403 
 303.095 	 7.407 
 303.285 	 7.412 
 303.475 	 7.421 
 303.660 	 7.417 
 303.850 	 7.422 
 304.035 	 7.422 
 304.225 	 7.414 
 304.415 	 7.421 
 304.600 	 7.422 
 304.790 	 7.422 
 304.975 	 7.416 
 305.165 	 7.412 
 305.355 	 7.417 
 305.540 	 7.417 
 305.730 	 7.412 
 305.915 	 7.412 
 306.105 	 7.414 
 306.295 	 7.422 
 306.480 	 7.422 
 306.670 	 7.421 
 306.855 	 7.417 
 307.045 	 7.417 
 307.235 	 7.417 
 307.420 	 7.417 
 307.610 	 7.417 
 307.795 	 7.417 
 307.985 	 7.417 
 308.175 	 7.417 
 308.360 	 7.417 
 308.550 	 7.417 
 308.735 	 7.417 
 308.925 	 7.413 
 309.115 	 7.422 
 309.300 	 7.417 
 309.490 	 7.417 
 309.675 	 7.417 
 309.865 	 7.422 
 310.055 	 7.422 
 310.240 	 7.417 
 310.430 	 7.427 
 310.615 	 7.432 
 310.805 	 7.432 
 310.995 	 7.443 
 311.180 	 7.451 
 311.370 	 7.456 
 311.555 	 7.456 
 311.745 	 7.447 
 311.935 	 7.451 
 312.120 	 7.455 
 312.310 	 7.451 
 312.495 	 7.461 
 312.685 	 7.461 
 312.875 	 7.465 
 313.060 	 7.461 
 313.250 	 7.462 
 313.435 	 7.465 
 313.625 	 7.461 
 313.815 	 7.461 
 314.000 	 7.470 
 314.190 	 7.466 
 314.375 	 7.466 
 314.565 	 7.466 
 314.755 	 7.470 
 314.940 	 7.466 
 315.130 	 7.470 
 315.315 	 7.466 
 315.505 	 7.471 
 315.695 	 7.471 
 315.880 	 7.467 
 316.070 	 7.471 
 316.255 	 7.466 
 316.445 	 7.470 
 316.635 	 7.461 
 316.820 	 7.461 
 317.010 	 7.462 
 317.195 	 7.466 
 317.385 	 7.481 
 317.575 	 7.485 
 317.760 	 7.485 
 317.950 	 7.483 
 318.135 	 7.471 
 318.325 	 7.470 
 318.515 	 7.466 
 318.700 	 7.465 
 318.890 	 7.461 
 319.075 	 7.466 
 319.265 	 7.461 
 319.455 	 7.461 
 319.640 	 7.461 
 319.830 	 7.466 
 320.015 	 7.466 
 320.205 	 7.476 
 320.395 	 7.476 
 320.580 	 7.472 
 320.770 	 7.480 
 320.955 	 7.478 
 321.145 	 7.473 
 321.335 	 7.485 
 321.520 	 7.484 
 321.710 	 7.480 
 321.895 	 7.477 
 322.085 	 7.480 
 322.275 	 7.475 
 322.460 	 7.471 
 322.650 	 7.475 
 322.835 	 7.473 
 323.025 	 7.490 
 323.215 	 7.490 
 323.400 	 7.490 
 323.590 	 7.489 
 323.775 	 7.475 
 323.965 	 7.471 
 324.155 	 7.475 
 324.340 	 7.470 
 324.530 	 7.467 
 324.715 	 7.470 
 324.905 	 7.467 
 325.095 	 7.466 
 325.280 	 7.469 
 325.470 	 7.467 
 325.655 	 7.470 
 325.845 	 7.466 
 326.035 	 7.465 
 326.220 	 7.462 
 326.410 	 7.464 
 326.595 	 7.458 
 326.785 	 7.464 
 326.975 	 7.470 
 327.160 	 7.465 
 327.350 	 7.462 
 327.535 	 7.456 
 327.725 	 7.465 
 327.915 	 7.471 
 328.100 	 7.471 
 328.290 	 7.475 
 328.475 	 7.470 
 328.665 	 7.462 
 328.855 	 7.466 
 329.040 	 7.467 
 329.230 	 7.469 
 329.415 	 7.461 
 329.605 	 7.461 
 329.795 	 7.457 
 329.980 	 7.470 
 330.170 	 7.466 
 330.355 	 7.466 
 330.545 	 7.461 
 330.735 	 7.460 
 330.920 	 7.457 
 331.110 	 7.466 
 331.295 	 7.465 
 331.485 	 7.459 
 331.675 	 7.452 
 331.860 	 7.455 
 332.050 	 7.452 
 332.235 	 7.461 
 332.425 	 7.461 
 332.615 	 7.461 
 332.800 	 7.461 
 332.990 	 7.461 
 333.175 	 7.465 
 333.365 	 7.461 
 333.555 	 7.461 
 333.740 	 7.461 
 333.930 	 7.461 
 334.115 	 7.461 
 334.305 	 7.460 
 334.495 	 7.457 
 334.680 	 7.462 
 334.870 	 7.471 
 335.055 	 7.471 
 335.245 	 7.471 
 335.435 	 7.471 
 335.620 	 7.471 
 335.810 	 7.470 
 335.995 	 7.467 
 336.185 	 7.471 
 336.375 	 7.472 
 336.560 	 7.476 
 336.750 	 7.480 
 336.935 	 7.481 
 337.125 	 7.485 
 337.315 	 7.480 
 337.500 	 7.481 
 337.690 	 7.484 
 337.875 	 7.477 
 338.065 	 7.480 
 338.255 	 7.479 
 338.440 	 7.476 
 338.630 	 7.479 
 338.815 	 7.476 
 339.005 	 7.482 
 339.195 	 7.487 
 339.380 	 7.491 
 339.570 	 7.494 
 339.755 	 7.488 
 339.945 	 7.474 
 340.135 	 7.471 
 340.320 	 7.472 
 340.510 	 7.476 
 340.695 	 7.476 
 340.885 	 7.482 
 341.075 	 7.485 
 341.260 	 7.480 
 341.450 	 7.479 
 341.635 	 7.476 
 341.825 	 7.476 
 342.015 	 7.476 
 342.200 	 7.479 
 342.390 	 7.476 
 342.575 	 7.474 
 342.765 	 7.471 
 342.955 	 7.472 
 343.140 	 7.475 
 343.330 	 7.472 
 343.515 	 7.475 
 343.705 	 7.471 
 343.895 	 7.471 
 344.080 	 7.471 
 344.270 	 7.471 
 344.455 	 7.469 
 344.645 	 7.467 
 344.835 	 7.471 
 345.020 	 7.469 
 345.210 	 7.466 
 345.395 	 7.470 
 345.585 	 7.464 
 345.775 	 7.462 
 345.960 	 7.466 
 346.150 	 7.466 
 346.335 	 7.465 
 346.525 	 7.461 
 346.715 	 7.464 
 346.900 	 7.470 
 347.090 	 7.466 
 347.275 	 7.465 
 347.465 	 7.464 
 347.655 	 7.471 
 347.840 	 7.469 
 348.030 	 7.465 
 348.215 	 7.462 
 348.405 	 7.465 
 348.595 	 7.461 
 348.780 	 7.461 
 348.970 	 7.464 
 349.155 	 7.462 
 349.345 	 7.471 
 349.535 	 7.469 
 349.720 	 7.464 
 349.910 	 7.470 
 350.095 	 7.464 
 350.285 	 7.461 
 350.475 	 7.462 
 350.660 	 7.463 
 350.850 	 7.457 
 351.035 	 7.471 
 351.225 	 7.470 
 351.415 	 7.465 
 351.600 	 7.457 
 351.790 	 7.461 
 351.975 	 7.462 
 352.165 	 7.466 
 352.355 	 7.467 
 352.540 	 7.471 
 352.730 	 7.471 
 352.915 	 7.469 
 353.105 	 7.466 
 353.295 	 7.461 
 353.480 	 7.453 
 353.670 	 7.461 
 353.855 	 7.462 
 354.045 	 7.471 
 354.235 	 7.471 
 354.420 	 7.474 
 354.610 	 7.467 
 354.795 	 7.472 
 354.985 	 7.476 
 355.175 	 7.477 
 355.360 	 7.480 
 355.550 	 7.480 
 355.735 	 7.480 
 355.925 	 7.482 
 356.115 	 7.487 
 356.300 	 7.490 
 356.490 	 7.490 
 356.675 	 7.490 
 356.865 	 7.492 
 357.055 	 7.495 
 357.240 	 7.495 
 357.430 	 7.496 
 357.615 	 7.499 
 357.805 	 7.497 
 357.995 	 7.505 
 358.180 	 7.505 
 358.370 	 7.510 
 358.555 	 7.508 
 358.745 	 7.503 
 358.935 	 7.500 
 359.120 	 7.501 
 359.310 	 7.505 
 359.495 	 7.506 
 359.685 	 7.509 
 359.875 	 7.506 
 360.060 	 7.510 
 360.250 	 7.509 
 360.435 	 7.506 
 360.625 	 7.510 
 360.815 	 7.510 
 361.000 	 7.510 
 361.190 	 7.510 
 361.375 	 7.505 
 361.565 	 7.505 
 361.755 	 7.510 
 361.940 	 7.510 
 362.130 	 7.510 
 362.315 	 7.510 
 362.505 	 7.514 
 362.695 	 7.510 
 362.880 	 7.505 
 363.070 	 7.506 
 363.255 	 7.510 
 363.445 	 7.506 
 363.635 	 7.509 
 363.820 	 7.506 
 364.010 	 7.505 
 364.195 	 7.509 
 364.385 	 7.505 
 364.575 	 7.505 
 364.760 	 7.504 
 364.950 	 7.500 
 365.135 	 7.504 
 365.325 	 7.496 
 365.515 	 7.499 
 365.700 	 7.496 
 365.890 	 7.490 
 366.075 	 7.484 
 366.265 	 7.481 
 366.455 	 7.487 
 366.640 	 7.490 
 366.830 	 7.491 
 367.015 	 7.495 
 367.205 	 7.495 
 367.395 	 7.495 
 367.580 	 7.490 
 367.770 	 7.492 
 367.955 	 7.495 
 368.145 	 7.493 
 368.335 	 7.488 
 368.520 	 7.479 
 368.710 	 7.473 
 368.895 	 7.464 
 369.085 	 7.461 
 369.275 	 7.458 
 369.460 	 7.450 
 369.650 	 7.441 
 369.835 	 7.441 
 370.025 	 7.441 
 370.215 	 7.437 
 370.400 	 7.428 
 370.590 	 7.432 
 370.775 	 7.437 
 370.965 	 7.446 
 371.155 	 7.446 
 371.340 	 7.446 
 371.530 	 7.445 
 371.715 	 7.443 
 371.905 	 7.447 
 372.095 	 7.450 
 372.280 	 7.448 
 372.470 	 7.451 
 372.655 	 7.451 
 372.845 	 7.453 
 373.035 	 7.456 
 373.220 	 7.457 
 373.410 	 7.460 
 373.595 	 7.457 
 373.785 	 7.460 
 373.975 	 7.456 
 374.160 	 7.456 
 374.350 	 7.457 
 374.535 	 7.461 
 374.725 	 7.459 
 374.915 	 7.459 
 375.100 	 7.464 
 375.290 	 7.462 
 375.475 	 7.468 
 375.665 	 7.473 
 375.855 	 7.467 
 376.040 	 7.471 
 376.230 	 7.472 
 376.415 	 7.474 
 376.605 	 7.471 
 376.795 	 7.471 
 376.980 	 7.471 
 377.170 	 7.473 
 377.355 	 7.476 
 377.545 	 7.476 
 377.735 	 7.472 
 377.920 	 7.467 
 378.110 	 7.471 
 378.295 	 7.472 
 378.485 	 7.477 
 378.675 	 7.479 
 378.860 	 7.476 
 379.050 	 7.476 
 379.235 	 7.473 
 379.425 	 7.471 
 379.615 	 7.473 
 379.800 	 7.474 
 379.990 	 7.472 
 380.175 	 7.474 
 380.365 	 7.472 
 380.555 	 7.474 
 380.740 	 7.472 
 380.930 	 7.476 
 381.115 	 7.476 
 381.305 	 7.478 
 381.495 	 7.485 
 381.680 	 7.485 
 381.870 	 7.484 
 382.055 	 7.479 
 382.245 	 7.477 
 382.435 	 7.480 
 382.620 	 7.479 
 382.810 	 7.476 
 382.995 	 7.476 
 383.185 	 7.476 
 383.375 	 7.476 
 383.560 	 7.476 
 383.750 	 7.472 
 383.935 	 7.468 
 384.125 	 7.472 
 384.315 	 7.477 
 384.500 	 7.480 
 384.690 	 7.477 
 384.875 	 7.475 
 385.065 	 7.479 
 385.255 	 7.476 
 385.440 	 7.476 
 385.630 	 7.477 
 385.815 	 7.479 
 386.005 	 7.477 
 386.195 	 7.480 
 386.380 	 7.480 
 386.570 	 7.480 
 386.755 	 7.478 
 386.945 	 7.474 
 387.135 	 7.472 
 387.320 	 7.477 
 387.510 	 7.480 
 387.695 	 7.480 
 387.885 	 7.479 
 388.075 	 7.476 
 388.260 	 7.474 
 388.450 	 7.475 
 388.635 	 7.479 
 388.825 	 7.476 
 389.015 	 7.474 
 389.200 	 7.474 
 389.390 	 7.480 
 389.575 	 7.482 
 389.765 	 7.487 
 389.955 	 7.488 
 390.140 	 7.487 
 390.330 	 7.487 
 390.515 	 7.480 
 390.705 	 7.479 
 390.895 	 7.476 
 391.080 	 7.477 
 391.270 	 7.479 
 391.455 	 7.474 
 391.645 	 7.471 
 391.835 	 7.473 
 392.020 	 7.476 
 392.210 	 7.473 
 392.395 	 7.469 
 392.585 	 7.469 
 392.775 	 7.476 
 392.960 	 7.476 
 393.150 	 7.478 
 393.335 	 7.478 
 393.525 	 7.476 
 393.715 	 7.476 
 393.900 	 7.474 
 394.090 	 7.471 
 394.275 	 7.471 
 394.465 	 7.472 
 394.655 	 7.478 
 394.840 	 7.479 
 395.030 	 7.476 
 395.215 	 7.477 
 395.405 	 7.479 
 395.595 	 7.474 
 395.780 	 7.469 
 395.970 	 7.464 
 396.155 	 7.461 
 396.345 	 7.458 
 396.535 	 7.451 
 396.720 	 7.453 
 396.910 	 7.458 
 397.095 	 7.461 
 397.285 	 7.466 
 397.475 	 7.476 
 397.660 	 7.474 
 397.850 	 7.471 
 398.035 	 7.469 
 398.225 	 7.460 
 398.415 	 7.450 
 398.600 	 7.454 
 398.790 	 7.451 
 398.975 	 7.447 
 399.165 	 7.441 
 399.355 	 7.443 
 399.540 	 7.444 
 399.730 	 7.444 
 399.915 	 7.448 
 400.105 	 7.450 
 400.295 	 7.446 
 400.480 	 7.445 
 400.670 	 7.441 
 400.855 	 7.445 
 401.045 	 7.449 
 401.235 	 7.448 
 401.420 	 7.451 
 401.610 	 7.450 
 401.795 	 7.446 
 401.985 	 7.445 
 402.175 	 7.445 
 402.360 	 7.451 
 402.550 	 7.451 
 402.735 	 7.447 
 402.925 	 7.445 
 403.115 	 7.451 
 403.300 	 7.449 
 403.490 	 7.448 
 403.675 	 7.449 
 403.865 	 7.448 
 404.055 	 7.453 
 404.240 	 7.456 
 404.430 	 7.456 
 404.615 	 7.454 
 404.805 	 7.449 
 404.995 	 7.448 
 405.180 	 7.449 
 405.370 	 7.448 
 405.555 	 7.451 
 405.745 	 7.454 
 405.935 	 7.451 
 406.120 	 7.448 
 406.310 	 7.449 
 406.495 	 7.448 
 406.685 	 7.449 
 406.875 	 7.451 
 407.060 	 7.454 
 407.250 	 7.453 
 407.435 	 7.454 
 407.625 	 7.449 
 407.815 	 7.451 
 408.000 	 7.451 
 408.190 	 7.449 
 408.375 	 7.451 
 408.565 	 7.451 
 408.755 	 7.453 
 408.940 	 7.454 
 409.130 	 7.449 
 409.315 	 7.446 
 409.505 	 7.444 
 409.695 	 7.444 
 409.880 	 7.449 
 410.070 	 7.451 
 410.255 	 7.449 
 410.445 	 7.448 
 410.635 	 7.449 
 410.820 	 7.448 
 411.010 	 7.451 
 411.195 	 7.449 
 411.385 	 7.446 
 411.575 	 7.446 
 411.760 	 7.444 
 411.950 	 7.441 
 412.135 	 7.439 
 412.325 	 7.437 
 412.515 	 7.439 
 412.700 	 7.441 
 412.890 	 7.441 
 413.075 	 7.443 
 413.265 	 7.448 
 413.455 	 7.449 
 413.640 	 7.448 
 413.830 	 7.448 
 414.015 	 7.439 
 414.205 	 7.437 
 414.395 	 7.437 
 414.580 	 7.437 
 414.770 	 7.441 
 414.955 	 7.445 
 415.145 	 7.443 
 415.335 	 7.446 
 415.520 	 7.446 
 415.710 	 7.443 
 415.895 	 7.439 
 416.085 	 7.438 
 416.275 	 7.432 
 416.460 	 7.434 
 416.650 	 7.439 
 416.835 	 7.441 
 417.025 	 7.441 
 417.215 	 7.441 
 417.400 	 7.436 
 417.590 	 7.435 
 417.775 	 7.437 
 417.965 	 7.439 
 418.155 	 7.439 
 418.340 	 7.439 
 418.530 	 7.441 
 418.715 	 7.441 
 418.905 	 7.441 
 419.095 	 7.441 
 419.280 	 7.438 
 419.470 	 7.434 
 419.655 	 7.438 
 419.845 	 7.441 
 420.035 	 7.439 
 420.220 	 7.439 
 420.410 	 7.437 
 420.595 	 7.434 
 420.785 	 7.434 
 420.975 	 7.438 
 421.160 	 7.439 
 421.350 	 7.437 
 421.535 	 7.439 
 421.725 	 7.439 
 421.915 	 7.437 
 422.100 	 7.439 
 422.290 	 7.441 
 422.475 	 7.439 
 422.665 	 7.434 
 422.855 	 7.432 
 423.040 	 7.432 
 423.230 	 7.434 
 423.415 	 7.437 
 423.605 	 7.434 
 423.795 	 7.434 
 423.980 	 7.437 
 424.170 	 7.434 
 424.355 	 7.432 
 424.545 	 7.432 
 424.735 	 7.436 
 424.920 	 7.439 
 425.110 	 7.439 
 425.295 	 7.441 
 425.485 	 7.441 
 425.675 	 7.441 
 425.860 	 7.439 
 426.050 	 7.439 
 426.235 	 7.441 
 426.425 	 7.441 
 426.615 	 7.439 
 426.800 	 7.439 
 426.990 	 7.438 
 427.175 	 7.437 
 427.365 	 7.443 
 427.555 	 7.443 
 427.740 	 7.444 
 427.930 	 7.441 
 428.115 	 7.439 
 428.305 	 7.440 
 428.495 	 7.441 
 428.680 	 7.446 
 428.870 	 7.449 
 429.055 	 7.446 
 429.245 	 7.447 
 429.435 	 7.445 
 429.620 	 7.441 
 429.810 	 7.444 
 429.995 	 7.446 
 430.185 	 7.444 
 430.375 	 7.446 
 430.560 	 7.451 
 430.750 	 7.446 
 430.935 	 7.444 
 431.125 	 7.446 
 431.315 	 7.449 
 431.500 	 7.451 
 431.690 	 7.451 
 431.875 	 7.449 
 432.065 	 7.449 
 432.255 	 7.451 
 432.440 	 7.451 
 432.630 	 7.448 
 432.815 	 7.449 
 433.005 	 7.451 
 433.195 	 7.451 
 433.380 	 7.451 
 433.570 	 7.451 
 433.755 	 7.454 
 433.945 	 7.451 
 434.135 	 7.449 
 434.320 	 7.449 
 434.510 	 7.446 
 434.695 	 7.449 
 434.885 	 7.449 
 435.075 	 7.444 
 435.260 	 7.444 
 435.450 	 7.446 
 435.635 	 7.449 
