x Distance [mm]	Height [cm]
 216.920 	 7.358 
 217.105 	 7.358 
 217.295 	 7.354 
 217.480 	 7.348 
 217.670 	 7.329 
 217.860 	 7.333 
 218.045 	 7.334 
 218.235 	 7.334 
 218.420 	 7.328 
 218.610 	 7.330 
 218.800 	 7.334 
 218.985 	 7.338 
 219.175 	 7.336 
 219.360 	 7.339 
 219.550 	 7.339 
 219.740 	 7.336 
 219.925 	 7.342 
 220.115 	 7.340 
 220.300 	 7.342 
 220.490 	 7.344 
 220.680 	 7.339 
 220.865 	 7.336 
 221.055 	 7.335 
 221.240 	 7.344 
 221.430 	 7.345 
 221.620 	 7.344 
 221.805 	 7.341 
 221.995 	 7.345 
 222.180 	 7.345 
 222.370 	 7.344 
 222.560 	 7.338 
 222.745 	 7.331 
 222.935 	 7.326 
 223.120 	 7.324 
 223.310 	 7.324 
 223.500 	 7.330 
 223.685 	 7.331 
 223.875 	 7.326 
 224.060 	 7.321 
 224.250 	 7.322 
 224.440 	 7.324 
 224.625 	 7.327 
 224.815 	 7.329 
 225.000 	 7.325 
 225.190 	 7.324 
 225.380 	 7.321 
 225.565 	 7.322 
 225.755 	 7.321 
 225.940 	 7.322 
 226.130 	 7.318 
 226.320 	 7.314 
 226.505 	 7.314 
 226.695 	 7.314 
 226.880 	 7.318 
 227.070 	 7.315 
 227.260 	 7.318 
 227.445 	 7.310 
 227.635 	 7.310 
 227.820 	 7.319 
 228.010 	 7.328 
 228.200 	 7.324 
 228.385 	 7.333 
 228.575 	 7.330 
 228.760 	 7.338 
 228.950 	 7.339 
 229.140 	 7.334 
 229.325 	 7.334 
 229.515 	 7.329 
 229.700 	 7.317 
 229.890 	 7.310 
 230.080 	 7.314 
 230.265 	 7.310 
 230.455 	 7.314 
 230.640 	 7.319 
 230.830 	 7.314 
 231.020 	 7.314 
 231.205 	 7.309 
 231.395 	 7.305 
 231.580 	 7.305 
 231.770 	 7.304 
 231.960 	 7.292 
 232.145 	 7.304 
 232.335 	 7.301 
 232.520 	 7.294 
 232.710 	 7.286 
 232.900 	 7.281 
 233.085 	 7.294 
 233.275 	 7.291 
 233.460 	 7.290 
 233.650 	 7.290 
 233.840 	 7.290 
 234.025 	 7.285 
 234.215 	 7.285 
 234.400 	 7.285 
 234.590 	 7.281 
 234.780 	 7.285 
 234.965 	 7.289 
 235.155 	 7.285 
 235.340 	 7.289 
 235.530 	 7.280 
 235.720 	 7.280 
 235.905 	 7.280 
 236.095 	 7.272 
 236.280 	 7.280 
 236.470 	 7.272 
 236.660 	 7.275 
 236.845 	 7.275 
 237.035 	 7.285 
 237.220 	 7.289 
 237.410 	 7.290 
 237.600 	 7.282 
 237.785 	 7.280 
 237.975 	 7.273 
 238.160 	 7.279 
 238.350 	 7.280 
 238.540 	 7.271 
 238.725 	 7.280 
 238.915 	 7.276 
 239.100 	 7.275 
 239.290 	 7.271 
 239.480 	 7.275 
 239.665 	 7.280 
 239.855 	 7.280 
 240.040 	 7.276 
 240.230 	 7.275 
 240.420 	 7.271 
 240.605 	 7.271 
 240.795 	 7.275 
 240.980 	 7.266 
 241.170 	 7.274 
 241.360 	 7.271 
 241.545 	 7.275 
 241.735 	 7.266 
 241.920 	 7.266 
 242.110 	 7.261 
 242.300 	 7.256 
 242.485 	 7.256 
 242.675 	 7.260 
 242.860 	 7.266 
 243.050 	 7.266 
 243.240 	 7.256 
 243.425 	 7.260 
 243.615 	 7.256 
 243.800 	 7.256 
 243.990 	 7.251 
 244.180 	 7.251 
 244.365 	 7.255 
 244.555 	 7.251 
 244.740 	 7.246 
 244.930 	 7.246 
 245.120 	 7.251 
 245.305 	 7.251 
 245.495 	 7.251 
 245.680 	 7.256 
 245.870 	 7.251 
 246.060 	 7.251 
 246.245 	 7.260 
 246.435 	 7.252 
 246.620 	 7.251 
 246.810 	 7.256 
 247.000 	 7.243 
 247.185 	 7.259 
 247.375 	 7.257 
 247.560 	 7.265 
 247.750 	 7.257 
 247.940 	 7.265 
 248.125 	 7.256 
 248.315 	 7.256 
 248.500 	 7.252 
 248.690 	 7.258 
 248.880 	 7.257 
 249.065 	 7.259 
 249.255 	 7.257 
 249.440 	 7.260 
 249.630 	 7.261 
 249.820 	 7.251 
 250.005 	 7.258 
 250.195 	 7.258 
 250.380 	 7.256 
 250.570 	 7.256 
 250.760 	 7.252 
 250.945 	 7.246 
 251.135 	 7.242 
 251.320 	 7.241 
 251.510 	 7.245 
 251.700 	 7.240 
 251.885 	 7.240 
 252.075 	 7.244 
 252.260 	 7.250 
 252.450 	 7.247 
 252.640 	 7.246 
 252.825 	 7.236 
 253.015 	 7.227 
 253.200 	 7.226 
 253.390 	 7.230 
 253.580 	 7.231 
 253.765 	 7.234 
 253.955 	 7.240 
 254.140 	 7.241 
 254.330 	 7.241 
 254.520 	 7.236 
 254.705 	 7.229 
 254.895 	 7.234 
 255.080 	 7.241 
 255.270 	 7.236 
 255.460 	 7.233 
 255.645 	 7.239 
 255.835 	 7.241 
 256.020 	 7.231 
 256.210 	 7.231 
 256.400 	 7.228 
 256.585 	 7.230 
 256.775 	 7.223 
 256.960 	 7.231 
 257.150 	 7.231 
 257.340 	 7.231 
 257.525 	 7.223 
 257.715 	 7.212 
 257.900 	 7.222 
 258.090 	 7.222 
 258.280 	 7.227 
 258.465 	 7.231 
 258.655 	 7.226 
 258.840 	 7.222 
 259.030 	 7.217 
 259.220 	 7.217 
 259.405 	 7.212 
 259.595 	 7.202 
 259.780 	 7.192 
 259.970 	 7.192 
 260.160 	 7.192 
 260.345 	 7.178 
 260.535 	 7.165 
 260.720 	 7.158 
 260.910 	 7.158 
 261.100 	 7.163 
 261.285 	 7.159 
 261.475 	 7.163 
 261.660 	 7.159 
 261.850 	 7.149 
 262.040 	 7.150 
 262.225 	 7.164 
 262.415 	 7.173 
 262.600 	 7.173 
 262.790 	 7.187 
 262.980 	 7.187 
 263.165 	 7.187 
 263.355 	 7.183 
 263.540 	 7.178 
 263.730 	 7.187 
 263.920 	 7.189 
 264.105 	 7.197 
 264.295 	 7.201 
 264.480 	 7.199 
 264.670 	 7.208 
 264.860 	 7.214 
 265.045 	 7.225 
 265.235 	 7.223 
 265.420 	 7.230 
 265.610 	 7.236 
 265.800 	 7.232 
 265.985 	 7.226 
 266.175 	 7.217 
 266.360 	 7.212 
 266.550 	 7.221 
 266.740 	 7.217 
 266.925 	 7.231 
 267.115 	 7.227 
 267.300 	 7.227 
 267.490 	 7.231 
 267.680 	 7.230 
 267.865 	 7.227 
 268.055 	 7.231 
 268.240 	 7.229 
 268.430 	 7.241 
 268.620 	 7.248 
 268.805 	 7.256 
 268.995 	 7.253 
 269.180 	 7.260 
 269.370 	 7.258 
 269.560 	 7.266 
 269.745 	 7.266 
 269.935 	 7.270 
 270.120 	 7.267 
 270.310 	 7.271 
 270.500 	 7.271 
 270.685 	 7.271 
 270.875 	 7.271 
 271.060 	 7.277 
 271.250 	 7.285 
 271.440 	 7.294 
 271.625 	 7.290 
 271.815 	 7.298 
 272.000 	 7.290 
 272.190 	 7.302 
 272.380 	 7.312 
 272.565 	 7.319 
 272.755 	 7.313 
 272.940 	 7.305 
 273.130 	 7.302 
 273.320 	 7.315 
 273.505 	 7.324 
 273.695 	 7.324 
 273.880 	 7.323 
 274.070 	 7.313 
 274.260 	 7.309 
 274.445 	 7.305 
 274.635 	 7.305 
 274.820 	 7.310 
 275.010 	 7.305 
 275.200 	 7.285 
 275.385 	 7.289 
 275.575 	 7.285 
 275.760 	 7.290 
 275.950 	 7.291 
 276.140 	 7.301 
 276.325 	 7.305 
 276.515 	 7.305 
 276.700 	 7.305 
 276.890 	 7.313 
 277.080 	 7.324 
 277.265 	 7.331 
 277.455 	 7.340 
 277.640 	 7.350 
 277.830 	 7.354 
 278.020 	 7.358 
 278.205 	 7.358 
 278.395 	 7.359 
 278.580 	 7.363 
 278.770 	 7.364 
 278.960 	 7.383 
 279.145 	 7.383 
 279.335 	 7.390 
 279.520 	 7.397 
 279.710 	 7.387 
 279.900 	 7.384 
 280.085 	 7.393 
 280.275 	 7.401 
 280.460 	 7.413 
 280.650 	 7.422 
 280.840 	 7.422 
 281.025 	 7.422 
 281.215 	 7.422 
 281.400 	 7.425 
 281.590 	 7.417 
 281.780 	 7.416 
 281.965 	 7.414 
 282.155 	 7.420 
 282.340 	 7.418 
 282.530 	 7.422 
 282.720 	 7.432 
 282.905 	 7.437 
 283.095 	 7.441 
 283.280 	 7.442 
 283.470 	 7.445 
 283.660 	 7.442 
 283.845 	 7.448 
 284.035 	 7.456 
 284.220 	 7.457 
 284.410 	 7.460 
 284.600 	 7.452 
 284.785 	 7.456 
 284.975 	 7.453 
 285.160 	 7.461 
 285.350 	 7.467 
 285.540 	 7.471 
 285.725 	 7.476 
 285.915 	 7.475 
 286.100 	 7.464 
 286.290 	 7.457 
 286.480 	 7.473 
 286.665 	 7.481 
 286.855 	 7.487 
 287.040 	 7.490 
 287.230 	 7.489 
 287.420 	 7.485 
 287.605 	 7.485 
 287.795 	 7.485 
 287.980 	 7.486 
 288.170 	 7.492 
 288.360 	 7.504 
 288.545 	 7.501 
 288.735 	 7.504 
 288.920 	 7.496 
 289.110 	 7.510 
 289.300 	 7.510 
 289.485 	 7.510 
 289.675 	 7.510 
 289.860 	 7.512 
 290.050 	 7.520 
 290.240 	 7.523 
 290.425 	 7.535 
 290.615 	 7.542 
 290.800 	 7.547 
 290.990 	 7.534 
 291.180 	 7.532 
 291.365 	 7.521 
 291.555 	 7.525 
 291.740 	 7.534 
 291.930 	 7.545 
 292.120 	 7.549 
 292.305 	 7.550 
 292.495 	 7.554 
 292.680 	 7.554 
 292.870 	 7.554 
 293.060 	 7.560 
 293.245 	 7.564 
 293.435 	 7.573 
 293.620 	 7.571 
 293.810 	 7.565 
 294.000 	 7.578 
 294.185 	 7.579 
 294.375 	 7.586 
 294.560 	 7.593 
 294.750 	 7.599 
 294.940 	 7.601 
 295.125 	 7.590 
 295.315 	 7.583 
 295.500 	 7.579 
 295.690 	 7.583 
 295.880 	 7.603 
 296.065 	 7.607 
 296.255 	 7.615 
 296.440 	 7.608 
 296.630 	 7.611 
 296.820 	 7.612 
 297.005 	 7.612 
 297.195 	 7.607 
 297.380 	 7.603 
 297.570 	 7.618 
 297.760 	 7.621 
 297.945 	 7.621 
 298.135 	 7.618 
 298.320 	 7.620 
 298.510 	 7.613 
 298.700 	 7.616 
 298.885 	 7.623 
 299.075 	 7.630 
 299.260 	 7.641 
 299.450 	 7.646 
 299.640 	 7.652 
 299.825 	 7.656 
 300.015 	 7.656 
 300.200 	 7.652 
 300.390 	 7.652 
 300.580 	 7.656 
 300.765 	 7.652 
 300.955 	 7.647 
 301.140 	 7.651 
 301.330 	 7.651 
 301.520 	 7.651 
 301.705 	 7.647 
 301.895 	 7.651 
 302.080 	 7.656 
 302.270 	 7.660 
 302.460 	 7.656 
 302.645 	 7.661 
 302.835 	 7.677 
 303.020 	 7.681 
 303.210 	 7.683 
 303.400 	 7.690 
 303.585 	 7.686 
 303.775 	 7.676 
 303.960 	 7.681 
 304.150 	 7.691 
 304.340 	 7.695 
 304.525 	 7.705 
 304.715 	 7.715 
 304.900 	 7.715 
 305.090 	 7.714 
 305.280 	 7.710 
 305.465 	 7.716 
 305.655 	 7.725 
 305.840 	 7.725 
 306.030 	 7.725 
 306.220 	 7.729 
 306.405 	 7.732 
 306.595 	 7.739 
 306.780 	 7.742 
 306.970 	 7.749 
 307.160 	 7.749 
 307.345 	 7.754 
 307.535 	 7.754 
 307.720 	 7.754 
 307.910 	 7.754 
 308.100 	 7.754 
 308.285 	 7.759 
 308.475 	 7.761 
 308.660 	 7.769 
 308.850 	 7.767 
 309.040 	 7.759 
 309.225 	 7.764 
 309.415 	 7.764 
 309.600 	 7.769 
 309.790 	 7.773 
 309.980 	 7.782 
 310.165 	 7.780 
 310.355 	 7.781 
 310.540 	 7.774 
 310.730 	 7.788 
 310.920 	 7.788 
 311.105 	 7.788 
 311.295 	 7.793 
 311.480 	 7.793 
 311.670 	 7.793 
 311.860 	 7.794 
 312.045 	 7.797 
 312.235 	 7.798 
 312.420 	 7.803 
 312.610 	 7.812 
 312.800 	 7.812 
 312.985 	 7.817 
 313.175 	 7.818 
 313.360 	 7.821 
 313.550 	 7.818 
 313.740 	 7.821 
 313.925 	 7.822 
 314.115 	 7.822 
 314.300 	 7.822 
 314.490 	 7.827 
 314.680 	 7.832 
 314.865 	 7.832 
 315.055 	 7.837 
 315.240 	 7.837 
 315.430 	 7.837 
 315.620 	 7.845 
 315.805 	 7.851 
 315.995 	 7.857 
 316.180 	 7.861 
 316.370 	 7.861 
 316.560 	 7.863 
 316.745 	 7.866 
 316.935 	 7.867 
 317.120 	 7.871 
 317.310 	 7.870 
 317.500 	 7.868 
 317.685 	 7.871 
 317.875 	 7.874 
 318.060 	 7.881 
 318.250 	 7.884 
 318.440 	 7.891 
 318.625 	 7.899 
 318.815 	 7.894 
 319.000 	 7.889 
 319.190 	 7.884 
 319.380 	 7.881 
 319.565 	 7.881 
 319.755 	 7.881 
 319.940 	 7.887 
 320.130 	 7.891 
 320.320 	 7.889 
 320.505 	 7.887 
 320.695 	 7.892 
 320.880 	 7.892 
 321.070 	 7.881 
 321.260 	 7.889 
 321.445 	 7.896 
 321.635 	 7.896 
 321.820 	 7.896 
 322.010 	 7.898 
 322.200 	 7.906 
 322.385 	 7.910 
 322.575 	 7.910 
 322.760 	 7.910 
 322.950 	 7.910 
 323.140 	 7.910 
 323.325 	 7.912 
 323.515 	 7.926 
 323.700 	 7.931 
 323.890 	 7.936 
 324.080 	 7.938 
 324.265 	 7.933 
 324.455 	 7.929 
 324.640 	 7.939 
 324.830 	 7.942 
 325.020 	 7.950 
 325.205 	 7.954 
 325.395 	 7.955 
 325.580 	 7.959 
 325.770 	 7.961 
 325.960 	 7.961 
 326.145 	 7.952 
 326.335 	 7.960 
 326.520 	 7.964 
 326.710 	 7.964 
 326.900 	 7.975 
 327.085 	 7.980 
 327.275 	 7.982 
 327.460 	 7.980 
 327.650 	 7.982 
 327.840 	 7.979 
 328.025 	 7.978 
 328.215 	 7.975 
 328.400 	 7.979 
 328.590 	 7.984 
 328.780 	 7.988 
 328.965 	 7.990 
 329.155 	 7.995 
 329.340 	 7.999 
 329.530 	 8.004 
 329.720 	 8.008 
 329.905 	 8.005 
 330.095 	 7.998 
 330.280 	 7.998 
 330.470 	 8.000 
 330.660 	 8.005 
 330.845 	 8.009 
 331.035 	 8.013 
 331.220 	 8.003 
 331.410 	 8.007 
 331.600 	 8.022 
 331.785 	 8.032 
 331.975 	 8.031 
 332.160 	 8.028 
 332.350 	 8.031 
 332.540 	 8.032 
 332.725 	 8.028 
 332.915 	 8.037 
 333.100 	 8.037 
 333.290 	 8.041 
 333.480 	 8.049 
 333.665 	 8.050 
 333.855 	 8.044 
 334.040 	 8.040 
 334.230 	 8.052 
 334.420 	 8.052 
 334.605 	 8.057 
 334.795 	 8.060 
 334.980 	 8.071 
 335.170 	 8.070 
 335.360 	 8.068 
 335.545 	 8.070 
 335.735 	 8.066 
 335.920 	 8.070 
 336.110 	 8.076 
 336.300 	 8.078 
 336.485 	 8.086 
 336.675 	 8.091 
 336.860 	 8.091 
 337.050 	 8.091 
 337.240 	 8.093 
 337.425 	 8.101 
 337.615 	 8.099 
 337.800 	 8.097 
 337.990 	 8.105 
 338.180 	 8.104 
 338.365 	 8.101 
 338.555 	 8.104 
 338.740 	 8.108 
 338.930 	 8.105 
 339.120 	 8.108 
 339.305 	 8.117 
 339.495 	 8.120 
 339.680 	 8.120 
 339.870 	 8.118 
 340.060 	 8.117 
 340.245 	 8.118 
 340.435 	 8.119 
 340.620 	 8.129 
 340.810 	 8.133 
 341.000 	 8.132 
 341.185 	 8.137 
 341.375 	 8.140 
 341.560 	 8.142 
 341.750 	 8.142 
 341.940 	 8.140 
 342.125 	 8.140 
 342.315 	 8.140 
 342.500 	 8.142 
 342.690 	 8.140 
 342.880 	 8.137 
 343.065 	 8.142 
 343.255 	 8.145 
 343.440 	 8.148 
 343.630 	 8.154 
 343.820 	 8.152 
 344.005 	 8.149 
 344.195 	 8.151 
 344.380 	 8.158 
 344.570 	 8.162 
 344.760 	 8.165 
 344.945 	 8.176 
 345.135 	 8.179 
 345.320 	 8.179 
 345.510 	 8.179 
 345.700 	 8.179 
 345.885 	 8.181 
 346.075 	 8.188 
 346.260 	 8.191 
 346.450 	 8.188 
 346.640 	 8.188 
 346.825 	 8.190 
 347.015 	 8.196 
 347.200 	 8.196 
 347.390 	 8.195 
 347.580 	 8.200 
 347.765 	 8.201 
 347.955 	 8.200 
 348.140 	 8.203 
 348.330 	 8.203 
 348.520 	 8.207 
 348.705 	 8.211 
 348.895 	 8.208 
 349.080 	 8.208 
 349.270 	 8.208 
 349.460 	 8.212 
 349.645 	 8.216 
 349.835 	 8.214 
 350.020 	 8.216 
 350.210 	 8.216 
 350.400 	 8.221 
 350.585 	 8.218 
 350.775 	 8.218 
 350.960 	 8.218 
 351.150 	 8.218 
 351.340 	 8.218 
 351.525 	 8.216 
 351.715 	 8.215 
 351.900 	 8.219 
 352.090 	 8.228 
 352.280 	 8.235 
 352.465 	 8.232 
 352.655 	 8.230 
 352.840 	 8.229 
 353.030 	 8.232 
 353.220 	 8.234 
 353.405 	 8.235 
 353.595 	 8.232 
 353.780 	 8.230 
 353.970 	 8.228 
 354.160 	 8.228 
 354.345 	 8.228 
 354.535 	 8.228 
 354.720 	 8.229 
 354.910 	 8.232 
 355.100 	 8.232 
 355.285 	 8.232 
 355.475 	 8.230 
 355.660 	 8.228 
 355.850 	 8.228 
 356.040 	 8.228 
 356.225 	 8.228 
 356.415 	 8.228 
 356.600 	 8.234 
 356.790 	 8.240 
 356.980 	 8.241 
 357.165 	 8.245 
 357.355 	 8.240 
 357.540 	 8.237 
 357.730 	 8.237 
 357.920 	 8.234 
 358.105 	 8.229 
 358.295 	 8.232 
 358.480 	 8.235 
 358.670 	 8.237 
 358.860 	 8.235 
 359.045 	 8.232 
 359.235 	 8.235 
 359.420 	 8.240 
 359.610 	 8.242 
 359.800 	 8.242 
 359.985 	 8.242 
 360.175 	 8.242 
 360.360 	 8.242 
 360.550 	 8.242 
 360.740 	 8.242 
 360.925 	 8.242 
 361.115 	 8.242 
 361.300 	 8.239 
 361.490 	 8.240 
 361.680 	 8.242 
 361.865 	 8.242 
 362.055 	 8.240 
 362.240 	 8.237 
 362.430 	 8.239 
 362.620 	 8.242 
 362.805 	 8.240 
 362.995 	 8.237 
 363.180 	 8.240 
 363.370 	 8.240 
 363.560 	 8.235 
 363.745 	 8.237 
 363.935 	 8.242 
 364.120 	 8.236 
 364.310 	 8.232 
 364.500 	 8.235 
 364.685 	 8.230 
 364.875 	 8.230 
 365.060 	 8.232 
 365.250 	 8.232 
 365.440 	 8.235 
 365.625 	 8.233 
 365.815 	 8.228 
 366.000 	 8.225 
 366.190 	 8.223 
 366.380 	 8.223 
 366.565 	 8.225 
 366.755 	 8.228 
 366.940 	 8.228 
 367.130 	 8.235 
 367.320 	 8.242 
 367.505 	 8.237 
 367.695 	 8.232 
 367.880 	 8.232 
 368.070 	 8.232 
 368.260 	 8.232 
 368.445 	 8.230 
 368.635 	 8.232 
 368.820 	 8.232 
 369.010 	 8.234 
 369.200 	 8.240 
 369.385 	 8.235 
 369.575 	 8.235 
 369.760 	 8.235 
 369.950 	 8.234 
 370.140 	 8.237 
 370.325 	 8.235 
 370.515 	 8.230 
 370.700 	 8.230 
 370.890 	 8.230 
 371.080 	 8.228 
 371.265 	 8.228 
 371.455 	 8.230 
 371.640 	 8.232 
 371.830 	 8.235 
 372.020 	 8.234 
 372.205 	 8.232 
 372.395 	 8.230 
 372.580 	 8.224 
 372.770 	 8.222 
 372.960 	 8.228 
 373.145 	 8.230 
 373.335 	 8.231 
 373.520 	 8.228 
 373.710 	 8.230 
 373.900 	 8.228 
 374.085 	 8.225 
 374.275 	 8.225 
 374.460 	 8.220 
 374.650 	 8.220 
 374.840 	 8.225 
 375.025 	 8.225 
 375.215 	 8.225 
 375.400 	 8.228 
 375.590 	 8.222 
 375.780 	 8.220 
 375.965 	 8.220 
 376.155 	 8.218 
 376.340 	 8.216 
 376.530 	 8.215 
 376.720 	 8.218 
 376.905 	 8.220 
 377.095 	 8.220 
 377.280 	 8.220 
 377.470 	 8.220 
 377.660 	 8.215 
 377.845 	 8.213 
 378.035 	 8.216 
 378.220 	 8.215 
 378.410 	 8.210 
 378.600 	 8.203 
 378.785 	 8.202 
 378.975 	 8.205 
 379.160 	 8.203 
 379.350 	 8.201 
 379.540 	 8.193 
 379.725 	 8.196 
 379.915 	 8.201 
 380.100 	 8.201 
 380.290 	 8.203 
 380.480 	 8.206 
 380.665 	 8.208 
 380.855 	 8.208 
 381.040 	 8.215 
 381.230 	 8.220 
 381.420 	 8.220 
 381.605 	 8.223 
 381.795 	 8.225 
 381.980 	 8.228 
 382.170 	 8.220 
 382.360 	 8.213 
 382.545 	 8.208 
 382.735 	 8.206 
 382.920 	 8.206 
 383.110 	 8.200 
 383.300 	 8.198 
 383.485 	 8.201 
 383.675 	 8.203 
 383.860 	 8.203 
 384.050 	 8.200 
 384.240 	 8.198 
 384.425 	 8.198 
 384.615 	 8.198 
 384.800 	 8.196 
 384.990 	 8.193 
 385.180 	 8.193 
 385.365 	 8.190 
 385.555 	 8.188 
 385.740 	 8.186 
 385.930 	 8.184 
 386.120 	 8.175 
 386.305 	 8.173 
 386.495 	 8.171 
 386.680 	 8.167 
 386.870 	 8.166 
 387.060 	 8.164 
 387.245 	 8.167 
 387.435 	 8.172 
 387.620 	 8.180 
 387.810 	 8.181 
 388.000 	 8.182 
 388.185 	 8.181 
 388.375 	 8.173 
 388.560 	 8.175 
 388.750 	 8.175 
 388.940 	 8.169 
 389.125 	 8.176 
 389.315 	 8.183 
 389.500 	 8.174 
 389.690 	 8.174 
 389.880 	 8.176 
 390.065 	 8.179 
 390.255 	 8.178 
 390.440 	 8.170 
 390.630 	 8.174 
 390.820 	 8.164 
 391.005 	 8.164 
 391.195 	 8.164 
 391.380 	 8.164 
 391.570 	 8.164 
 391.760 	 8.164 
 391.945 	 8.167 
 392.135 	 8.178 
 392.320 	 8.180 
 392.510 	 8.183 
 392.700 	 8.175 
 392.885 	 8.165 
 393.075 	 8.172 
 393.260 	 8.179 
 393.450 	 8.182 
 393.640 	 8.184 
 393.825 	 8.182 
 394.015 	 8.177 
 394.200 	 8.172 
 394.390 	 8.173 
 394.580 	 8.175 
 394.765 	 8.164 
 394.955 	 8.162 
 395.140 	 8.161 
 395.330 	 8.162 
 395.520 	 8.168 
 395.705 	 8.174 
 395.895 	 8.178 
 396.080 	 8.182 
 396.270 	 8.179 
 396.460 	 8.174 
 396.645 	 8.175 
 396.835 	 8.175 
 397.020 	 8.169 
 397.210 	 8.164 
 397.400 	 8.167 
 397.585 	 8.175 
 397.775 	 8.176 
 397.960 	 8.179 
 398.150 	 8.186 
 398.340 	 8.184 
 398.525 	 8.184 
 398.715 	 8.186 
 398.900 	 8.184 
 399.090 	 8.186 
 399.280 	 8.186 
 399.465 	 8.184 
 399.655 	 8.184 
 399.840 	 8.187 
 400.030 	 8.182 
 400.220 	 8.185 
 400.405 	 8.182 
 400.595 	 8.182 
 400.780 	 8.184 
 400.970 	 8.184 
 401.160 	 8.184 
 401.345 	 8.181 
 401.535 	 8.179 
 401.720 	 8.182 
 401.910 	 8.181 
 402.100 	 8.182 
 402.285 	 8.180 
 402.475 	 8.179 
 402.660 	 8.179 
 402.850 	 8.179 
 403.040 	 8.179 
 403.225 	 8.179 
 403.415 	 8.179 
 403.600 	 8.182 
 403.790 	 8.178 
 403.980 	 8.170 
 404.165 	 8.172 
 404.355 	 8.174 
 404.540 	 8.174 
 404.730 	 8.170 
 404.920 	 8.169 
 405.105 	 8.172 
 405.295 	 8.168 
 405.480 	 8.164 
 405.670 	 8.164 
 405.860 	 8.170 
 406.045 	 8.174 
 406.235 	 8.174 
 406.420 	 8.174 
 406.610 	 8.168 
 406.800 	 8.170 
 406.985 	 8.167 
 407.175 	 8.161 
 407.360 	 8.156 
 407.550 	 8.154 
 407.740 	 8.154 
 407.925 	 8.158 
 408.115 	 8.156 
 408.300 	 8.154 
 408.490 	 8.154 
 408.680 	 8.148 
 408.865 	 8.151 
 409.055 	 8.148 
 409.240 	 8.145 
 409.430 	 8.154 
 409.620 	 8.150 
 409.805 	 8.145 
 409.995 	 8.145 
 410.180 	 8.150 
 410.370 	 8.151 
 410.560 	 8.153 
 410.745 	 8.154 
 410.935 	 8.151 
 411.120 	 8.146 
 411.310 	 8.141 
 411.500 	 8.140 
 411.685 	 8.137 
 411.875 	 8.135 
 412.060 	 8.135 
 412.250 	 8.135 
 412.440 	 8.135 
 412.625 	 8.135 
 412.815 	 8.138 
 413.000 	 8.137 
 413.190 	 8.131 
 413.380 	 8.135 
 413.565 	 8.135 
 413.755 	 8.130 
 413.940 	 8.127 
 414.130 	 8.125 
 414.320 	 8.123 
 414.505 	 8.120 
 414.695 	 8.121 
 414.880 	 8.125 
 415.070 	 8.120 
 415.260 	 8.123 
 415.445 	 8.127 
 415.635 	 8.122 
 415.820 	 8.120 
 416.010 	 8.120 
 416.200 	 8.123 
 416.385 	 8.124 
 416.575 	 8.130 
 416.760 	 8.130 
 416.950 	 8.131 
 417.140 	 8.131 
 417.325 	 8.125 
 417.515 	 8.125 
 417.700 	 8.125 
 417.890 	 8.126 
 418.080 	 8.130 
 418.265 	 8.130 
 418.455 	 8.130 
 418.640 	 8.128 
 418.830 	 8.125 
 419.020 	 8.125 
 419.205 	 8.126 
 419.395 	 8.130 
 419.580 	 8.130 
 419.770 	 8.128 
 419.960 	 8.123 
 420.145 	 8.119 
 420.335 	 8.110 
 420.520 	 8.110 
 420.710 	 8.112 
 420.900 	 8.115 
 421.085 	 8.113 
 421.275 	 8.103 
 421.460 	 8.104 
 421.650 	 8.103 
 421.840 	 8.106 
 422.025 	 8.110 
 422.215 	 8.113 
 422.400 	 8.112 
 422.590 	 8.113 
 422.780 	 8.115 
 422.965 	 8.114 
 423.155 	 8.110 
 423.340 	 8.107 
 423.530 	 8.102 
 423.720 	 8.097 
 423.905 	 8.099 
 424.095 	 8.104 
 424.280 	 8.113 
 424.470 	 8.115 
 424.660 	 8.108 
 424.845 	 8.109 
 425.035 	 8.107 
 425.220 	 8.101 
 425.410 	 8.104 
 425.600 	 8.109 
 425.785 	 8.110 
 425.975 	 8.110 
 426.160 	 8.107 
 426.350 	 8.109 
 426.540 	 8.110 
 426.725 	 8.114 
 426.915 	 8.115 
 427.100 	 8.119 
 427.290 	 8.114 
 427.480 	 8.110 
 427.665 	 8.107 
 427.855 	 8.113 
 428.040 	 8.112 
 428.230 	 8.110 
 428.420 	 8.110 
 428.605 	 8.114 
 428.795 	 8.112 
 428.980 	 8.110 
 429.170 	 8.107 
 429.360 	 8.117 
 429.545 	 8.117 
 429.735 	 8.115 
 429.920 	 8.112 
 430.110 	 8.106 
 430.300 	 8.105 
 430.485 	 8.101 
 430.675 	 8.105 
 430.860 	 8.095 
 431.050 	 8.094 
 431.240 	 8.096 
 431.425 	 8.096 
 431.615 	 8.096 
 431.800 	 8.096 
 431.990 	 8.096 
 432.180 	 8.089 
 432.365 	 8.093 
 432.555 	 8.087 
 432.740 	 8.086 
 432.930 	 8.086 
 433.120 	 8.086 
 433.305 	 8.086 
 433.495 	 8.086 
 433.680 	 8.086 
 433.870 	 8.086 
 434.060 	 8.083 
 434.245 	 8.084 
 434.435 	 8.086 
 434.620 	 8.079 
 434.810 	 8.080 
 435.000 	 8.081 
 435.185 	 8.081 
 435.375 	 8.081 
 435.560 	 8.081 
 435.750 	 8.077 
