x Distance [mm]	Height [cm]
 216.805 	 7.922 
 216.995 	 7.920 
 217.180 	 7.920 
 217.370 	 7.920 
 217.555 	 7.917 
 217.745 	 7.915 
 217.935 	 7.915 
 218.120 	 7.918 
 218.310 	 7.920 
 218.495 	 7.920 
 218.685 	 7.923 
 218.875 	 7.917 
 219.060 	 7.918 
 219.250 	 7.920 
 219.435 	 7.914 
 219.625 	 7.913 
 219.815 	 7.915 
 220.000 	 7.910 
 220.190 	 7.908 
 220.375 	 7.913 
 220.565 	 7.912 
 220.755 	 7.910 
 220.940 	 7.910 
 221.130 	 7.907 
 221.315 	 7.905 
 221.505 	 7.909 
 221.695 	 7.907 
 221.880 	 7.905 
 222.070 	 7.912 
 222.255 	 7.912 
 222.445 	 7.913 
 222.635 	 7.912 
 222.820 	 7.916 
 223.010 	 7.916 
 223.195 	 7.918 
 223.385 	 7.920 
 223.575 	 7.917 
 223.760 	 7.915 
 223.950 	 7.915 
 224.135 	 7.918 
 224.325 	 7.920 
 224.515 	 7.920 
 224.700 	 7.917 
 224.890 	 7.918 
 225.075 	 7.923 
 225.265 	 7.922 
 225.455 	 7.923 
 225.640 	 7.918 
 225.830 	 7.915 
 226.015 	 7.915 
 226.205 	 7.918 
 226.395 	 7.920 
 226.580 	 7.923 
 226.770 	 7.922 
 226.955 	 7.917 
 227.145 	 7.918 
 227.335 	 7.924 
 227.520 	 7.918 
 227.710 	 7.919 
 227.895 	 7.917 
 228.085 	 7.919 
 228.275 	 7.920 
 228.460 	 7.917 
 228.650 	 7.919 
 228.835 	 7.920 
 229.025 	 7.917 
 229.215 	 7.918 
 229.400 	 7.916 
 229.590 	 7.915 
 229.775 	 7.915 
 229.965 	 7.918 
 230.155 	 7.920 
 230.340 	 7.917 
 230.530 	 7.915 
 230.715 	 7.915 
 230.905 	 7.918 
 231.095 	 7.917 
 231.280 	 7.918 
 231.470 	 7.917 
 231.655 	 7.915 
 231.845 	 7.912 
 232.035 	 7.910 
 232.220 	 7.913 
 232.410 	 7.912 
 232.595 	 7.916 
 232.785 	 7.917 
 232.975 	 7.912 
 233.160 	 7.914 
 233.350 	 7.912 
 233.535 	 7.916 
 233.725 	 7.920 
 233.915 	 7.920 
 234.100 	 7.917 
 234.290 	 7.915 
 234.475 	 7.912 
 234.665 	 7.910 
 234.855 	 7.910 
 235.040 	 7.914 
 235.230 	 7.921 
 235.415 	 7.922 
 235.605 	 7.923 
 235.795 	 7.922 
 235.980 	 7.920 
 236.170 	 7.924 
 236.355 	 7.921 
 236.545 	 7.916 
 236.735 	 7.911 
 236.920 	 7.910 
 237.110 	 7.913 
 237.295 	 7.918 
 237.485 	 7.920 
 237.675 	 7.923 
 237.860 	 7.918 
 238.050 	 7.918 
 238.235 	 7.920 
 238.425 	 7.920 
 238.615 	 7.923 
 238.800 	 7.931 
 238.990 	 7.931 
 239.175 	 7.926 
 239.365 	 7.921 
 239.555 	 7.917 
 239.740 	 7.922 
 239.930 	 7.925 
 240.115 	 7.928 
 240.305 	 7.930 
 240.495 	 7.923 
 240.680 	 7.920 
 240.870 	 7.917 
 241.055 	 7.918 
 241.245 	 7.923 
 241.435 	 7.925 
 241.620 	 7.925 
 241.810 	 7.925 
 241.995 	 7.922 
 242.185 	 7.924 
 242.375 	 7.925 
 242.560 	 7.921 
 242.750 	 7.923 
 242.935 	 7.921 
 243.125 	 7.923 
 243.315 	 7.925 
 243.500 	 7.925 
 243.690 	 7.921 
 243.875 	 7.920 
 244.065 	 7.927 
 244.255 	 7.926 
 244.440 	 7.925 
 244.630 	 7.925 
 244.815 	 7.921 
 245.005 	 7.920 
 245.195 	 7.920 
 245.380 	 7.920 
 245.570 	 7.920 
 245.755 	 7.917 
 245.945 	 7.923 
 246.135 	 7.925 
 246.320 	 7.925 
 246.510 	 7.925 
 246.695 	 7.921 
 246.885 	 7.920 
 247.075 	 7.920 
 247.260 	 7.916 
 247.450 	 7.915 
 247.635 	 7.915 
 247.825 	 7.915 
 248.015 	 7.915 
 248.200 	 7.918 
 248.390 	 7.920 
 248.575 	 7.920 
 248.765 	 7.916 
 248.955 	 7.915 
 249.140 	 7.915 
 249.330 	 7.915 
 249.515 	 7.911 
 249.705 	 7.910 
 249.895 	 7.910 
 250.080 	 7.910 
 250.270 	 7.907 
 250.455 	 7.905 
 250.645 	 7.909 
 250.835 	 7.906 
 251.020 	 7.902 
 251.210 	 7.908 
 251.395 	 7.910 
 251.585 	 7.906 
 251.775 	 7.909 
 251.960 	 7.906 
 252.150 	 7.905 
 252.335 	 7.905 
 252.525 	 7.905 
 252.715 	 7.905 
 252.900 	 7.905 
 253.090 	 7.901 
 253.275 	 7.904 
 253.465 	 7.905 
 253.655 	 7.909 
 253.840 	 7.907 
 254.030 	 7.909 
 254.215 	 7.906 
 254.405 	 7.909 
 254.595 	 7.902 
 254.780 	 7.904 
 254.970 	 7.897 
 255.155 	 7.892 
 255.345 	 7.898 
 255.535 	 7.900 
 255.720 	 7.904 
 255.910 	 7.905 
 256.095 	 7.901 
 256.285 	 7.904 
 256.475 	 7.901 
 256.660 	 7.900 
 256.850 	 7.900 
 257.035 	 7.900 
 257.225 	 7.897 
 257.415 	 7.902 
 257.600 	 7.901 
 257.790 	 7.897 
 257.975 	 7.899 
 258.165 	 7.893 
 258.355 	 7.891 
 258.540 	 7.891 
 258.730 	 7.891 
 258.915 	 7.891 
 259.105 	 7.894 
 259.295 	 7.891 
 259.480 	 7.894 
 259.670 	 7.896 
 259.855 	 7.892 
 260.045 	 7.891 
 260.235 	 7.891 
 260.420 	 7.895 
 260.610 	 7.896 
 260.795 	 7.900 
 260.985 	 7.893 
 261.175 	 7.891 
 261.360 	 7.891 
 261.550 	 7.894 
 261.735 	 7.892 
 261.925 	 7.895 
 262.115 	 7.892 
 262.300 	 7.891 
 262.490 	 7.894 
 262.675 	 7.887 
 262.865 	 7.889 
 263.055 	 7.891 
 263.240 	 7.894 
 263.430 	 7.891 
 263.615 	 7.891 
 263.805 	 7.891 
 263.995 	 7.891 
 264.180 	 7.882 
 264.370 	 7.884 
 264.555 	 7.890 
 264.745 	 7.894 
 264.935 	 7.885 
 265.120 	 7.885 
 265.310 	 7.886 
 265.495 	 7.886 
 265.685 	 7.886 
 265.875 	 7.890 
 266.060 	 7.887 
 266.250 	 7.882 
 266.435 	 7.885 
 266.625 	 7.882 
 266.815 	 7.877 
 267.000 	 7.876 
 267.190 	 7.876 
 267.375 	 7.876 
 267.565 	 7.876 
 267.755 	 7.876 
 267.940 	 7.880 
 268.130 	 7.881 
 268.315 	 7.881 
 268.505 	 7.881 
 268.695 	 7.881 
 268.880 	 7.877 
 269.070 	 7.880 
 269.255 	 7.881 
 269.445 	 7.876 
 269.635 	 7.872 
 269.820 	 7.867 
 270.010 	 7.870 
 270.195 	 7.871 
 270.385 	 7.875 
 270.575 	 7.871 
 270.760 	 7.875 
 270.950 	 7.872 
 271.135 	 7.876 
 271.325 	 7.876 
 271.515 	 7.868 
 271.700 	 7.866 
 271.890 	 7.866 
 272.075 	 7.875 
 272.265 	 7.872 
 272.455 	 7.871 
 272.640 	 7.871 
 272.830 	 7.871 
 273.015 	 7.871 
 273.205 	 7.871 
 273.395 	 7.867 
 273.580 	 7.866 
 273.770 	 7.866 
 273.955 	 7.862 
 274.145 	 7.861 
 274.335 	 7.861 
 274.520 	 7.861 
 274.710 	 7.865 
 274.895 	 7.866 
 275.085 	 7.862 
 275.275 	 7.861 
 275.460 	 7.857 
 275.650 	 7.852 
 275.835 	 7.855 
 276.025 	 7.852 
 276.215 	 7.848 
 276.400 	 7.855 
 276.590 	 7.856 
 276.775 	 7.848 
 276.965 	 7.850 
 277.155 	 7.843 
 277.340 	 7.842 
 277.530 	 7.842 
 277.715 	 7.842 
 277.905 	 7.842 
 278.095 	 7.837 
 278.280 	 7.837 
 278.470 	 7.837 
 278.655 	 7.833 
 278.845 	 7.828 
 279.035 	 7.831 
 279.220 	 7.823 
 279.410 	 7.826 
 279.595 	 7.832 
 279.785 	 7.823 
 279.975 	 7.819 
 280.160 	 7.822 
 280.350 	 7.818 
 280.535 	 7.825 
 280.725 	 7.827 
 280.915 	 7.832 
 281.100 	 7.832 
 281.290 	 7.841 
 281.475 	 7.842 
 281.665 	 7.842 
 281.855 	 7.842 
 282.040 	 7.847 
 282.230 	 7.847 
 282.415 	 7.847 
 282.605 	 7.842 
 282.795 	 7.847 
 282.980 	 7.847 
 283.170 	 7.852 
 283.355 	 7.847 
 283.545 	 7.843 
 283.735 	 7.842 
 283.920 	 7.842 
 284.110 	 7.846 
 284.295 	 7.847 
 284.485 	 7.842 
 284.675 	 7.842 
 284.860 	 7.838 
 285.050 	 7.841 
 285.235 	 7.838 
 285.425 	 7.832 
 285.615 	 7.832 
 285.800 	 7.837 
 285.990 	 7.837 
 286.175 	 7.837 
 286.365 	 7.841 
 286.555 	 7.832 
 286.740 	 7.828 
 286.930 	 7.832 
 287.115 	 7.832 
 287.305 	 7.832 
 287.495 	 7.828 
 287.680 	 7.831 
 287.870 	 7.832 
 288.055 	 7.832 
 288.245 	 7.822 
 288.435 	 7.826 
 288.620 	 7.822 
 288.810 	 7.827 
 288.995 	 7.827 
 289.185 	 7.822 
 289.375 	 7.827 
 289.560 	 7.827 
 289.750 	 7.827 
 289.935 	 7.827 
 290.125 	 7.827 
 290.315 	 7.822 
 290.500 	 7.822 
 290.690 	 7.822 
 290.875 	 7.818 
 291.065 	 7.817 
 291.255 	 7.817 
 291.440 	 7.822 
 291.630 	 7.818 
 291.815 	 7.812 
 292.005 	 7.812 
 292.195 	 7.817 
 292.380 	 7.817 
 292.570 	 7.813 
 292.755 	 7.812 
 292.945 	 7.812 
 293.135 	 7.812 
 293.320 	 7.812 
 293.510 	 7.812 
 293.695 	 7.813 
 293.885 	 7.821 
 294.075 	 7.817 
 294.260 	 7.817 
 294.450 	 7.812 
 294.635 	 7.808 
 294.825 	 7.808 
 295.015 	 7.812 
 295.200 	 7.822 
 295.390 	 7.818 
 295.575 	 7.817 
 295.765 	 7.813 
 295.955 	 7.807 
 296.140 	 7.803 
 296.330 	 7.803 
 296.515 	 7.807 
 296.705 	 7.808 
 296.895 	 7.803 
 297.080 	 7.807 
 297.270 	 7.804 
 297.455 	 7.803 
 297.645 	 7.807 
 297.835 	 7.808 
 298.020 	 7.808 
 298.210 	 7.803 
 298.395 	 7.803 
 298.585 	 7.808 
 298.775 	 7.799 
 298.960 	 7.803 
 299.150 	 7.803 
 299.335 	 7.808 
 299.525 	 7.803 
 299.715 	 7.803 
 299.900 	 7.807 
 300.090 	 7.808 
 300.275 	 7.803 
 300.465 	 7.807 
 300.655 	 7.808 
 300.840 	 7.803 
 301.030 	 7.803 
 301.215 	 7.803 
 301.405 	 7.803 
 301.595 	 7.803 
 301.780 	 7.798 
 301.970 	 7.793 
 302.155 	 7.793 
 302.345 	 7.797 
 302.535 	 7.807 
 302.720 	 7.803 
 302.910 	 7.798 
 303.095 	 7.798 
 303.285 	 7.803 
 303.475 	 7.798 
 303.660 	 7.793 
 303.850 	 7.797 
 304.035 	 7.793 
 304.225 	 7.797 
 304.415 	 7.798 
 304.600 	 7.797 
 304.790 	 7.788 
 304.975 	 7.789 
 305.165 	 7.793 
 305.355 	 7.797 
 305.540 	 7.794 
 305.730 	 7.798 
 305.915 	 7.794 
 306.105 	 7.783 
 306.295 	 7.787 
 306.480 	 7.788 
 306.670 	 7.792 
 306.855 	 7.792 
 307.045 	 7.784 
 307.235 	 7.788 
 307.420 	 7.788 
 307.610 	 7.784 
 307.795 	 7.788 
 307.985 	 7.784 
 308.175 	 7.788 
 308.360 	 7.788 
 308.550 	 7.783 
 308.735 	 7.779 
 308.925 	 7.783 
 309.115 	 7.783 
 309.300 	 7.783 
 309.490 	 7.779 
 309.675 	 7.788 
 309.865 	 7.788 
 310.055 	 7.783 
 310.240 	 7.783 
 310.430 	 7.783 
 310.615 	 7.779 
 310.805 	 7.778 
 310.995 	 7.778 
 311.180 	 7.774 
 311.370 	 7.778 
 311.555 	 7.774 
 311.745 	 7.782 
 311.935 	 7.774 
 312.120 	 7.778 
 312.310 	 7.773 
 312.495 	 7.773 
 312.685 	 7.769 
 312.875 	 7.773 
 313.060 	 7.764 
 313.250 	 7.768 
 313.435 	 7.772 
 313.625 	 7.765 
 313.815 	 7.763 
 314.000 	 7.759 
 314.190 	 7.759 
 314.375 	 7.763 
 314.565 	 7.763 
 314.755 	 7.759 
 314.940 	 7.763 
 315.130 	 7.759 
 315.315 	 7.758 
 315.505 	 7.754 
 315.695 	 7.750 
 315.880 	 7.752 
 316.070 	 7.754 
 316.255 	 7.754 
 316.445 	 7.754 
 316.635 	 7.754 
 316.820 	 7.754 
 317.010 	 7.747 
 317.195 	 7.747 
 317.385 	 7.746 
 317.575 	 7.741 
 317.760 	 7.743 
 317.950 	 7.744 
 318.135 	 7.747 
 318.325 	 7.749 
 318.515 	 7.749 
 318.700 	 7.745 
 318.890 	 7.747 
 319.075 	 7.743 
 319.265 	 7.739 
 319.455 	 7.736 
 319.640 	 7.734 
 319.830 	 7.737 
 320.015 	 7.742 
 320.205 	 7.747 
 320.395 	 7.749 
 320.580 	 7.746 
 320.770 	 7.740 
 320.955 	 7.743 
 321.145 	 7.748 
 321.335 	 7.746 
 321.520 	 7.747 
 321.710 	 7.753 
 321.895 	 7.757 
 322.085 	 7.759 
 322.275 	 7.759 
 322.460 	 7.755 
 322.650 	 7.757 
 322.835 	 7.759 
 323.025 	 7.759 
 323.215 	 7.759 
 323.400 	 7.756 
 323.590 	 7.757 
 323.775 	 7.761 
 323.965 	 7.764 
 324.155 	 7.764 
 324.340 	 7.764 
 324.530 	 7.764 
 324.715 	 7.767 
 324.905 	 7.769 
 325.095 	 7.766 
 325.280 	 7.764 
 325.470 	 7.767 
 325.655 	 7.772 
 325.845 	 7.770 
 326.035 	 7.769 
 326.220 	 7.769 
 326.410 	 7.772 
 326.595 	 7.770 
 326.785 	 7.772 
 326.975 	 7.773 
 327.160 	 7.770 
 327.350 	 7.773 
 327.535 	 7.778 
 327.725 	 7.769 
 327.915 	 7.775 
 328.100 	 7.768 
 328.290 	 7.767 
 328.475 	 7.772 
 328.665 	 7.773 
 328.855 	 7.773 
 329.040 	 7.773 
 329.230 	 7.778 
 329.415 	 7.778 
 329.605 	 7.778 
 329.795 	 7.775 
 329.980 	 7.773 
 330.170 	 7.769 
 330.355 	 7.772 
 330.545 	 7.777 
 330.735 	 7.778 
 330.920 	 7.778 
 331.110 	 7.774 
 331.295 	 7.773 
 331.485 	 7.773 
 331.675 	 7.769 
 331.860 	 7.778 
 332.050 	 7.778 
 332.235 	 7.783 
 332.425 	 7.783 
 332.615 	 7.780 
 332.800 	 7.778 
 332.990 	 7.778 
 333.175 	 7.778 
 333.365 	 7.775 
 333.555 	 7.777 
 333.740 	 7.778 
 333.930 	 7.778 
 334.115 	 7.778 
 334.305 	 7.774 
 334.495 	 7.778 
 334.680 	 7.775 
 334.870 	 7.770 
 335.055 	 7.775 
 335.245 	 7.774 
 335.435 	 7.773 
 335.620 	 7.773 
 335.810 	 7.773 
 335.995 	 7.773 
 336.185 	 7.773 
 336.375 	 7.773 
 336.560 	 7.770 
 336.750 	 7.769 
 336.935 	 7.769 
 337.125 	 7.769 
 337.315 	 7.772 
 337.500 	 7.773 
 337.690 	 7.773 
 337.875 	 7.773 
 338.065 	 7.773 
 338.255 	 7.769 
 338.440 	 7.777 
 338.630 	 7.773 
 338.815 	 7.774 
 339.005 	 7.781 
 339.195 	 7.783 
 339.380 	 7.783 
 339.570 	 7.783 
 339.755 	 7.786 
 339.945 	 7.788 
 340.135 	 7.788 
 340.320 	 7.788 
 340.510 	 7.792 
 340.695 	 7.798 
 340.885 	 7.795 
 341.075 	 7.793 
 341.260 	 7.793 
 341.450 	 7.786 
 341.635 	 7.787 
 341.825 	 7.780 
 342.015 	 7.781 
 342.200 	 7.783 
 342.390 	 7.793 
 342.575 	 7.798 
 342.765 	 7.798 
 342.955 	 7.788 
 343.140 	 7.788 
 343.330 	 7.775 
 343.515 	 7.773 
 343.705 	 7.769 
 343.895 	 7.769 
 344.080 	 7.769 
 344.270 	 7.768 
 344.455 	 7.765 
 344.645 	 7.768 
 344.835 	 7.769 
 345.020 	 7.765 
 345.210 	 7.764 
 345.395 	 7.764 
 345.585 	 7.764 
 345.775 	 7.764 
 345.960 	 7.768 
 346.150 	 7.773 
 346.335 	 7.769 
 346.525 	 7.769 
 346.715 	 7.763 
 346.900 	 7.759 
 347.090 	 7.764 
 347.275 	 7.759 
 347.465 	 7.764 
 347.655 	 7.764 
 347.840 	 7.759 
 348.030 	 7.759 
 348.215 	 7.751 
 348.405 	 7.758 
 348.595 	 7.754 
 348.780 	 7.753 
 348.970 	 7.748 
 349.155 	 7.744 
 349.345 	 7.744 
 349.535 	 7.744 
 349.720 	 7.749 
 349.910 	 7.750 
 350.095 	 7.754 
 350.285 	 7.753 
 350.475 	 7.744 
 350.660 	 7.749 
 350.850 	 7.748 
 351.035 	 7.744 
 351.225 	 7.745 
 351.415 	 7.749 
 351.600 	 7.749 
 351.790 	 7.749 
 351.975 	 7.754 
 352.165 	 7.754 
 352.355 	 7.748 
 352.540 	 7.745 
 352.730 	 7.749 
 352.915 	 7.754 
 353.105 	 7.754 
 353.295 	 7.759 
 353.480 	 7.759 
 353.670 	 7.755 
 353.855 	 7.759 
 354.045 	 7.754 
 354.235 	 7.758 
 354.420 	 7.764 
 354.610 	 7.763 
 354.795 	 7.759 
 354.985 	 7.768 
 355.175 	 7.764 
 355.360 	 7.769 
 355.550 	 7.768 
 355.735 	 7.765 
 355.925 	 7.769 
 356.115 	 7.773 
 356.300 	 7.773 
 356.490 	 7.773 
 356.675 	 7.773 
 356.865 	 7.773 
 357.055 	 7.770 
 357.240 	 7.773 
 357.430 	 7.772 
 357.615 	 7.769 
 357.805 	 7.769 
 357.995 	 7.769 
 358.180 	 7.770 
 358.370 	 7.773 
 358.555 	 7.773 
 358.745 	 7.773 
 358.935 	 7.766 
 359.120 	 7.773 
 359.310 	 7.768 
 359.495 	 7.764 
 359.685 	 7.759 
 359.875 	 7.764 
 360.060 	 7.760 
 360.250 	 7.764 
 360.435 	 7.773 
 360.625 	 7.773 
 360.815 	 7.775 
 361.000 	 7.777 
 361.190 	 7.764 
 361.375 	 7.764 
 361.565 	 7.764 
 361.755 	 7.761 
 361.940 	 7.754 
 362.130 	 7.754 
 362.315 	 7.759 
 362.505 	 7.760 
 362.695 	 7.763 
 362.880 	 7.759 
 363.070 	 7.760 
 363.255 	 7.763 
 363.445 	 7.754 
 363.635 	 7.759 
 363.820 	 7.759 
 364.010 	 7.759 
 364.195 	 7.759 
 364.385 	 7.758 
 364.575 	 7.750 
 364.760 	 7.755 
 364.950 	 7.756 
 365.135 	 7.750 
 365.325 	 7.758 
 365.515 	 7.754 
 365.700 	 7.754 
 365.890 	 7.754 
 366.075 	 7.754 
 366.265 	 7.753 
 366.455 	 7.750 
 366.640 	 7.754 
 366.830 	 7.755 
 367.015 	 7.758 
 367.205 	 7.754 
 367.395 	 7.754 
 367.580 	 7.753 
 367.770 	 7.749 
 367.955 	 7.755 
 368.145 	 7.758 
 368.335 	 7.754 
 368.520 	 7.753 
 368.710 	 7.743 
 368.895 	 7.741 
 369.085 	 7.749 
 369.275 	 7.748 
 369.460 	 7.746 
 369.650 	 7.754 
 369.835 	 7.749 
 370.025 	 7.749 
 370.215 	 7.744 
 370.400 	 7.744 
 370.590 	 7.744 
 370.775 	 7.744 
 370.965 	 7.744 
 371.155 	 7.744 
 371.340 	 7.744 
 371.530 	 7.744 
 371.715 	 7.743 
 371.905 	 7.740 
 372.095 	 7.744 
 372.280 	 7.743 
 372.470 	 7.739 
 372.655 	 7.739 
 372.845 	 7.738 
 373.035 	 7.732 
 373.220 	 7.725 
 373.410 	 7.729 
 373.595 	 7.731 
 373.785 	 7.734 
 373.975 	 7.729 
 374.160 	 7.729 
 374.350 	 7.725 
 374.535 	 7.727 
 374.725 	 7.734 
 374.915 	 7.733 
 375.100 	 7.729 
 375.290 	 7.730 
 375.475 	 7.733 
 375.665 	 7.729 
 375.855 	 7.725 
 376.040 	 7.725 
 376.230 	 7.725 
 376.415 	 7.724 
 376.605 	 7.723 
 376.795 	 7.728 
 376.980 	 7.726 
 377.170 	 7.729 
 377.355 	 7.731 
 377.545 	 7.739 
 377.735 	 7.739 
 377.920 	 7.739 
 378.110 	 7.738 
 378.295 	 7.733 
 378.485 	 7.730 
 378.675 	 7.734 
 378.860 	 7.734 
 379.050 	 7.739 
 379.235 	 7.739 
 379.425 	 7.739 
 379.615 	 7.739 
 379.800 	 7.738 
 379.990 	 7.736 
 380.175 	 7.738 
 380.365 	 7.734 
 380.555 	 7.730 
 380.740 	 7.734 
 380.930 	 7.736 
 381.115 	 7.738 
 381.305 	 7.734 
 381.495 	 7.734 
 381.680 	 7.734 
 381.870 	 7.734 
 382.055 	 7.734 
 382.245 	 7.733 
 382.435 	 7.729 
 382.620 	 7.731 
 382.810 	 7.734 
 382.995 	 7.736 
 383.185 	 7.738 
 383.375 	 7.734 
 383.560 	 7.733 
 383.750 	 7.729 
 383.935 	 7.727 
 384.125 	 7.734 
 384.315 	 7.734 
 384.500 	 7.735 
 384.690 	 7.739 
 384.875 	 7.739 
 385.065 	 7.739 
 385.255 	 7.738 
 385.440 	 7.737 
 385.630 	 7.746 
 385.815 	 7.748 
 386.005 	 7.745 
 386.195 	 7.749 
 386.380 	 7.749 
 386.570 	 7.749 
 386.755 	 7.748 
 386.945 	 7.745 
 387.135 	 7.748 
 387.320 	 7.745 
 387.510 	 7.749 
 387.695 	 7.748 
 387.885 	 7.745 
 388.075 	 7.749 
 388.260 	 7.748 
 388.450 	 7.747 
 388.635 	 7.754 
 388.825 	 7.754 
 389.015 	 7.753 
 389.200 	 7.749 
 389.390 	 7.748 
 389.575 	 7.746 
 389.765 	 7.748 
 389.955 	 7.746 
 390.140 	 7.748 
 390.330 	 7.744 
 390.515 	 7.743 
 390.705 	 7.741 
 390.895 	 7.745 
 391.080 	 7.749 
 391.270 	 7.749 
 391.455 	 7.749 
 391.645 	 7.748 
 391.835 	 7.744 
 392.020 	 7.742 
 392.210 	 7.739 
 392.395 	 7.739 
 392.585 	 7.739 
 392.775 	 7.741 
 392.960 	 7.743 
 393.150 	 7.741 
 393.335 	 7.742 
 393.525 	 7.736 
 393.715 	 7.741 
 393.900 	 7.743 
 394.090 	 7.741 
 394.275 	 7.742 
 394.465 	 7.734 
 394.655 	 7.734 
 394.840 	 7.736 
 395.030 	 7.739 
 395.215 	 7.739 
 395.405 	 7.739 
 395.595 	 7.739 
 395.780 	 7.738 
 395.970 	 7.731 
 396.155 	 7.725 
 396.345 	 7.726 
 396.535 	 7.728 
 396.720 	 7.725 
 396.910 	 7.725 
 397.095 	 7.722 
 397.285 	 7.717 
 397.475 	 7.721 
 397.660 	 7.725 
 397.850 	 7.723 
 398.035 	 7.723 
 398.225 	 7.728 
 398.415 	 7.725 
 398.600 	 7.725 
 398.790 	 7.725 
 398.975 	 7.723 
 399.165 	 7.723 
 399.355 	 7.731 
 399.540 	 7.734 
 399.730 	 7.732 
 399.915 	 7.726 
 400.105 	 7.727 
 400.295 	 7.721 
 400.480 	 7.725 
 400.670 	 7.723 
 400.855 	 7.720 
 401.045 	 7.718 
 401.235 	 7.715 
 401.420 	 7.715 
 401.610 	 7.714 
 401.795 	 7.710 
 401.985 	 7.708 
 402.175 	 7.701 
 402.360 	 7.701 
 402.550 	 7.710 
 402.735 	 7.710 
 402.925 	 7.709 
 403.115 	 7.700 
 403.300 	 7.692 
 403.490 	 7.695 
 403.675 	 7.698 
 403.865 	 7.705 
 404.055 	 7.703 
 404.240 	 7.702 
 404.430 	 7.703 
 404.615 	 7.700 
 404.805 	 7.702 
 404.995 	 7.705 
 405.180 	 7.704 
 405.370 	 7.700 
 405.555 	 7.700 
 405.745 	 7.701 
 405.935 	 7.705 
 406.120 	 7.707 
 406.310 	 7.712 
 406.495 	 7.716 
 406.685 	 7.718 
 406.875 	 7.715 
 407.060 	 7.715 
 407.250 	 7.715 
 407.435 	 7.715 
 407.625 	 7.716 
 407.815 	 7.721 
 408.000 	 7.725 
 408.190 	 7.725 
 408.375 	 7.725 
 408.565 	 7.723 
 408.755 	 7.725 
 408.940 	 7.731 
 409.130 	 7.727 
 409.315 	 7.734 
 409.505 	 7.733 
 409.695 	 7.729 
 409.880 	 7.728 
 410.070 	 7.725 
 410.255 	 7.725 
 410.445 	 7.725 
 410.635 	 7.723 
 410.820 	 7.722 
 411.010 	 7.725 
 411.195 	 7.725 
 411.385 	 7.725 
 411.575 	 7.725 
 411.760 	 7.725 
 411.950 	 7.723 
 412.135 	 7.720 
 412.325 	 7.720 
 412.515 	 7.721 
 412.700 	 7.725 
 412.890 	 7.725 
 413.075 	 7.725 
 413.265 	 7.725 
 413.455 	 7.723 
 413.640 	 7.720 
 413.830 	 7.720 
 414.015 	 7.720 
 414.205 	 7.716 
 414.395 	 7.713 
 414.580 	 7.720 
 414.770 	 7.720 
 414.955 	 7.720 
 415.145 	 7.717 
 415.335 	 7.712 
 415.520 	 7.713 
 415.710 	 7.712 
 415.895 	 7.715 
 416.085 	 7.715 
 416.275 	 7.713 
 416.460 	 7.707 
 416.650 	 7.702 
 416.835 	 7.703 
 417.025 	 7.698 
 417.215 	 7.695 
 417.400 	 7.694 
 417.590 	 7.690 
 417.775 	 7.692 
 417.965 	 7.697 
 418.155 	 7.698 
 418.340 	 7.695 
 418.530 	 7.697 
 418.715 	 7.700 
 418.905 	 7.700 
 419.095 	 7.700 
 419.280 	 7.700 
 419.470 	 7.704 
 419.655 	 7.706 
 419.845 	 7.702 
 420.035 	 7.703 
 420.220 	 7.697 
 420.410 	 7.688 
 420.595 	 7.687 
 420.785 	 7.688 
 420.975 	 7.686 
 421.160 	 7.683 
 421.350 	 7.681 
 421.535 	 7.681 
 421.725 	 7.681 
 421.915 	 7.679 
 422.100 	 7.678 
 422.290 	 7.681 
 422.475 	 7.681 
 422.665 	 7.681 
 422.855 	 7.681 
 423.040 	 7.681 
 423.230 	 7.681 
 423.415 	 7.681 
 423.605 	 7.681 
 423.795 	 7.681 
 423.980 	 7.681 
 424.170 	 7.681 
 424.355 	 7.679 
 424.545 	 7.676 
 424.735 	 7.676 
 424.920 	 7.679 
 425.110 	 7.687 
 425.295 	 7.690 
 425.485 	 7.690 
 425.675 	 7.690 
 425.860 	 7.689 
 426.050 	 7.689 
 426.235 	 7.694 
 426.425 	 7.694 
 426.615 	 7.702 
 426.800 	 7.707 
 426.990 	 7.710 
 427.175 	 7.712 
 427.365 	 7.715 
 427.555 	 7.713 
 427.740 	 7.712 
 427.930 	 7.715 
 428.115 	 7.717 
 428.305 	 7.720 
 428.495 	 7.718 
 428.680 	 7.717 
 428.870 	 7.720 
 429.055 	 7.722 
 429.245 	 7.725 
 429.435 	 7.725 
 429.620 	 7.725 
 429.810 	 7.725 
 429.995 	 7.727 
 430.185 	 7.727 
 430.375 	 7.728 
 430.560 	 7.733 
 430.750 	 7.729 
 430.935 	 7.732 
 431.125 	 7.734 
 431.315 	 7.734 
 431.500 	 7.733 
 431.690 	 7.731 
 431.875 	 7.734 
 432.065 	 7.734 
 432.255 	 7.734 
 432.440 	 7.734 
 432.630 	 7.734 
 432.815 	 7.734 
 433.005 	 7.732 
 433.195 	 7.734 
 433.380 	 7.737 
 433.570 	 7.734 
 433.755 	 7.732 
 433.945 	 7.732 
 434.135 	 7.734 
 434.320 	 7.737 
 434.510 	 7.739 
 434.695 	 7.739 
 434.885 	 7.737 
 435.075 	 7.734 
 435.260 	 7.736 
 435.450 	 7.737 
 435.635 	 7.734 
