x Distance [mm]	Height [cm]
 19.030 	 9.617 
 19.215 	 9.617 
 19.405 	 9.617 
 19.595 	 9.616 
 19.780 	 9.616 
 19.970 	 9.616 
 20.155 	 9.615 
 20.345 	 9.615 
 20.535 	 9.614 
 20.720 	 9.614 
 20.910 	 9.614 
 21.095 	 9.614 
 21.285 	 9.614 
 21.475 	 9.623 
 21.660 	 9.619 
 21.850 	 9.619 
 22.035 	 9.617 
 22.225 	 9.615 
 22.415 	 9.618 
 22.600 	 7.542 
 22.790 	 7.508 
 22.975 	 7.551 
 23.165 	 7.650 
 23.355 	 7.717 
 23.540 	 7.745 
 23.730 	 7.773 
 23.915 	 7.819 
 24.105 	 7.856 
 24.295 	 7.875 
 24.480 	 7.925 
 24.670 	 7.956 
 24.855 	 7.974 
 25.045 	 7.983 
 25.235 	 7.982 
 25.420 	 7.981 
 25.610 	 7.979 
 25.795 	 7.942 
 25.985 	 7.900 
 26.175 	 7.855 
 26.360 	 7.817 
 26.550 	 7.799 
 26.735 	 7.791 
 26.925 	 7.770 
 27.115 	 7.740 
 27.300 	 7.719 
 27.490 	 7.714 
 27.675 	 7.709 
 27.865 	 7.696 
 28.055 	 7.676 
 28.240 	 7.676 
 28.430 	 7.676 
 28.615 	 7.676 
 28.805 	 7.676 
 28.995 	 7.676 
 29.180 	 7.676 
 29.370 	 7.686 
 29.555 	 7.700 
 29.745 	 7.700 
 29.935 	 7.700 
 30.120 	 7.703 
 30.310 	 7.701 
 30.495 	 7.705 
 30.685 	 7.710 
 30.875 	 7.710 
 31.060 	 7.713 
 31.250 	 7.715 
 31.435 	 7.719 
 31.625 	 7.720 
 31.815 	 7.720 
 32.000 	 7.720 
 32.190 	 7.720 
 32.375 	 7.724 
 32.565 	 7.725 
 32.755 	 7.725 
 32.940 	 7.715 
 33.130 	 7.723 
 33.315 	 7.725 
 33.505 	 7.728 
 33.695 	 7.725 
 33.880 	 7.725 
 34.070 	 7.720 
 34.255 	 7.724 
 34.445 	 7.720 
 34.635 	 7.725 
 34.820 	 7.725 
 35.010 	 7.725 
 35.195 	 7.725 
 35.385 	 7.725 
 35.575 	 7.729 
 35.760 	 7.720 
 35.950 	 7.728 
 36.135 	 7.729 
 36.325 	 7.725 
 36.515 	 7.734 
 36.700 	 7.730 
 36.890 	 7.734 
 37.075 	 7.730 
 37.265 	 7.734 
 37.455 	 7.730 
 37.640 	 7.734 
 37.830 	 7.730 
 38.015 	 7.725 
 38.205 	 7.729 
 38.395 	 7.734 
 38.580 	 7.734 
 38.770 	 7.734 
 38.955 	 7.734 
 39.145 	 7.734 
 39.335 	 7.734 
 39.520 	 7.734 
 39.710 	 7.734 
 39.895 	 7.730 
 40.085 	 7.729 
 40.275 	 7.725 
 40.460 	 7.710 
 40.650 	 7.706 
 40.835 	 7.700 
 41.025 	 7.700 
 41.215 	 7.695 
 41.400 	 7.691 
 41.590 	 7.686 
 41.775 	 7.676 
 41.965 	 7.668 
 42.155 	 7.662 
 42.340 	 7.661 
 42.530 	 7.661 
 42.715 	 7.661 
 42.905 	 7.656 
 43.095 	 7.661 
 43.280 	 7.661 
 43.470 	 7.661 
 43.655 	 7.661 
 43.845 	 7.657 
 44.035 	 7.660 
 44.220 	 7.670 
 44.410 	 7.675 
 44.595 	 7.686 
 44.785 	 7.690 
 44.975 	 7.703 
 45.160 	 7.710 
 45.350 	 7.714 
 45.535 	 7.727 
 45.725 	 7.734 
 45.915 	 7.739 
 46.100 	 7.731 
 46.290 	 7.749 
 46.475 	 7.749 
 46.665 	 7.753 
 46.855 	 7.754 
 47.040 	 7.749 
 47.230 	 7.754 
 47.415 	 7.750 
 47.605 	 7.740 
 47.795 	 7.743 
 47.980 	 7.739 
 48.170 	 7.739 
 48.355 	 7.735 
 48.545 	 7.739 
 48.735 	 7.744 
 48.920 	 7.735 
 49.110 	 7.735 
 49.295 	 7.739 
 49.485 	 7.744 
 49.675 	 7.744 
 49.860 	 7.744 
 50.050 	 7.744 
 50.235 	 7.740 
 50.425 	 7.748 
 50.615 	 7.753 
 50.800 	 7.745 
 50.990 	 7.749 
 51.175 	 7.744 
 51.365 	 7.753 
 51.555 	 7.754 
 51.740 	 7.758 
 51.930 	 7.758 
 52.115 	 7.754 
 52.305 	 7.754 
 52.495 	 7.754 
 52.680 	 7.755 
 52.870 	 7.764 
 53.055 	 7.764 
 53.245 	 7.764 
 53.435 	 7.758 
 53.620 	 7.754 
 53.810 	 7.759 
 53.995 	 7.759 
 54.185 	 7.759 
 54.375 	 7.759 
 54.560 	 7.768 
 54.750 	 7.767 
 54.935 	 7.755 
 55.125 	 7.764 
 55.315 	 7.768 
 55.500 	 7.773 
 55.690 	 7.773 
 55.875 	 7.765 
 56.065 	 7.773 
 56.255 	 7.769 
 56.440 	 7.769 
 56.630 	 7.769 
 56.815 	 7.768 
 57.005 	 7.764 
 57.195 	 7.779 
 57.380 	 7.783 
 57.570 	 7.789 
 57.755 	 7.792 
 57.945 	 7.793 
 58.135 	 7.788 
 58.320 	 7.784 
 58.510 	 7.794 
 58.695 	 7.797 
 58.885 	 7.807 
 59.075 	 7.803 
 59.260 	 7.807 
 59.450 	 7.803 
 59.635 	 7.798 
 59.825 	 7.793 
 60.015 	 7.788 
 60.200 	 7.788 
 60.390 	 7.788 
 60.575 	 7.784 
 60.765 	 7.784 
 60.955 	 7.792 
 61.140 	 7.797 
 61.330 	 7.793 
 61.515 	 7.797 
 61.705 	 7.793 
 61.895 	 7.798 
 62.080 	 7.798 
 62.270 	 7.798 
 62.455 	 7.798 
 62.645 	 7.802 
 62.835 	 7.798 
 63.020 	 7.798 
 63.210 	 7.803 
 63.395 	 7.803 
 63.585 	 7.803 
 63.775 	 7.802 
 63.960 	 7.798 
 64.150 	 7.807 
 64.335 	 7.808 
 64.525 	 7.813 
 64.715 	 7.817 
 64.900 	 7.813 
 65.090 	 7.817 
 65.275 	 7.822 
 65.465 	 7.817 
 65.655 	 7.813 
 65.840 	 7.827 
 66.030 	 7.821 
 66.215 	 7.813 
 66.405 	 7.800 
 66.595 	 7.821 
 66.780 	 7.832 
 66.970 	 7.832 
 67.155 	 7.832 
 67.345 	 7.827 
 67.535 	 7.818 
 67.720 	 7.826 
 67.910 	 7.822 
 68.095 	 7.827 
 68.285 	 7.827 
 68.475 	 7.832 
 68.660 	 7.827 
 68.850 	 7.827 
 69.035 	 7.822 
 69.225 	 7.817 
 69.415 	 7.813 
 69.600 	 7.823 
 69.790 	 7.827 
 69.975 	 7.822 
 70.165 	 7.822 
 70.355 	 7.837 
 70.540 	 7.837 
 70.730 	 7.833 
 70.915 	 7.841 
 71.105 	 7.837 
 71.295 	 7.846 
 71.480 	 7.850 
 71.670 	 7.842 
 71.855 	 7.831 
 72.045 	 7.828 
 72.235 	 7.842 
 72.420 	 7.852 
 72.610 	 7.852 
 72.795 	 7.874 
 72.985 	 7.863 
 73.175 	 7.860 
 73.360 	 7.852 
 73.550 	 7.852 
 73.735 	 7.847 
 73.925 	 7.851 
 74.115 	 7.846 
 74.300 	 7.842 
 74.490 	 7.843 
 74.675 	 7.847 
 74.865 	 7.847 
 75.055 	 7.852 
 75.240 	 7.856 
 75.430 	 7.857 
 75.615 	 7.862 
 75.805 	 7.866 
 75.995 	 7.865 
 76.180 	 7.861 
 76.370 	 7.852 
 76.555 	 7.856 
 76.745 	 7.857 
 76.935 	 7.861 
 77.120 	 7.862 
 77.310 	 7.866 
 77.495 	 7.862 
 77.685 	 7.866 
 77.875 	 7.862 
 78.060 	 7.866 
 78.250 	 7.862 
 78.435 	 7.866 
 78.625 	 7.872 
 78.815 	 7.876 
 79.000 	 7.876 
 79.190 	 7.876 
 79.375 	 7.867 
 79.565 	 7.871 
 79.755 	 7.866 
 79.940 	 7.866 
 80.130 	 7.876 
 80.315 	 7.876 
 80.505 	 7.871 
 80.695 	 7.877 
 80.880 	 7.884 
 81.070 	 7.876 
 81.255 	 7.881 
 81.445 	 7.881 
 81.635 	 7.881 
 81.820 	 7.886 
 82.010 	 7.886 
 82.195 	 7.885 
 82.385 	 7.881 
 82.575 	 7.885 
 82.760 	 7.880 
 82.950 	 7.876 
 83.135 	 7.882 
 83.325 	 7.886 
 83.515 	 7.896 
 83.700 	 7.895 
 83.890 	 7.886 
 84.075 	 7.886 
 84.265 	 7.891 
 84.455 	 7.891 
 84.640 	 7.891 
 84.830 	 7.891 
 85.015 	 7.896 
 85.205 	 7.896 
 85.395 	 7.896 
 85.580 	 7.895 
 85.770 	 7.891 
 85.955 	 7.889 
 86.145 	 7.885 
 86.335 	 7.899 
 86.520 	 7.895 
 86.710 	 7.890 
 86.895 	 7.886 
 87.085 	 7.895 
 87.275 	 7.891 
 87.460 	 7.891 
 87.650 	 7.895 
 87.835 	 7.891 
 88.025 	 7.900 
 88.215 	 7.900 
 88.400 	 7.905 
 88.590 	 7.900 
 88.775 	 7.900 
 88.965 	 7.900 
 89.155 	 7.901 
 89.340 	 7.910 
 89.530 	 7.910 
 89.715 	 7.904 
 89.905 	 7.901 
 90.095 	 7.909 
 90.280 	 7.905 
 90.470 	 7.905 
 90.655 	 7.906 
 90.845 	 7.909 
 91.035 	 7.905 
 91.220 	 7.898 
 91.410 	 7.905 
 91.595 	 7.905 
 91.785 	 7.906 
 91.975 	 7.910 
 92.160 	 7.911 
 92.350 	 7.921 
 92.535 	 7.925 
 92.725 	 7.919 
 92.915 	 7.916 
 93.100 	 7.920 
 93.290 	 7.920 
 93.475 	 7.923 
 93.665 	 7.916 
 93.855 	 7.920 
 94.040 	 7.921 
 94.230 	 7.924 
 94.415 	 7.919 
 94.605 	 7.916 
 94.795 	 7.920 
 94.980 	 7.925 
 95.170 	 7.925 
 95.355 	 7.921 
 95.545 	 7.924 
 95.735 	 7.921 
 95.920 	 7.925 
 96.110 	 7.923 
 96.295 	 7.921 
 96.485 	 7.925 
 96.675 	 7.929 
 96.860 	 7.925 
 97.050 	 7.925 
 97.235 	 7.926 
 97.425 	 7.930 
 97.615 	 7.931 
 97.800 	 7.934 
 97.990 	 7.931 
 98.175 	 7.935 
 98.365 	 7.935 
 98.555 	 7.935 
 98.740 	 7.933 
 98.930 	 7.931 
 99.115 	 7.936 
 99.305 	 7.946 
 99.495 	 7.948 
 99.680 	 7.939 
 99.870 	 7.940 
 100.055 	 7.949 
 100.245 	 7.949 
 100.435 	 7.949 
 100.620 	 7.950 
 100.810 	 7.959 
 100.995 	 7.959 
 101.185 	 7.959 
 101.375 	 7.960 
 101.560 	 7.963 
 101.750 	 7.960 
 101.935 	 7.966 
 102.125 	 7.974 
 102.315 	 7.972 
 102.500 	 7.969 
 102.690 	 7.969 
 102.875 	 7.971 
 103.065 	 7.979 
 103.255 	 7.984 
 103.440 	 7.989 
 103.630 	 7.994 
 103.815 	 7.998 
 104.005 	 7.996 
 104.195 	 7.981 
 104.380 	 7.974 
 104.570 	 7.973 
 104.755 	 7.969 
 104.945 	 7.973 
 105.135 	 7.971 
 105.320 	 7.979 
 105.510 	 7.978 
 105.695 	 7.972 
 105.885 	 7.968 
 106.075 	 7.964 
 106.260 	 7.965 
 106.450 	 7.969 
 106.635 	 7.974 
 106.825 	 7.974 
 107.015 	 7.971 
 107.200 	 7.965 
 107.390 	 7.970 
 107.575 	 7.974 
 107.765 	 7.979 
 107.955 	 7.979 
 108.140 	 7.980 
 108.330 	 7.983 
 108.515 	 7.983 
 108.705 	 7.977 
 108.895 	 7.973 
 109.080 	 7.969 
 109.270 	 7.969 
 109.455 	 7.974 
 109.645 	 7.976 
 109.835 	 7.987 
 110.020 	 7.984 
 110.210 	 7.986 
 110.395 	 7.978 
 110.585 	 7.975 
 110.775 	 7.979 
 110.960 	 7.979 
 111.150 	 7.979 
 111.335 	 7.977 
 111.525 	 7.974 
 111.715 	 7.975 
 111.900 	 7.979 
 112.090 	 7.980 
 112.275 	 7.982 
 112.465 	 7.972 
 112.655 	 7.970 
 112.840 	 7.979 
 113.030 	 7.979 
 113.215 	 7.979 
 113.405 	 7.979 
 113.595 	 7.985 
 113.780 	 7.987 
 113.970 	 7.980 
 114.155 	 7.983 
 114.345 	 7.982 
 114.535 	 7.980 
 114.720 	 7.983 
 114.910 	 7.985 
 115.095 	 7.987 
 115.285 	 7.980 
 115.475 	 7.983 
 115.660 	 7.984 
 115.850 	 7.988 
 116.035 	 7.982 
 116.225 	 7.979 
 116.415 	 7.983 
 116.600 	 7.979 
 116.790 	 7.980 
 116.975 	 7.983 
 117.165 	 7.985 
 117.355 	 7.988 
 117.540 	 7.989 
 117.730 	 7.992 
 117.915 	 7.988 
 118.105 	 7.987 
 118.295 	 7.983 
 118.480 	 7.984 
 118.670 	 7.987 
 118.855 	 7.981 
 119.045 	 7.972 
 119.235 	 7.971 
 119.420 	 7.980 
 119.610 	 7.983 
 119.795 	 7.982 
 119.985 	 7.982 
 120.175 	 7.987 
 120.360 	 7.977 
 120.550 	 7.965 
 120.735 	 7.967 
 120.925 	 7.965 
 121.115 	 7.967 
 121.300 	 7.965 
 121.490 	 7.969 
 121.675 	 7.969 
 121.865 	 7.969 
 122.055 	 7.969 
 122.240 	 7.967 
 122.430 	 7.965 
 122.615 	 7.967 
 122.805 	 7.964 
 122.995 	 7.965 
 123.180 	 7.970 
 123.370 	 7.974 
 123.555 	 7.974 
 123.745 	 7.974 
 123.935 	 7.977 
 124.120 	 7.970 
 124.310 	 7.974 
 124.495 	 7.974 
 124.685 	 7.975 
 124.875 	 7.977 
 125.060 	 7.971 
 125.250 	 7.965 
 125.435 	 7.967 
 125.625 	 7.961 
 125.815 	 7.969 
 126.000 	 7.969 
 126.190 	 7.972 
 126.375 	 7.977 
 126.565 	 7.975 
 126.755 	 7.980 
 126.940 	 7.982 
 127.130 	 7.979 
 127.315 	 7.977 
 127.505 	 7.973 
 127.695 	 7.969 
 127.880 	 7.969 
 128.070 	 7.969 
 128.255 	 7.969 
 128.445 	 7.967 
 128.635 	 7.964 
 128.820 	 7.966 
 129.010 	 7.967 
 129.195 	 7.964 
 129.385 	 7.964 
 129.575 	 7.964 
 129.760 	 7.962 
 129.950 	 7.962 
 130.135 	 7.967 
 130.325 	 7.965 
 130.515 	 7.969 
 130.700 	 7.968 
 130.890 	 7.964 
 131.075 	 7.965 
 131.265 	 7.968 
 131.455 	 7.964 
 131.640 	 7.968 
 131.830 	 7.965 
 132.015 	 7.968 
 132.205 	 7.969 
 132.395 	 7.969 
 132.580 	 7.964 
 132.770 	 7.958 
 132.955 	 7.949 
 133.145 	 7.963 
 133.335 	 7.960 
 133.520 	 7.964 
 133.710 	 7.955 
 133.895 	 7.954 
 134.085 	 7.962 
 134.275 	 7.949 
 134.460 	 7.949 
 134.650 	 7.953 
 134.835 	 7.950 
 135.025 	 7.953 
 135.215 	 7.959 
 135.400 	 7.955 
 135.590 	 7.949 
 135.775 	 7.949 
 135.965 	 7.954 
 136.155 	 7.954 
 136.340 	 7.953 
 136.530 	 7.950 
 136.715 	 7.954 
 136.905 	 7.944 
 137.095 	 7.944 
 137.280 	 7.944 
 137.470 	 7.943 
 137.655 	 7.940 
 137.845 	 7.944 
 138.035 	 7.944 
 138.220 	 7.939 
 138.410 	 7.939 
 138.595 	 7.944 
 138.785 	 7.944 
 138.975 	 7.942 
 139.160 	 7.935 
 139.350 	 7.935 
 139.535 	 7.935 
 139.725 	 7.935 
 139.915 	 7.943 
 140.100 	 7.940 
 140.290 	 7.944 
 140.475 	 7.939 
 140.665 	 7.939 
 140.855 	 7.935 
 141.040 	 7.939 
 141.230 	 7.935 
 141.415 	 7.933 
 141.605 	 7.931 
 141.795 	 7.932 
 141.980 	 7.925 
 142.170 	 7.926 
 142.355 	 7.929 
 142.545 	 7.926 
 142.735 	 7.931 
 142.920 	 7.931 
 143.110 	 7.929 
 143.295 	 7.939 
 143.485 	 7.937 
 143.675 	 7.928 
 143.860 	 7.926 
 144.050 	 7.928 
 144.235 	 7.927 
 144.425 	 7.933 
 144.615 	 7.930 
 144.800 	 7.930 
 144.990 	 7.930 
 145.175 	 7.931 
 145.365 	 7.933 
 145.555 	 7.930 
 145.740 	 7.932 
 145.930 	 7.926 
 146.115 	 7.928 
 146.305 	 7.924 
 146.495 	 7.922 
 146.680 	 7.926 
 146.870 	 7.928 
 147.055 	 7.925 
 147.245 	 7.925 
 147.435 	 7.923 
 147.620 	 7.915 
 147.810 	 7.915 
 147.995 	 7.912 
 148.185 	 7.903 
 148.375 	 7.900 
 148.560 	 7.900 
 148.750 	 7.899 
 148.935 	 7.889 
 149.125 	 7.890 
 149.315 	 7.900 
 149.500 	 7.899 
 149.690 	 7.896 
 149.875 	 7.894 
 150.065 	 7.891 
 150.255 	 7.889 
 150.440 	 7.885 
 150.630 	 7.885 
 150.815 	 7.896 
 151.005 	 7.900 
 151.195 	 7.899 
 151.380 	 7.897 
 151.570 	 7.900 
 151.755 	 7.898 
 151.945 	 7.892 
 152.135 	 7.898 
 152.320 	 7.905 
 152.510 	 7.907 
 152.695 	 7.909 
 152.885 	 7.905 
 153.075 	 7.905 
 153.260 	 7.904 
 153.450 	 7.900 
 153.635 	 7.900 
 153.825 	 7.899 
 154.015 	 7.897 
 154.200 	 7.901 
 154.390 	 7.905 
 154.575 	 7.904 
 154.765 	 7.900 
 154.955 	 7.898 
 155.140 	 7.894 
 155.330 	 7.900 
 155.515 	 7.902 
 155.705 	 7.904 
 155.895 	 7.900 
 156.080 	 7.903 
 156.270 	 7.903 
 156.455 	 7.900 
 156.645 	 7.905 
 156.835 	 7.910 
 157.020 	 7.909 
 157.210 	 7.902 
 157.395 	 7.897 
 157.585 	 7.902 
 157.775 	 7.904 
 157.960 	 7.900 
 158.150 	 7.899 
 158.335 	 7.894 
 158.525 	 7.891 
 158.715 	 7.895 
 158.900 	 7.900 
 159.090 	 7.900 
 159.275 	 7.898 
 159.465 	 7.897 
 159.655 	 7.899 
 159.840 	 7.896 
 160.030 	 7.896 
 160.215 	 7.894 
 160.405 	 7.892 
 160.595 	 7.896 
 160.780 	 7.899 
 160.970 	 7.893 
 161.155 	 7.891 
 161.345 	 7.889 
 161.535 	 7.884 
 161.720 	 7.881 
 161.910 	 7.881 
 162.095 	 7.879 
 162.285 	 7.878 
 162.475 	 7.881 
 162.660 	 7.881 
 162.850 	 7.881 
 163.035 	 7.881 
 163.225 	 7.883 
 163.415 	 7.886 
 163.600 	 7.887 
 163.790 	 7.889 
 163.975 	 7.886 
 164.165 	 7.886 
 164.355 	 7.886 
 164.540 	 7.884 
 164.730 	 7.881 
 164.915 	 7.881 
 165.105 	 7.877 
 165.295 	 7.871 
 165.480 	 7.869 
 165.670 	 7.866 
 165.855 	 7.866 
 166.045 	 7.866 
 166.235 	 7.864 
 166.420 	 7.865 
 166.610 	 7.871 
 166.795 	 7.871 
 166.985 	 7.871 
 167.175 	 7.873 
 167.360 	 7.876 
 167.550 	 7.874 
 167.735 	 7.871 
 167.925 	 7.869 
 168.115 	 7.866 
 168.300 	 7.866 
 168.490 	 7.864 
 168.675 	 7.859 
 168.865 	 7.858 
 169.055 	 7.861 
 169.240 	 7.861 
 169.430 	 7.863 
 169.615 	 7.860 
 169.805 	 7.852 
 169.995 	 7.854 
 170.180 	 7.853 
 170.370 	 7.849 
 170.555 	 7.849 
 170.745 	 7.845 
 170.935 	 7.842 
 171.120 	 7.846 
 171.310 	 7.852 
 171.495 	 7.853 
 171.685 	 7.855 
 171.875 	 7.855 
 172.060 	 7.861 
 172.250 	 7.865 
 172.435 	 7.871 
 172.625 	 7.867 
 172.815 	 7.865 
 173.000 	 7.871 
 173.190 	 7.873 
 173.375 	 7.878 
 173.565 	 7.879 
 173.755 	 7.876 
 173.940 	 7.878 
 174.130 	 7.875 
 174.315 	 7.866 
 174.505 	 7.870 
 174.695 	 7.876 
 174.880 	 7.876 
 175.070 	 7.876 
 175.255 	 7.874 
 175.445 	 7.869 
 175.635 	 7.868 
 175.820 	 7.867 
 176.010 	 7.861 
 176.195 	 7.857 
 176.385 	 7.849 
 176.575 	 7.849 
 176.760 	 7.849 
 176.950 	 7.840 
 177.135 	 7.832 
 177.325 	 7.834 
 177.515 	 7.835 
 177.700 	 7.832 
 177.890 	 7.829 
 178.075 	 7.832 
 178.265 	 7.837 
 178.455 	 7.837 
 178.640 	 7.839 
 178.830 	 7.842 
 179.015 	 7.842 
 179.205 	 7.844 
 179.395 	 7.845 
 179.580 	 7.844 
 179.770 	 7.847 
 179.955 	 7.852 
 180.145 	 7.856 
 180.335 	 7.856 
 180.520 	 7.856 
 180.710 	 7.859 
 180.895 	 7.864 
 181.085 	 7.866 
 181.275 	 7.868 
 181.460 	 7.869 
 181.650 	 7.868 
 181.835 	 7.869 
 182.025 	 7.871 
 182.215 	 7.876 
 182.400 	 7.876 
 182.590 	 7.872 
 182.775 	 7.871 
 182.965 	 7.873 
 183.155 	 7.869 
 183.340 	 7.868 
 183.530 	 7.869 
 183.715 	 7.866 
 183.905 	 7.866 
 184.095 	 7.864 
 184.280 	 7.859 
 184.470 	 7.859 
 184.655 	 7.859 
 184.845 	 7.861 
 185.035 	 7.863 
 185.220 	 7.859 
 185.410 	 7.861 
 185.595 	 7.859 
 185.785 	 7.859 
 185.975 	 7.859 
 186.160 	 7.859 
 186.350 	 7.856 
 186.535 	 7.852 
 186.725 	 7.846 
 186.915 	 7.844 
 187.100 	 7.839 
 187.290 	 7.835 
 187.475 	 7.829 
 187.665 	 7.831 
 187.855 	 7.834 
 188.040 	 7.829 
 188.230 	 7.827 
 188.415 	 7.822 
 188.605 	 7.823 
 188.795 	 7.830 
 188.980 	 7.837 
 189.170 	 7.842 
 189.355 	 7.844 
 189.545 	 7.844 
 189.735 	 7.844 
 189.920 	 7.841 
 190.110 	 7.842 
 190.295 	 7.849 
 190.485 	 7.852 
 190.675 	 7.854 
 190.860 	 7.856 
 191.050 	 7.856 
 191.235 	 7.854 
 191.425 	 7.849 
 191.615 	 7.849 
 191.800 	 7.849 
 191.990 	 7.849 
 192.175 	 7.852 
 192.365 	 7.849 
 192.555 	 7.849 
 192.740 	 7.854 
 192.930 	 7.854 
 193.115 	 7.852 
 193.305 	 7.854 
 193.495 	 7.856 
 193.680 	 7.856 
 193.870 	 7.854 
 194.055 	 7.852 
 194.245 	 7.854 
 194.435 	 7.856 
 194.620 	 7.854 
 194.810 	 7.854 
 194.995 	 7.856 
 195.185 	 7.856 
 195.375 	 7.859 
 195.560 	 7.856 
 195.750 	 7.854 
 195.935 	 7.856 
 196.125 	 7.854 
 196.315 	 7.854 
 196.500 	 7.856 
 196.690 	 7.859 
 196.875 	 7.861 
 197.065 	 7.859 
 197.255 	 7.851 
 197.440 	 7.849 
 197.630 	 7.849 
 197.815 	 7.841 
 198.005 	 7.843 
 198.195 	 7.844 
 198.380 	 7.842 
 198.570 	 7.842 
 198.755 	 7.848 
 198.945 	 7.852 
 199.135 	 7.849 
 199.320 	 7.849 
 199.510 	 7.847 
 199.695 	 7.844 
 199.885 	 7.853 
 200.075 	 7.854 
 200.260 	 7.849 
 200.450 	 7.844 
 200.635 	 7.842 
 200.825 	 7.836 
 201.015 	 7.838 
 201.200 	 7.842 
 201.390 	 7.842 
 201.575 	 7.845 
 201.765 	 7.850 
 201.955 	 7.852 
 202.140 	 7.854 
 202.330 	 7.856 
 202.515 	 7.859 
 202.705 	 7.859 
 202.895 	 7.862 
 203.080 	 7.869 
 203.270 	 7.878 
 203.455 	 7.886 
 203.645 	 7.896 
 203.835 	 7.900 
 204.020 	 7.897 
 204.210 	 7.898 
 204.395 	 7.898 
 204.585 	 7.896 
 204.775 	 7.898 
 204.960 	 7.898 
 205.150 	 7.898 
 205.335 	 7.900 
 205.525 	 7.900 
 205.715 	 7.900 
 205.900 	 7.900 
 206.090 	 7.898 
 206.275 	 7.898 
 206.465 	 7.900 
 206.655 	 7.900 
 206.840 	 7.898 
 207.030 	 7.899 
 207.215 	 7.900 
 207.405 	 7.906 
 207.595 	 7.910 
 207.780 	 7.910 
 207.970 	 7.901 
 208.155 	 7.901 
 208.345 	 7.905 
 208.535 	 7.905 
 208.720 	 7.905 
 208.910 	 7.908 
 209.095 	 7.907 
 209.285 	 7.909 
 209.475 	 7.910 
 209.660 	 7.910 
 209.850 	 7.908 
 210.035 	 7.905 
 210.225 	 7.908 
 210.415 	 7.907 
 210.600 	 7.911 
 210.790 	 7.912 
 210.975 	 7.913 
 211.165 	 7.912 
 211.355 	 7.916 
 211.540 	 7.917 
 211.730 	 7.912 
 211.915 	 7.908 
 212.105 	 7.908 
 212.295 	 7.910 
 212.480 	 7.910 
 212.670 	 7.907 
 212.855 	 7.908 
 213.045 	 7.907 
 213.235 	 7.905 
 213.420 	 7.905 
 213.610 	 7.911 
 213.795 	 7.912 
 213.985 	 7.910 
 214.175 	 7.910 
 214.360 	 7.910 
 214.550 	 7.913 
 214.735 	 7.915 
 214.925 	 7.915 
 215.115 	 7.915 
 215.300 	 7.918 
 215.490 	 7.917 
 215.675 	 7.918 
 215.865 	 7.923 
 216.055 	 7.919 
 216.240 	 7.915 
 216.430 	 7.918 
 216.615 	 7.923 
