x Distance [mm]	Height [cm]
 216.535 	 7.168 
 216.725 	 7.168 
 216.915 	 7.178 
 217.100 	 7.178 
 217.290 	 7.173 
 217.475 	 7.168 
 217.665 	 7.168 
 217.855 	 7.163 
 218.040 	 7.163 
 218.230 	 7.163 
 218.415 	 7.159 
 218.605 	 7.163 
 218.795 	 7.168 
 218.980 	 7.168 
 219.170 	 7.159 
 219.355 	 7.163 
 219.545 	 7.163 
 219.735 	 7.159 
 219.920 	 7.163 
 220.110 	 7.158 
 220.295 	 7.158 
 220.485 	 7.163 
 220.675 	 7.168 
 220.860 	 7.163 
 221.050 	 7.164 
 221.235 	 7.168 
 221.425 	 7.168 
 221.615 	 7.168 
 221.800 	 7.163 
 221.990 	 7.154 
 222.175 	 7.158 
 222.365 	 7.158 
 222.555 	 7.154 
 222.740 	 7.153 
 222.930 	 7.153 
 223.115 	 7.139 
 223.305 	 7.143 
 223.495 	 7.139 
 223.680 	 7.139 
 223.870 	 7.133 
 224.055 	 7.129 
 224.245 	 7.139 
 224.435 	 7.139 
 224.620 	 7.139 
 224.810 	 7.138 
 224.995 	 7.134 
 225.185 	 7.123 
 225.375 	 7.119 
 225.560 	 7.123 
 225.750 	 7.119 
 225.935 	 7.118 
 226.125 	 7.115 
 226.315 	 7.118 
 226.500 	 7.114 
 226.690 	 7.114 
 226.875 	 7.114 
 227.065 	 7.109 
 227.255 	 7.119 
 227.440 	 7.119 
 227.630 	 7.119 
 227.815 	 7.114 
 228.005 	 7.114 
 228.195 	 7.114 
 228.380 	 7.119 
 228.570 	 7.114 
 228.755 	 7.114 
 228.945 	 7.115 
 229.135 	 7.119 
 229.320 	 7.119 
 229.510 	 7.120 
 229.695 	 7.124 
 229.885 	 7.119 
 230.075 	 7.119 
 230.260 	 7.124 
 230.450 	 7.119 
 230.635 	 7.124 
 230.825 	 7.119 
 231.015 	 7.124 
 231.200 	 7.124 
 231.390 	 7.128 
 231.575 	 7.120 
 231.765 	 7.124 
 231.955 	 7.119 
 232.140 	 7.128 
 232.330 	 7.124 
 232.515 	 7.119 
 232.705 	 7.114 
 232.895 	 7.105 
 233.080 	 7.109 
 233.270 	 7.111 
 233.455 	 7.119 
 233.645 	 7.118 
 233.835 	 7.110 
 234.020 	 7.120 
 234.210 	 7.124 
 234.395 	 7.118 
 234.585 	 7.110 
 234.775 	 7.119 
 234.960 	 7.119 
 235.150 	 7.109 
 235.335 	 7.105 
 235.525 	 7.110 
 235.715 	 7.113 
 235.900 	 7.109 
 236.090 	 7.114 
 236.275 	 7.114 
 236.465 	 7.111 
 236.655 	 7.119 
 236.840 	 7.110 
 237.030 	 7.114 
 237.215 	 7.115 
 237.405 	 7.119 
 237.595 	 7.114 
 237.780 	 7.114 
 237.970 	 7.100 
 238.155 	 7.104 
 238.345 	 7.104 
 238.535 	 7.102 
 238.720 	 7.109 
 238.910 	 7.100 
 239.095 	 7.100 
 239.285 	 7.104 
 239.475 	 7.104 
 239.660 	 7.104 
 239.850 	 7.104 
 240.035 	 7.104 
 240.225 	 7.104 
 240.415 	 7.104 
 240.600 	 7.104 
 240.790 	 7.104 
 240.975 	 7.105 
 241.165 	 7.109 
 241.355 	 7.114 
 241.540 	 7.114 
 241.730 	 7.110 
 241.915 	 7.114 
 242.105 	 7.113 
 242.295 	 7.109 
 242.480 	 7.109 
 242.670 	 7.109 
 242.855 	 7.114 
 243.045 	 7.115 
 243.235 	 7.118 
 243.420 	 7.114 
 243.610 	 7.109 
 243.795 	 7.110 
 243.985 	 7.118 
 244.175 	 7.114 
 244.360 	 7.120 
 244.550 	 7.124 
 244.735 	 7.120 
 244.925 	 7.129 
 245.115 	 7.129 
 245.300 	 7.129 
 245.490 	 7.129 
 245.675 	 7.129 
 245.865 	 7.127 
 246.055 	 7.119 
 246.240 	 7.128 
 246.430 	 7.124 
 246.615 	 7.124 
 246.805 	 7.124 
 246.995 	 7.119 
 247.180 	 7.119 
 247.370 	 7.119 
 247.555 	 7.119 
 247.745 	 7.115 
 247.935 	 7.120 
 248.120 	 7.125 
 248.310 	 7.126 
 248.495 	 7.114 
 248.685 	 7.116 
 248.875 	 7.123 
 249.060 	 7.116 
 249.250 	 7.123 
 249.435 	 7.114 
 249.625 	 7.114 
 249.815 	 7.119 
 250.000 	 7.118 
 250.190 	 7.109 
 250.375 	 7.109 
 250.565 	 7.104 
 250.755 	 7.106 
 250.940 	 7.113 
 251.130 	 7.109 
 251.315 	 7.108 
 251.505 	 7.104 
 251.695 	 7.104 
 251.880 	 7.103 
 252.070 	 7.094 
 252.255 	 7.090 
 252.445 	 7.091 
 252.635 	 7.097 
 252.820 	 7.104 
 253.010 	 7.105 
 253.195 	 7.109 
 253.385 	 7.104 
 253.575 	 7.099 
 253.760 	 7.088 
 253.950 	 7.080 
 254.135 	 7.070 
 254.325 	 7.069 
 254.515 	 7.055 
 254.700 	 7.050 
 254.890 	 7.033 
 255.075 	 7.021 
 255.265 	 7.006 
 255.455 	 7.001 
 255.640 	 6.987 
 255.830 	 6.987 
 256.015 	 6.986 
 256.205 	 6.982 
 256.395 	 6.981 
 256.580 	 6.978 
 256.770 	 6.978 
 256.955 	 6.978 
 257.145 	 6.979 
 257.335 	 6.983 
 257.520 	 6.988 
 257.710 	 6.992 
 257.895 	 6.993 
 258.085 	 6.996 
 258.275 	 6.991 
 258.460 	 6.985 
 258.650 	 6.992 
 258.835 	 6.993 
 259.025 	 6.997 
 259.215 	 7.002 
 259.400 	 7.003 
 259.590 	 7.007 
 259.775 	 7.007 
 259.965 	 7.010 
 260.155 	 7.018 
 260.340 	 7.020 
 260.530 	 7.014 
 260.715 	 7.020 
 260.905 	 7.012 
 261.095 	 7.012 
 261.280 	 7.013 
 261.470 	 7.017 
 261.655 	 7.021 
 261.845 	 7.020 
 262.035 	 7.015 
 262.220 	 7.012 
 262.410 	 7.012 
 262.595 	 7.010 
 262.785 	 7.004 
 262.975 	 6.986 
 263.160 	 6.982 
 263.350 	 6.979 
 263.535 	 6.982 
 263.725 	 6.978 
 263.915 	 6.978 
 264.100 	 6.985 
 264.290 	 6.993 
 264.475 	 7.003 
 264.665 	 7.008 
 264.855 	 7.012 
 265.040 	 7.011 
 265.230 	 7.007 
 265.415 	 7.007 
 265.605 	 7.010 
 265.795 	 7.008 
 265.980 	 7.013 
 266.170 	 7.017 
 266.355 	 7.015 
 266.545 	 7.007 
 266.735 	 7.006 
 266.920 	 7.003 
 267.110 	 7.007 
 267.295 	 7.008 
 267.485 	 7.012 
 267.675 	 7.011 
 267.860 	 7.006 
 268.050 	 7.002 
 268.235 	 7.000 
 268.425 	 6.995 
 268.615 	 7.000 
 268.800 	 6.989 
 268.990 	 6.985 
 269.175 	 6.991 
 269.365 	 6.987 
 269.555 	 6.987 
 269.740 	 6.989 
 269.930 	 6.991 
 270.115 	 6.987 
 270.305 	 6.987 
 270.495 	 6.982 
 270.680 	 6.983 
 270.870 	 6.987 
 271.055 	 6.988 
 271.245 	 6.992 
 271.435 	 6.991 
 271.620 	 6.985 
 271.810 	 6.978 
 271.995 	 6.981 
 272.185 	 6.978 
 272.375 	 6.981 
 272.560 	 6.978 
 272.750 	 6.979 
 272.935 	 6.982 
 273.125 	 6.984 
 273.315 	 6.987 
 273.500 	 6.989 
 273.690 	 6.997 
 273.875 	 6.996 
 274.065 	 6.994 
 274.255 	 7.001 
 274.440 	 6.998 
 274.630 	 7.004 
 274.815 	 7.012 
 275.005 	 7.012 
 275.195 	 7.012 
 275.380 	 7.012 
 275.570 	 7.012 
 275.755 	 7.011 
 275.945 	 7.008 
 276.135 	 7.012 
 276.320 	 7.013 
 276.510 	 7.016 
 276.695 	 7.016 
 276.885 	 7.025 
 277.075 	 7.018 
 277.260 	 7.021 
 277.450 	 7.023 
 277.635 	 7.026 
 277.825 	 7.023 
 278.015 	 7.026 
 278.200 	 7.025 
 278.390 	 7.021 
 278.575 	 7.021 
 278.765 	 7.023 
 278.955 	 7.026 
 279.140 	 7.025 
 279.330 	 7.021 
 279.515 	 7.020 
 279.705 	 7.018 
 279.895 	 7.021 
 280.080 	 7.020 
 280.270 	 7.020 
 280.455 	 7.025 
 280.645 	 7.021 
 280.835 	 7.021 
 281.020 	 7.014 
 281.210 	 7.008 
 281.395 	 7.020 
 281.585 	 7.028 
 281.775 	 7.029 
 281.960 	 7.028 
 282.150 	 7.030 
 282.335 	 7.025 
 282.525 	 7.018 
 282.715 	 7.012 
 282.900 	 7.010 
 283.090 	 7.007 
 283.275 	 7.007 
 283.465 	 7.007 
 283.655 	 7.007 
 283.840 	 7.007 
 284.030 	 7.007 
 284.215 	 7.004 
 284.405 	 6.997 
 284.595 	 6.997 
 284.780 	 6.997 
 284.970 	 6.997 
 285.155 	 6.996 
 285.345 	 6.992 
 285.535 	 6.992 
 285.720 	 6.992 
 285.910 	 6.992 
 286.095 	 6.994 
 286.285 	 6.997 
 286.475 	 6.999 
 286.660 	 7.001 
 286.850 	 6.999 
 287.035 	 7.001 
 287.225 	 6.995 
 287.415 	 6.992 
 287.600 	 6.992 
 287.790 	 6.995 
 287.975 	 7.002 
 288.165 	 7.003 
 288.355 	 7.007 
 288.540 	 7.006 
 288.730 	 7.000 
 288.915 	 6.999 
 289.105 	 7.008 
 289.295 	 7.009 
 289.480 	 7.004 
 289.670 	 7.005 
 289.855 	 7.004 
 290.045 	 7.003 
 290.235 	 6.998 
 290.420 	 7.005 
 290.610 	 7.002 
 290.795 	 7.002 
 290.985 	 7.001 
 291.175 	 7.000 
 291.360 	 7.004 
 291.550 	 6.995 
 291.735 	 7.002 
 291.925 	 7.002 
 292.115 	 7.003 
 292.300 	 7.008 
 292.490 	 7.011 
 292.675 	 7.007 
 292.865 	 7.006 
 293.055 	 7.000 
 293.240 	 6.992 
 293.430 	 6.991 
 293.615 	 6.987 
 293.805 	 6.987 
 293.995 	 6.986 
 294.180 	 6.982 
 294.370 	 6.980 
 294.555 	 6.971 
 294.745 	 6.968 
 294.935 	 6.964 
 295.120 	 6.952 
 295.310 	 6.948 
 295.495 	 6.948 
 295.685 	 6.946 
 295.875 	 6.938 
 296.060 	 6.937 
 296.250 	 6.934 
 296.435 	 6.932 
 296.625 	 6.930 
 296.815 	 6.934 
 297.000 	 6.932 
 297.190 	 6.925 
 297.375 	 6.918 
 297.565 	 6.914 
 297.755 	 6.914 
 297.940 	 6.919 
 298.130 	 6.930 
 298.315 	 6.935 
 298.505 	 6.943 
 298.695 	 6.950 
 298.880 	 6.946 
 299.070 	 6.955 
 299.255 	 6.958 
 299.445 	 6.958 
 299.635 	 6.960 
 299.820 	 6.968 
 300.010 	 6.971 
 300.195 	 6.978 
 300.385 	 6.979 
 300.575 	 6.984 
 300.760 	 6.986 
 300.950 	 6.985 
 301.135 	 6.992 
 301.325 	 6.988 
 301.515 	 6.982 
 301.700 	 6.981 
 301.890 	 6.978 
 302.075 	 6.979 
 302.265 	 6.982 
 302.455 	 6.982 
 302.640 	 6.981 
 302.830 	 6.978 
 303.015 	 6.978 
 303.205 	 6.977 
 303.395 	 6.973 
 303.580 	 6.971 
 303.770 	 6.966 
 303.955 	 6.966 
 304.145 	 6.973 
 304.335 	 6.971 
 304.520 	 6.969 
 304.710 	 6.971 
 304.895 	 6.969 
 305.085 	 6.971 
 305.275 	 6.969 
 305.460 	 6.973 
 305.650 	 6.973 
 305.835 	 6.975 
 306.025 	 6.976 
 306.215 	 6.975 
 306.400 	 6.979 
 306.590 	 6.980 
 306.775 	 6.979 
 306.965 	 6.980 
 307.155 	 6.978 
 307.340 	 6.978 
 307.530 	 6.978 
 307.715 	 6.978 
 307.905 	 6.979 
 308.095 	 6.980 
 308.280 	 6.979 
 308.470 	 6.981 
 308.655 	 6.979 
 308.845 	 6.982 
 309.035 	 6.981 
 309.220 	 6.981 
 309.410 	 6.987 
 309.595 	 6.989 
 309.785 	 6.990 
 309.975 	 6.989 
 310.160 	 6.992 
 310.350 	 6.992 
 310.535 	 6.994 
 310.725 	 6.997 
 310.915 	 6.997 
 311.100 	 6.997 
 311.290 	 6.999 
 311.475 	 7.002 
 311.665 	 7.004 
 311.855 	 7.005 
 312.040 	 7.003 
 312.230 	 7.005 
 312.415 	 7.003 
 312.605 	 7.005 
 312.795 	 7.004 
 312.980 	 7.007 
 313.170 	 7.007 
 313.355 	 7.009 
 313.545 	 7.009 
 313.735 	 7.009 
 313.920 	 7.012 
 314.110 	 7.012 
 314.295 	 7.012 
 314.485 	 7.010 
 314.675 	 7.009 
 314.860 	 7.012 
 315.050 	 7.012 
 315.235 	 7.012 
 315.425 	 7.013 
 315.615 	 7.017 
 315.800 	 7.013 
 315.990 	 7.010 
 316.175 	 7.017 
 316.365 	 7.017 
 316.555 	 7.015 
 316.740 	 7.014 
 316.930 	 7.017 
 317.115 	 7.015 
 317.305 	 7.012 
 317.495 	 7.012 
 317.680 	 7.010 
 317.870 	 7.011 
 318.055 	 7.014 
 318.245 	 7.006 
 318.435 	 7.001 
 318.620 	 7.012 
 318.810 	 7.026 
 318.995 	 7.029 
 319.185 	 7.021 
 319.375 	 7.017 
 319.560 	 7.012 
 319.750 	 7.005 
 319.935 	 7.007 
 320.125 	 7.021 
 320.315 	 7.028 
 320.500 	 7.031 
 320.690 	 7.031 
 320.875 	 7.027 
 321.065 	 7.021 
 321.255 	 7.019 
 321.440 	 7.017 
 321.630 	 7.019 
 321.815 	 7.021 
 322.005 	 7.019 
 322.195 	 7.019 
 322.380 	 7.019 
 322.570 	 7.019 
 322.755 	 7.020 
 322.945 	 7.017 
 323.135 	 7.014 
 323.320 	 7.012 
 323.510 	 7.012 
 323.695 	 7.012 
 323.885 	 7.012 
 324.075 	 7.014 
 324.260 	 7.014 
 324.450 	 7.014 
 324.635 	 7.017 
 324.825 	 7.015 
 325.015 	 7.008 
 325.200 	 7.002 
 325.390 	 7.002 
 325.575 	 7.000 
 325.765 	 6.995 
 325.955 	 6.994 
 326.140 	 6.995 
 326.330 	 6.992 
 326.515 	 6.992 
 326.705 	 6.992 
 326.895 	 6.992 
 327.080 	 6.985 
 327.270 	 6.978 
 327.455 	 6.978 
 327.645 	 6.970 
 327.835 	 6.963 
 328.020 	 6.963 
 328.210 	 6.958 
 328.395 	 6.955 
 328.585 	 6.958 
 328.775 	 6.958 
 328.960 	 6.958 
 329.150 	 6.953 
 329.335 	 6.946 
 329.525 	 6.943 
 329.715 	 6.943 
 329.900 	 6.945 
 330.090 	 6.948 
 330.275 	 6.951 
 330.465 	 6.953 
 330.655 	 6.953 
 330.840 	 6.957 
 331.030 	 6.959 
 331.215 	 6.953 
 331.405 	 6.951 
 331.595 	 6.952 
 331.780 	 6.956 
 331.970 	 6.955 
 332.155 	 6.960 
 332.345 	 6.963 
 332.535 	 6.963 
 332.720 	 6.967 
 332.910 	 6.973 
 333.095 	 6.973 
 333.285 	 6.975 
 333.475 	 6.978 
 333.660 	 6.973 
 333.850 	 6.973 
 334.035 	 6.978 
 334.225 	 6.983 
 334.415 	 6.985 
 334.600 	 6.980 
 334.790 	 6.980 
 334.975 	 6.982 
 335.165 	 6.982 
 335.355 	 6.982 
 335.540 	 6.982 
 335.730 	 6.982 
 335.915 	 6.985 
 336.105 	 6.985 
 336.295 	 6.985 
 336.480 	 6.985 
 336.670 	 6.981 
 336.855 	 6.980 
 337.045 	 6.982 
 337.235 	 6.982 
 337.420 	 6.978 
 337.610 	 6.973 
 337.795 	 6.975 
 337.985 	 6.980 
 338.175 	 6.985 
 338.360 	 6.987 
 338.550 	 6.983 
 338.735 	 6.980 
 338.925 	 6.980 
 339.115 	 6.978 
 339.300 	 6.976 
 339.490 	 6.975 
 339.675 	 6.975 
 339.865 	 6.973 
 340.055 	 6.973 
 340.240 	 6.967 
 340.430 	 6.960 
 340.615 	 6.963 
 340.805 	 6.968 
 340.995 	 6.968 
 341.180 	 6.970 
 341.370 	 6.975 
 341.555 	 6.980 
 341.745 	 6.982 
 341.935 	 6.980 
 342.120 	 6.980 
 342.310 	 6.980 
 342.495 	 6.979 
 342.685 	 6.982 
 342.875 	 6.982 
 343.060 	 6.985 
 343.250 	 6.985 
 343.435 	 6.986 
 343.625 	 6.987 
 343.815 	 6.987 
 344.000 	 6.987 
 344.190 	 6.987 
 344.375 	 6.987 
 344.565 	 6.990 
 344.755 	 6.992 
 344.940 	 6.990 
 345.130 	 6.990 
 345.315 	 6.987 
 345.505 	 6.987 
 345.695 	 6.992 
 345.880 	 6.992 
 346.070 	 6.990 
 346.255 	 6.987 
 346.445 	 6.987 
 346.635 	 6.990 
 346.820 	 6.992 
 347.010 	 6.992 
 347.195 	 6.989 
 347.385 	 6.987 
 347.575 	 6.987 
 347.760 	 6.990 
 347.950 	 6.989 
 348.135 	 6.985 
 348.325 	 6.985 
 348.515 	 6.987 
 348.700 	 6.985 
 348.890 	 6.985 
 349.075 	 6.985 
 349.265 	 6.985 
 349.455 	 6.987 
 349.640 	 6.984 
 349.830 	 6.982 
 350.015 	 6.977 
 350.205 	 6.973 
 350.395 	 6.975 
 350.580 	 6.978 
 350.770 	 6.975 
 350.955 	 6.973 
 351.145 	 6.973 
 351.335 	 6.973 
 351.520 	 6.970 
 351.710 	 6.968 
 351.895 	 6.965 
 352.085 	 6.966 
 352.275 	 6.968 
 352.460 	 6.968 
 352.650 	 6.968 
 352.835 	 6.965 
 353.025 	 6.963 
 353.215 	 6.966 
 353.400 	 6.970 
 353.590 	 6.973 
 353.775 	 6.968 
 353.965 	 6.966 
 354.155 	 6.965 
 354.340 	 6.963 
 354.530 	 6.963 
 354.715 	 6.963 
 354.905 	 6.966 
 355.095 	 6.965 
 355.280 	 6.968 
 355.470 	 6.973 
 355.655 	 6.976 
 355.845 	 6.975 
 356.035 	 6.973 
 356.220 	 6.970 
 356.410 	 6.976 
 356.595 	 6.980 
 356.785 	 6.983 
 356.975 	 6.982 
 357.160 	 6.980 
 357.350 	 6.982 
 357.535 	 6.982 
 357.725 	 6.980 
 357.915 	 6.975 
 358.100 	 6.973 
 358.290 	 6.973 
 358.475 	 6.975 
 358.665 	 6.978 
 358.855 	 6.975 
 359.040 	 6.978 
 359.230 	 6.980 
 359.415 	 6.978 
 359.605 	 6.980 
 359.795 	 6.982 
 359.980 	 6.985 
 360.170 	 6.987 
 360.355 	 6.987 
 360.545 	 6.990 
 360.735 	 6.995 
 360.920 	 6.995 
 361.110 	 6.992 
 361.295 	 6.992 
 361.485 	 6.992 
 361.675 	 6.992 
 361.860 	 6.998 
 362.050 	 6.999 
 362.235 	 6.994 
 362.425 	 6.995 
 362.615 	 6.997 
 362.800 	 6.997 
 362.990 	 6.994 
 363.175 	 6.995 
 363.365 	 6.994 
 363.555 	 6.992 
 363.740 	 6.992 
 363.930 	 6.992 
 364.115 	 6.986 
 364.305 	 6.985 
 364.495 	 6.993 
 364.680 	 6.994 
 364.870 	 6.992 
 365.055 	 6.989 
 365.245 	 6.987 
 365.435 	 6.981 
 365.620 	 6.980 
 365.810 	 6.980 
 365.995 	 6.983 
 366.185 	 6.984 
 366.375 	 6.982 
 366.560 	 6.979 
 366.750 	 6.980 
 366.935 	 6.988 
 367.125 	 6.989 
 367.315 	 6.992 
 367.500 	 6.995 
 367.690 	 6.992 
 367.875 	 6.995 
 368.065 	 6.997 
 368.255 	 6.994 
 368.440 	 6.995 
 368.630 	 6.997 
 368.815 	 6.994 
 369.005 	 6.995 
 369.195 	 6.997 
 369.380 	 6.997 
 369.570 	 7.000 
 369.755 	 7.002 
 369.945 	 7.005 
 370.135 	 7.007 
 370.320 	 7.000 
 370.510 	 7.003 
 370.695 	 7.001 
 370.885 	 6.994 
 371.075 	 6.995 
 371.260 	 6.997 
 371.450 	 7.000 
 371.635 	 7.002 
 371.825 	 6.999 
 372.015 	 7.000 
 372.200 	 6.999 
 372.390 	 6.994 
 372.575 	 6.992 
 372.765 	 6.992 
 372.955 	 6.995 
 373.140 	 6.994 
 373.330 	 6.995 
 373.515 	 6.994 
 373.705 	 6.995 
 373.895 	 6.997 
 374.080 	 6.994 
 374.270 	 6.992 
 374.455 	 6.989 
 374.645 	 6.991 
 374.835 	 6.992 
 375.020 	 6.992 
 375.210 	 6.992 
 375.395 	 6.992 
 375.585 	 6.992 
 375.775 	 6.987 
 375.960 	 6.985 
 376.150 	 6.990 
 376.335 	 6.995 
 376.525 	 7.000 
 376.715 	 7.005 
 376.900 	 7.001 
 377.090 	 6.991 
 377.275 	 6.990 
 377.465 	 6.989 
 377.655 	 6.994 
 377.840 	 7.000 
 378.030 	 7.006 
 378.215 	 7.007 
 378.405 	 6.998 
 378.595 	 6.995 
 378.780 	 7.000 
 378.970 	 6.999 
 379.155 	 6.994 
 379.345 	 6.995 
 379.535 	 6.997 
 379.720 	 6.997 
 379.910 	 7.001 
 380.095 	 7.002 
 380.285 	 7.002 
 380.475 	 6.999 
 380.660 	 6.997 
 380.850 	 7.000 
 381.035 	 7.002 
 381.225 	 6.999 
 381.415 	 7.000 
 381.600 	 7.002 
 381.790 	 7.002 
 381.975 	 6.999 
 382.165 	 7.001 
 382.355 	 7.002 
 382.540 	 7.005 
 382.730 	 7.007 
 382.915 	 7.003 
 383.105 	 7.002 
 383.295 	 7.009 
 383.480 	 7.009 
 383.670 	 7.014 
 383.855 	 7.017 
 384.045 	 7.014 
 384.235 	 7.009 
 384.420 	 7.007 
 384.610 	 7.007 
 384.795 	 7.010 
 384.985 	 7.015 
 385.175 	 7.020 
 385.360 	 7.021 
 385.550 	 7.021 
 385.735 	 7.021 
 385.925 	 7.021 
 386.115 	 7.012 
 386.300 	 7.010 
 386.490 	 7.015 
 386.675 	 7.017 
 386.865 	 7.020 
 387.055 	 7.018 
 387.240 	 7.020 
 387.430 	 7.021 
 387.615 	 7.021 
 387.805 	 7.021 
 387.995 	 7.018 
 388.180 	 7.014 
 388.370 	 7.019 
 388.555 	 7.018 
 388.745 	 7.020 
 388.935 	 7.018 
 389.120 	 7.013 
 389.310 	 7.012 
 389.495 	 7.018 
 389.685 	 7.014 
 389.875 	 7.015 
 390.060 	 7.013 
 390.250 	 7.018 
 390.435 	 7.018 
 390.625 	 7.017 
 390.815 	 7.017 
 391.000 	 7.013 
 391.190 	 7.015 
 391.375 	 7.017 
 391.565 	 7.017 
 391.755 	 7.017 
 391.940 	 7.013 
 392.130 	 7.004 
 392.315 	 7.005 
 392.505 	 7.011 
 392.695 	 7.012 
 392.880 	 7.005 
 393.070 	 7.009 
 393.255 	 7.012 
 393.445 	 7.012 
 393.635 	 7.008 
 393.820 	 7.014 
 394.010 	 7.010 
 394.195 	 7.003 
 394.385 	 7.005 
 394.575 	 7.007 
 394.760 	 7.003 
 394.950 	 6.998 
 395.135 	 6.993 
 395.325 	 6.992 
 395.515 	 6.996 
 395.700 	 6.991 
 395.890 	 6.991 
 396.075 	 6.986 
 396.265 	 6.979 
 396.455 	 6.971 
 396.640 	 6.974 
 396.830 	 6.978 
 397.015 	 6.981 
 397.205 	 6.986 
 397.395 	 6.984 
 397.580 	 6.979 
 397.770 	 6.972 
 397.955 	 6.968 
 398.145 	 6.968 
 398.335 	 6.964 
 398.520 	 6.963 
 398.710 	 6.959 
 398.895 	 6.955 
 399.085 	 6.950 
 399.275 	 6.952 
 399.460 	 6.957 
 399.650 	 6.962 
 399.835 	 6.970 
 400.025 	 6.973 
 400.215 	 6.969 
 400.400 	 6.968 
 400.590 	 6.968 
 400.775 	 6.964 
 400.965 	 6.963 
 401.155 	 6.963 
 401.340 	 6.963 
 401.530 	 6.955 
 401.715 	 6.953 
 401.905 	 6.961 
 402.095 	 6.967 
 402.280 	 6.968 
 402.470 	 6.968 
 402.655 	 6.964 
 402.845 	 6.959 
 403.035 	 6.954 
 403.220 	 6.953 
 403.410 	 6.953 
 403.595 	 6.950 
 403.785 	 6.944 
 403.975 	 6.943 
 404.160 	 6.947 
 404.350 	 6.948 
 404.535 	 6.948 
 404.725 	 6.948 
 404.915 	 6.944 
 405.100 	 6.943 
 405.290 	 6.939 
 405.475 	 6.932 
 405.665 	 6.933 
 405.855 	 6.937 
 406.040 	 6.943 
 406.230 	 6.948 
 406.415 	 6.941 
 406.605 	 6.931 
 406.795 	 6.929 
 406.980 	 6.929 
 407.170 	 6.937 
 407.355 	 6.945 
 407.545 	 6.944 
 407.735 	 6.943 
 407.920 	 6.936 
 408.110 	 6.937 
 408.295 	 6.938 
 408.485 	 6.938 
 408.675 	 6.935 
 408.860 	 6.940 
 409.050 	 6.943 
 409.235 	 6.943 
 409.425 	 6.947 
 409.615 	 6.948 
 409.800 	 6.940 
 409.990 	 6.942 
 410.175 	 6.940 
 410.365 	 6.935 
 410.555 	 6.930 
 410.740 	 6.925 
 410.930 	 6.924 
 411.115 	 6.927 
 411.305 	 6.929 
 411.495 	 6.929 
 411.680 	 6.916 
 411.870 	 6.914 
 412.055 	 6.918 
 412.245 	 6.923 
 412.435 	 6.924 
 412.620 	 6.924 
 412.810 	 6.928 
 412.995 	 6.929 
 413.185 	 6.924 
 413.375 	 6.924 
 413.560 	 6.924 
 413.750 	 6.919 
 413.935 	 6.915 
 414.125 	 6.918 
 414.315 	 6.915 
 414.500 	 6.918 
 414.690 	 6.911 
 414.875 	 6.909 
 415.065 	 6.909 
 415.255 	 6.909 
 415.440 	 6.909 
 415.630 	 6.914 
 415.815 	 6.914 
 416.005 	 6.910 
 416.195 	 6.906 
 416.380 	 6.896 
 416.570 	 6.902 
 416.755 	 6.904 
 416.945 	 6.904 
 417.135 	 6.904 
 417.320 	 6.904 
 417.510 	 6.904 
 417.695 	 6.911 
 417.885 	 6.910 
 418.075 	 6.921 
 418.260 	 6.924 
 418.450 	 6.924 
 418.635 	 6.930 
 418.825 	 6.923 
 419.015 	 6.934 
 419.200 	 6.938 
 419.390 	 6.938 
 419.575 	 6.945 
 419.765 	 6.945 
 419.955 	 6.951 
 420.140 	 6.953 
 420.330 	 6.957 
 420.515 	 6.962 
 420.705 	 6.963 
 420.895 	 6.963 
 421.080 	 6.959 
 421.270 	 6.966 
 421.455 	 6.963 
 421.645 	 6.954 
 421.835 	 6.957 
 422.020 	 6.958 
 422.210 	 6.951 
 422.395 	 6.957 
 422.585 	 6.962 
 422.775 	 6.972 
 422.960 	 6.976 
 423.150 	 6.981 
 423.335 	 6.982 
 423.525 	 6.982 
 423.715 	 6.975 
 423.900 	 6.969 
 424.090 	 6.972 
 424.275 	 6.968 
 424.465 	 6.968 
 424.655 	 6.968 
 424.840 	 6.972 
 425.030 	 6.973 
 425.215 	 6.973 
 425.405 	 6.976 
 425.595 	 6.982 
 425.780 	 6.979 
 425.970 	 6.969 
 426.155 	 6.971 
 426.345 	 6.964 
 426.535 	 6.967 
 426.720 	 6.976 
 426.910 	 6.973 
 427.095 	 6.973 
 427.285 	 6.973 
 427.475 	 6.960 
 427.660 	 6.963 
 427.850 	 6.958 
 428.035 	 6.958 
 428.225 	 6.954 
 428.415 	 6.953 
 428.600 	 6.953 
 428.790 	 6.949 
 428.975 	 6.952 
 429.165 	 6.953 
 429.355 	 6.953 
 429.540 	 6.958 
 429.730 	 6.954 
 429.915 	 6.962 
 430.105 	 6.963 
 430.295 	 6.959 
 430.480 	 6.962 
 430.670 	 6.963 
 430.855 	 6.963 
 431.045 	 6.967 
 431.235 	 6.968 
 431.420 	 6.959 
 431.610 	 6.958 
 431.795 	 6.958 
 431.985 	 6.954 
 432.175 	 6.953 
 432.360 	 6.965 
 432.550 	 6.968 
 432.735 	 6.960 
 432.925 	 6.963 
 433.115 	 6.963 
 433.300 	 6.963 
 433.490 	 6.963 
 433.675 	 6.949 
 433.865 	 6.956 
 434.055 	 6.944 
 434.240 	 6.943 
 434.430 	 6.943 
 434.615 	 6.943 
 434.805 	 6.943 
 434.995 	 6.931 
 435.180 	 6.929 
 435.370 	 6.929 
