x Distance [mm]	Height [cm]
 435.555 	 6.919 
 435.745 	 6.923 
 435.935 	 6.924 
 436.120 	 6.924 
 436.310 	 6.924 
 436.495 	 6.920 
 436.685 	 6.924 
 436.875 	 6.920 
 437.060 	 6.919 
 437.250 	 6.923 
 437.435 	 6.929 
 437.625 	 6.929 
 437.815 	 6.924 
 438.000 	 6.924 
 438.190 	 6.928 
 438.375 	 6.924 
 438.565 	 6.928 
 438.755 	 6.934 
 438.940 	 6.934 
 439.130 	 6.943 
 439.315 	 6.939 
 439.505 	 6.948 
 439.695 	 6.944 
 439.880 	 6.939 
 440.070 	 6.943 
 440.255 	 6.947 
 440.445 	 6.948 
 440.635 	 6.948 
 440.820 	 6.944 
 441.010 	 6.955 
 441.195 	 6.954 
 441.385 	 6.945 
 441.575 	 6.943 
 441.760 	 6.951 
 441.950 	 6.949 
 442.135 	 6.943 
 442.325 	 6.947 
 442.515 	 6.948 
 442.700 	 6.944 
 442.890 	 6.939 
 443.075 	 6.938 
 443.265 	 6.938 
 443.455 	 6.938 
 443.640 	 6.938 
 443.830 	 6.929 
 444.015 	 6.933 
 444.205 	 6.942 
 444.395 	 6.943 
 444.580 	 6.943 
 444.770 	 6.943 
 444.955 	 6.943 
 445.145 	 6.939 
 445.335 	 6.938 
 445.520 	 6.931 
 445.710 	 6.937 
 445.895 	 6.938 
 446.085 	 6.934 
 446.275 	 6.938 
 446.460 	 6.938 
 446.650 	 6.934 
 446.835 	 6.934 
 447.025 	 6.934 
 447.215 	 6.938 
 447.400 	 6.938 
 447.590 	 6.934 
 447.775 	 6.943 
 447.965 	 6.939 
 448.155 	 6.938 
 448.340 	 6.938 
 448.530 	 6.938 
 448.715 	 6.943 
 448.905 	 6.938 
 449.095 	 6.938 
 449.280 	 6.943 
 449.470 	 6.939 
 449.655 	 6.934 
 449.845 	 6.934 
 450.035 	 6.938 
 450.220 	 6.938 
 450.410 	 6.943 
 450.595 	 6.948 
 450.785 	 6.943 
 450.975 	 6.943 
 451.160 	 6.943 
 451.350 	 6.939 
 451.535 	 6.938 
 451.725 	 6.942 
 451.915 	 6.948 
 452.100 	 6.948 
 452.290 	 6.943 
 452.475 	 6.943 
 452.665 	 6.953 
 452.855 	 6.953 
 453.040 	 6.953 
 453.230 	 6.949 
 453.415 	 6.953 
 453.605 	 6.948 
 453.795 	 6.940 
 453.980 	 6.933 
 454.170 	 6.929 
 454.355 	 6.924 
 454.545 	 6.920 
 454.735 	 6.914 
 454.920 	 6.914 
 455.110 	 6.919 
 455.295 	 6.919 
 455.485 	 6.919 
 455.675 	 6.924 
 455.860 	 6.920 
 456.050 	 6.919 
 456.235 	 6.915 
 456.425 	 6.914 
 456.615 	 6.910 
 456.800 	 6.904 
 456.990 	 6.904 
 457.175 	 6.914 
 457.365 	 6.910 
 457.555 	 6.904 
 457.740 	 6.909 
 457.930 	 6.905 
 458.115 	 6.904 
 458.305 	 6.904 
 458.495 	 6.900 
 458.680 	 6.899 
 458.870 	 6.890 
 459.055 	 6.894 
 459.245 	 6.890 
 459.435 	 6.890 
 459.620 	 6.890 
 459.810 	 6.895 
 459.995 	 6.895 
 460.185 	 6.895 
 460.375 	 6.899 
 460.560 	 6.895 
 460.750 	 6.884 
 460.935 	 6.880 
 461.125 	 6.880 
 461.315 	 6.880 
 461.500 	 6.884 
 461.690 	 6.880 
 461.875 	 6.888 
 462.065 	 6.885 
 462.255 	 6.889 
 462.440 	 6.890 
 462.630 	 6.885 
 462.815 	 6.885 
 463.005 	 6.890 
 463.195 	 6.891 
 463.380 	 6.900 
 463.570 	 6.904 
 463.755 	 6.895 
 463.945 	 6.899 
 464.135 	 6.904 
 464.320 	 6.904 
 464.510 	 6.909 
 464.695 	 6.909 
 464.885 	 6.909 
 465.075 	 6.909 
 465.260 	 6.909 
 465.450 	 6.904 
 465.635 	 6.904 
 465.825 	 6.900 
 466.015 	 6.904 
 466.200 	 6.914 
 466.390 	 6.914 
 466.575 	 6.914 
 466.765 	 6.914 
 466.955 	 6.914 
 467.140 	 6.909 
 467.330 	 6.905 
 467.515 	 6.904 
 467.705 	 6.900 
 467.895 	 6.899 
 468.080 	 6.899 
 468.270 	 6.904 
 468.455 	 6.900 
 468.645 	 6.904 
 468.835 	 6.900 
 469.020 	 6.904 
 469.210 	 6.904 
 469.395 	 6.909 
 469.585 	 6.914 
 469.775 	 6.909 
 469.960 	 6.909 
 470.150 	 6.904 
 470.335 	 6.904 
 470.525 	 6.914 
 470.715 	 6.910 
 470.900 	 6.909 
 471.090 	 6.909 
 471.275 	 6.910 
 471.465 	 6.914 
 471.655 	 6.914 
 471.840 	 6.919 
 472.030 	 6.914 
 472.215 	 6.914 
 472.405 	 6.899 
 472.595 	 6.899 
 472.780 	 6.904 
 472.970 	 6.904 
 473.155 	 6.909 
 473.345 	 6.914 
 473.535 	 6.910 
 473.720 	 6.919 
 473.910 	 6.909 
 474.095 	 6.914 
 474.285 	 6.909 
 474.475 	 6.914 
 474.660 	 6.914 
 474.850 	 6.914 
 475.035 	 6.914 
 475.225 	 6.914 
 475.415 	 6.923 
 475.600 	 6.915 
 475.790 	 6.917 
 475.975 	 6.910 
 476.165 	 6.919 
 476.355 	 6.914 
 476.540 	 6.914 
 476.730 	 6.910 
 476.915 	 6.914 
 477.105 	 6.910 
 477.295 	 6.918 
 477.480 	 6.919 
 477.670 	 6.919 
 477.855 	 6.919 
 478.045 	 6.919 
 478.235 	 6.923 
 478.420 	 6.919 
 478.610 	 6.919 
 478.795 	 6.914 
 478.985 	 6.914 
 479.175 	 6.910 
 479.360 	 6.919 
 479.550 	 6.919 
 479.735 	 6.915 
 479.925 	 6.923 
 480.115 	 6.915 
 480.300 	 6.919 
 480.490 	 6.910 
 480.675 	 6.914 
 480.865 	 6.910 
 481.055 	 6.914 
 481.240 	 6.919 
 481.430 	 6.919 
 481.615 	 6.919 
 481.805 	 6.914 
 481.995 	 6.919 
 482.180 	 6.919 
 482.370 	 6.923 
 482.555 	 6.914 
 482.745 	 6.913 
 482.935 	 6.909 
 483.120 	 6.914 
 483.310 	 6.914 
 483.495 	 6.911 
 483.685 	 6.920 
 483.875 	 6.924 
 484.060 	 6.923 
 484.250 	 6.919 
 484.435 	 6.914 
 484.625 	 6.919 
 484.815 	 6.910 
 485.000 	 6.914 
 485.190 	 6.914 
 485.375 	 6.909 
 485.565 	 6.914 
 485.755 	 6.919 
 485.940 	 6.915 
 486.130 	 6.919 
 486.315 	 6.919 
 486.505 	 6.919 
 486.695 	 6.919 
 486.880 	 6.914 
 487.070 	 6.919 
 487.255 	 6.919 
 487.445 	 6.918 
 487.635 	 6.914 
 487.820 	 6.914 
 488.010 	 6.914 
 488.195 	 6.919 
 488.385 	 6.919 
 488.575 	 6.919 
 488.760 	 6.919 
 488.950 	 6.914 
 489.135 	 6.919 
 489.325 	 6.915 
 489.515 	 6.919 
 489.700 	 6.919 
 489.890 	 6.914 
 490.075 	 6.914 
 490.265 	 6.914 
 490.455 	 6.914 
 490.640 	 6.914 
 490.830 	 6.914 
 491.015 	 6.919 
 491.205 	 6.919 
 491.395 	 6.919 
 491.580 	 6.919 
 491.770 	 6.914 
 491.955 	 6.914 
 492.145 	 6.914 
 492.335 	 6.914 
 492.520 	 6.923 
 492.710 	 6.919 
 492.895 	 6.914 
 493.085 	 6.914 
 493.275 	 6.914 
 493.460 	 6.914 
 493.650 	 6.919 
 493.835 	 6.904 
 494.025 	 6.905 
 494.215 	 6.914 
 494.400 	 6.914 
 494.590 	 6.914 
 494.775 	 6.918 
 494.965 	 6.910 
 495.155 	 6.917 
 495.340 	 6.909 
 495.530 	 6.913 
 495.715 	 6.909 
 495.905 	 6.904 
 496.095 	 6.904 
 496.280 	 6.905 
 496.470 	 6.909 
 496.655 	 6.909 
 496.845 	 6.904 
 497.035 	 6.904 
 497.220 	 6.905 
 497.410 	 6.909 
 497.595 	 6.904 
 497.785 	 6.904 
 497.975 	 6.913 
 498.160 	 6.909 
 498.350 	 6.904 
 498.535 	 6.903 
 498.725 	 6.900 
 498.915 	 6.905 
 499.100 	 6.909 
 499.290 	 6.895 
 499.475 	 6.899 
 499.665 	 6.898 
 499.855 	 6.895 
 500.040 	 6.895 
 500.230 	 6.899 
 500.415 	 6.893 
 500.605 	 6.885 
 500.795 	 6.894 
 500.980 	 6.890 
 501.170 	 6.895 
 501.355 	 6.895 
 501.545 	 6.899 
 501.735 	 6.895 
 501.920 	 6.903 
 502.110 	 6.900 
 502.295 	 6.904 
 502.485 	 6.904 
 502.675 	 6.904 
 502.860 	 6.903 
 503.050 	 6.900 
 503.235 	 6.904 
 503.425 	 6.904 
 503.615 	 6.896 
 503.800 	 6.904 
 503.990 	 6.904 
 504.175 	 6.904 
 504.365 	 6.904 
 504.555 	 6.905 
 504.740 	 6.909 
 504.930 	 6.909 
 505.115 	 6.907 
 505.305 	 6.899 
 505.495 	 6.899 
 505.680 	 6.900 
 505.870 	 6.904 
 506.055 	 6.899 
 506.245 	 6.899 
 506.435 	 6.894 
 506.620 	 6.885 
 506.810 	 6.889 
 506.995 	 6.886 
 507.185 	 6.891 
 507.375 	 6.894 
 507.560 	 6.890 
 507.750 	 6.889 
 507.935 	 6.885 
 508.125 	 6.885 
 508.315 	 6.886 
 508.500 	 6.890 
 508.690 	 6.895 
 508.875 	 6.895 
 509.065 	 6.899 
 509.255 	 6.899 
 509.440 	 6.899 
 509.630 	 6.898 
 509.815 	 6.890 
 510.005 	 6.896 
 510.195 	 6.900 
 510.380 	 6.903 
 510.570 	 6.899 
 510.755 	 6.900 
 510.945 	 6.904 
 511.135 	 6.899 
 511.320 	 6.899 
 511.510 	 6.899 
 511.695 	 6.895 
 511.885 	 6.895 
 512.075 	 6.894 
 512.260 	 6.885 
 512.450 	 6.885 
 512.635 	 6.889 
 512.825 	 6.885 
 513.015 	 6.885 
 513.200 	 6.885 
 513.390 	 6.884 
 513.575 	 6.877 
 513.765 	 6.885 
 513.955 	 6.885 
 514.140 	 6.885 
 514.330 	 6.885 
 514.515 	 6.884 
 514.705 	 6.881 
 514.895 	 6.889 
 515.080 	 6.885 
 515.270 	 6.889 
 515.455 	 6.885 
 515.645 	 6.880 
 515.835 	 6.881 
 516.020 	 6.891 
 516.210 	 6.895 
 516.395 	 6.895 
 516.585 	 6.880 
 516.775 	 6.880 
 516.960 	 6.882 
 517.150 	 6.875 
 517.335 	 6.880 
 517.525 	 6.880 
 517.715 	 6.880 
 517.900 	 6.880 
 518.090 	 6.880 
 518.275 	 6.880 
 518.465 	 6.884 
 518.655 	 6.880 
 518.840 	 6.879 
 519.030 	 6.873 
 519.215 	 6.866 
 519.405 	 6.875 
 519.595 	 6.876 
 519.780 	 6.885 
 519.970 	 6.885 
 520.155 	 6.885 
 520.345 	 6.884 
 520.535 	 6.880 
 520.720 	 6.879 
 520.910 	 6.875 
 521.095 	 6.875 
 521.285 	 6.875 
 521.475 	 6.875 
 521.660 	 6.870 
 521.850 	 6.870 
 522.035 	 6.880 
 522.225 	 6.880 
 522.415 	 6.879 
 522.600 	 6.875 
 522.790 	 6.875 
 522.975 	 6.875 
 523.165 	 6.875 
 523.355 	 6.875 
 523.540 	 6.873 
 523.730 	 6.862 
 523.915 	 6.865 
 524.105 	 6.866 
 524.295 	 6.872 
 524.480 	 6.878 
 524.670 	 6.869 
 524.855 	 6.879 
 525.045 	 6.874 
 525.235 	 6.872 
 525.420 	 6.880 
 525.610 	 6.883 
 525.795 	 6.877 
 525.985 	 6.883 
 526.175 	 6.880 
 526.360 	 6.878 
 526.550 	 6.871 
 526.735 	 6.875 
 526.925 	 6.875 
 527.115 	 6.875 
 527.300 	 6.874 
 527.490 	 6.871 
 527.675 	 6.875 
 527.865 	 6.876 
 528.055 	 6.880 
 528.240 	 6.880 
 528.430 	 6.879 
 528.615 	 6.875 
 528.805 	 6.875 
 528.995 	 6.876 
 529.180 	 6.880 
 529.370 	 6.881 
 529.555 	 6.885 
 529.745 	 6.885 
 529.935 	 6.885 
 530.120 	 6.882 
 530.310 	 6.875 
 530.495 	 6.882 
 530.685 	 6.890 
 530.875 	 6.896 
 531.060 	 6.899 
 531.250 	 6.895 
 531.435 	 6.885 
 531.625 	 6.884 
 531.815 	 6.879 
 532.000 	 6.875 
 532.190 	 6.875 
 532.375 	 6.876 
 532.565 	 6.877 
 532.755 	 6.869 
 532.940 	 6.865 
 533.130 	 6.865 
 533.315 	 6.865 
 533.505 	 6.865 
 533.695 	 6.865 
 533.880 	 6.863 
 534.070 	 6.859 
 534.255 	 6.869 
 534.445 	 6.867 
 534.635 	 6.870 
 534.820 	 6.871 
 535.010 	 6.874 
 535.195 	 6.869 
 535.385 	 6.863 
 535.575 	 6.853 
 535.760 	 6.867 
 535.950 	 6.869 
 536.135 	 6.867 
 536.325 	 6.874 
 536.515 	 6.883 
 536.700 	 6.876 
 536.890 	 6.881 
 537.075 	 6.885 
 537.265 	 6.886 
 537.455 	 6.888 
 537.640 	 6.885 
 537.830 	 6.884 
 538.015 	 6.876 
 538.205 	 6.880 
 538.395 	 6.880 
 538.580 	 6.881 
 538.770 	 6.886 
 538.955 	 6.890 
 539.145 	 6.888 
 539.335 	 6.885 
 539.520 	 6.883 
 539.710 	 6.880 
 539.895 	 6.881 
 540.085 	 6.885 
 540.275 	 6.885 
 540.460 	 6.885 
 540.650 	 6.885 
 540.835 	 6.886 
 541.025 	 6.889 
 541.215 	 6.885 
 541.400 	 6.886 
 541.590 	 6.890 
 541.775 	 6.889 
 541.965 	 6.886 
 542.155 	 6.890 
 542.340 	 6.890 
 542.530 	 6.890 
 542.715 	 6.888 
 542.905 	 6.878 
 543.095 	 6.874 
 543.280 	 6.870 
 543.470 	 6.872 
 543.655 	 6.876 
 543.845 	 6.880 
 544.035 	 6.880 
 544.220 	 6.880 
 544.410 	 6.880 
 544.595 	 6.879 
 544.785 	 6.876 
 544.975 	 6.879 
 545.160 	 6.875 
 545.350 	 6.875 
 545.535 	 6.875 
 545.725 	 6.873 
 545.915 	 6.870 
 546.100 	 6.872 
 546.290 	 6.874 
 546.475 	 6.870 
 546.665 	 6.871 
 546.855 	 6.872 
 547.040 	 6.864 
 547.230 	 6.860 
 547.415 	 6.859 
 547.605 	 6.856 
 547.795 	 6.860 
 547.980 	 6.860 
 548.170 	 6.860 
 548.355 	 6.859 
 548.545 	 6.857 
 548.735 	 6.859 
 548.920 	 6.857 
 549.110 	 6.859 
 549.295 	 6.855 
 549.485 	 6.855 
 549.675 	 6.849 
 549.860 	 6.847 
 550.050 	 6.849 
 550.235 	 6.849 
 550.425 	 6.855 
 550.615 	 6.855 
 550.800 	 6.855 
 550.990 	 6.855 
 551.175 	 6.853 
 551.365 	 6.851 
 551.555 	 6.851 
 551.740 	 6.852 
 551.930 	 6.854 
 552.115 	 6.852 
 552.305 	 6.854 
 552.495 	 6.851 
 552.680 	 6.848 
 552.870 	 6.844 
 553.055 	 6.849 
 553.245 	 6.844 
 553.435 	 6.843 
 553.620 	 6.849 
 553.810 	 6.855 
 553.995 	 6.855 
 554.185 	 6.857 
 554.375 	 6.860 
 554.560 	 6.859 
 554.750 	 6.854 
 554.935 	 6.851 
 555.125 	 6.852 
 555.315 	 6.853 
 555.500 	 6.854 
 555.690 	 6.859 
 555.875 	 6.855 
 556.065 	 6.855 
 556.255 	 6.855 
 556.440 	 6.855 
 556.630 	 6.855 
 556.815 	 6.855 
 557.005 	 6.855 
 557.195 	 6.857 
 557.380 	 6.860 
 557.570 	 6.860 
 557.755 	 6.862 
 557.945 	 6.865 
 558.135 	 6.864 
 558.320 	 6.862 
 558.510 	 6.865 
 558.695 	 6.865 
 558.885 	 6.867 
 559.075 	 6.870 
 559.260 	 6.871 
 559.450 	 6.875 
 559.635 	 6.876 
 559.825 	 6.878 
 560.015 	 6.876 
 560.200 	 6.880 
 560.390 	 6.880 
 560.575 	 6.880 
 560.765 	 6.880 
 560.955 	 6.880 
 561.140 	 6.880 
 561.330 	 6.880 
 561.515 	 6.880 
 561.705 	 6.882 
 561.895 	 6.883 
 562.080 	 6.878 
 562.270 	 6.877 
 562.455 	 6.881 
 562.645 	 6.881 
 562.835 	 6.877 
 563.020 	 6.880 
 563.210 	 6.880 
 563.395 	 6.880 
 563.585 	 6.880 
 563.775 	 6.880 
 563.960 	 6.880 
 564.150 	 6.878 
 564.335 	 6.877 
 564.525 	 6.882 
 564.715 	 6.883 
 564.900 	 6.880 
 565.090 	 6.878 
 565.275 	 6.878 
 565.465 	 6.885 
 565.655 	 6.885 
 565.840 	 6.886 
 566.030 	 6.888 
 566.215 	 6.887 
 566.405 	 6.888 
 566.595 	 6.887 
 566.780 	 6.888 
 566.970 	 6.885 
 567.155 	 6.886 
 567.345 	 6.888 
 567.535 	 6.884 
 567.720 	 6.880 
 567.910 	 6.880 
 568.095 	 6.880 
 568.285 	 6.881 
 568.475 	 6.885 
 568.660 	 6.885 
 568.850 	 6.885 
 569.035 	 6.885 
 569.225 	 6.885 
 569.415 	 6.885 
 569.600 	 6.882 
 569.790 	 6.882 
 569.975 	 6.886 
 570.165 	 6.888 
 570.355 	 6.886 
 570.540 	 6.888 
 570.730 	 6.885 
 570.915 	 6.887 
 571.105 	 6.888 
 571.295 	 6.883 
 571.480 	 6.878 
 571.670 	 6.875 
 571.855 	 6.877 
 572.045 	 6.880 
 572.235 	 6.880 
 572.420 	 6.880 
 572.610 	 6.882 
 572.795 	 6.888 
 572.985 	 6.895 
 573.175 	 6.893 
 573.360 	 6.888 
 573.550 	 6.882 
 573.735 	 6.877 
 573.925 	 6.880 
 574.115 	 6.878 
 574.300 	 6.873 
 574.490 	 6.870 
 574.675 	 6.870 
 574.865 	 6.870 
 575.055 	 6.867 
 575.240 	 6.857 
 575.430 	 6.852 
 575.615 	 6.853 
 575.805 	 6.851 
 575.995 	 6.849 
 576.180 	 6.850 
 576.370 	 6.857 
 576.555 	 6.862 
 576.745 	 6.865 
 576.935 	 6.863 
 577.120 	 6.860 
 577.310 	 6.864 
 577.495 	 6.868 
 577.685 	 6.870 
 577.875 	 6.877 
 578.060 	 6.882 
 578.250 	 6.883 
 578.435 	 6.884 
 578.625 	 6.890 
 578.815 	 6.890 
 579.000 	 6.890 
 579.190 	 6.894 
 579.375 	 6.895 
 579.565 	 6.892 
 579.755 	 6.892 
 579.940 	 6.888 
 580.130 	 6.885 
 580.315 	 6.885 
 580.505 	 6.885 
 580.695 	 6.883 
 580.880 	 6.882 
 581.070 	 6.885 
 581.255 	 6.888 
 581.445 	 6.896 
 581.635 	 6.899 
 581.820 	 6.899 
 582.010 	 6.899 
 582.195 	 6.895 
 582.385 	 6.888 
 582.575 	 6.885 
 582.760 	 6.887 
 582.950 	 6.887 
 583.135 	 6.887 
 583.325 	 6.887 
 583.515 	 6.885 
 583.700 	 6.885 
 583.890 	 6.885 
 584.075 	 6.883 
 584.265 	 6.884 
 584.455 	 6.887 
 584.640 	 6.885 
 584.830 	 6.887 
 585.015 	 6.888 
 585.205 	 6.887 
 585.395 	 6.887 
 585.580 	 6.885 
 585.770 	 6.885 
 585.955 	 6.885 
 586.145 	 6.883 
 586.335 	 6.880 
 586.520 	 6.880 
 586.710 	 6.880 
 586.895 	 6.880 
 587.085 	 6.882 
 587.275 	 6.890 
 587.460 	 6.892 
 587.650 	 6.887 
 587.835 	 6.885 
 588.025 	 6.883 
 588.215 	 6.882 
 588.400 	 6.883 
 588.590 	 6.878 
 588.775 	 6.877 
 588.965 	 6.878 
 589.155 	 6.875 
 589.340 	 6.873 
 589.530 	 6.870 
 589.715 	 6.867 
 589.905 	 6.865 
 590.095 	 6.867 
 590.280 	 6.868 
 590.470 	 6.869 
 590.655 	 6.873 
 590.845 	 6.868 
 591.035 	 6.863 
 591.220 	 6.860 
 591.410 	 6.862 
 591.595 	 6.868 
 591.785 	 6.870 
 591.975 	 6.868 
 592.160 	 6.865 
 592.350 	 6.865 
 592.535 	 6.870 
 592.725 	 6.875 
 592.915 	 6.875 
 593.100 	 6.875 
 593.290 	 6.869 
 593.475 	 6.871 
 593.665 	 6.878 
 593.855 	 6.880 
 594.040 	 6.880 
 594.230 	 6.880 
 594.415 	 6.878 
 594.605 	 6.873 
 594.795 	 6.874 
 594.980 	 6.880 
 595.170 	 6.878 
 595.355 	 6.873 
 595.545 	 6.870 
 595.735 	 6.868 
 595.920 	 6.868 
 596.110 	 6.870 
 596.295 	 6.870 
 596.485 	 6.868 
 596.675 	 6.863 
 596.860 	 6.865 
 597.050 	 6.872 
 597.235 	 6.875 
 597.425 	 6.873 
 597.615 	 6.877 
 597.800 	 6.882 
 597.990 	 6.882 
 598.175 	 6.885 
 598.365 	 6.885 
 598.555 	 6.885 
 598.740 	 6.885 
 598.930 	 6.885 
 599.115 	 6.885 
 599.305 	 6.885 
 599.495 	 6.882 
 599.680 	 6.880 
 599.870 	 6.882 
 600.055 	 6.890 
 600.245 	 6.895 
 600.435 	 6.893 
 600.620 	 6.890 
 600.810 	 6.887 
 600.995 	 6.885 
 601.185 	 6.882 
 601.375 	 6.880 
 601.560 	 6.886 
 601.750 	 6.890 
 601.935 	 6.892 
 602.125 	 6.892 
 602.315 	 6.890 
 602.500 	 6.887 
 602.690 	 6.885 
 602.875 	 6.882 
 603.065 	 6.877 
 603.255 	 6.877 
 603.440 	 6.872 
 603.630 	 6.865 
 603.815 	 6.865 
 604.005 	 6.868 
 604.195 	 6.873 
 604.380 	 6.875 
 604.570 	 6.875 
 604.755 	 6.872 
 604.945 	 6.873 
 605.135 	 6.878 
 605.320 	 6.880 
 605.510 	 6.880 
 605.695 	 6.882 
 605.885 	 6.887 
 606.075 	 6.887 
 606.260 	 6.885 
 606.450 	 6.885 
 606.635 	 6.882 
 606.825 	 6.882 
 607.015 	 6.882 
 607.200 	 6.877 
 607.390 	 6.880 
 607.575 	 6.885 
 607.765 	 6.885 
 607.955 	 6.882 
 608.140 	 6.883 
 608.330 	 6.885 
 608.515 	 6.885 
 608.705 	 6.881 
 608.895 	 6.877 
 609.080 	 6.878 
 609.270 	 6.880 
 609.455 	 6.877 
 609.645 	 6.878 
 609.835 	 6.877 
 610.020 	 6.875 
 610.210 	 6.875 
 610.395 	 6.877 
 610.585 	 6.885 
 610.775 	 6.890 
 610.960 	 6.885 
 611.150 	 6.880 
 611.335 	 6.875 
 611.525 	 6.877 
 611.715 	 6.882 
 611.900 	 6.880 
 612.090 	 6.882 
 612.275 	 6.883 
 612.465 	 6.884 
 612.655 	 6.890 
 612.840 	 6.893 
 613.030 	 6.892 
 613.215 	 6.892 
 613.405 	 6.899 
 613.595 	 6.904 
 613.780 	 6.904 
 613.970 	 6.904 
 614.155 	 6.902 
 614.345 	 6.897 
 614.535 	 6.893 
 614.720 	 6.890 
 614.910 	 6.893 
 615.095 	 6.895 
 615.285 	 6.897 
 615.475 	 6.894 
 615.660 	 6.890 
 615.850 	 6.892 
 616.035 	 6.892 
 616.225 	 6.887 
 616.415 	 6.885 
 616.600 	 6.885 
 616.790 	 6.885 
 616.975 	 6.879 
 617.165 	 6.878 
 617.355 	 6.883 
 617.540 	 6.887 
 617.730 	 6.892 
 617.915 	 6.895 
 618.105 	 6.896 
 618.295 	 6.897 
 618.480 	 6.889 
 618.670 	 6.893 
 618.855 	 6.897 
 619.045 	 6.895 
 619.235 	 6.895 
 619.420 	 6.897 
 619.610 	 6.899 
 619.795 	 6.899 
 619.985 	 6.899 
 620.175 	 6.905 
 620.360 	 6.909 
 620.550 	 6.909 
 620.735 	 6.912 
 620.925 	 6.914 
 621.115 	 6.914 
 621.300 	 6.911 
 621.490 	 6.904 
 621.675 	 6.892 
 621.865 	 6.885 
 622.055 	 6.882 
 622.240 	 6.883 
 622.430 	 6.891 
 622.615 	 6.895 
 622.805 	 6.892 
 622.995 	 6.895 
 623.180 	 6.899 
 623.370 	 6.902 
 623.555 	 6.901 
 623.745 	 6.908 
 623.935 	 6.914 
 624.120 	 6.917 
 624.310 	 6.919 
 624.495 	 6.919 
 624.685 	 6.919 
 624.875 	 6.916 
 625.060 	 6.917 
 625.250 	 6.919 
 625.435 	 6.916 
 625.625 	 6.914 
 625.815 	 6.914 
 626.000 	 6.914 
 626.190 	 6.911 
 626.375 	 6.915 
 626.565 	 6.919 
 626.755 	 6.916 
 626.940 	 6.914 
 627.130 	 6.914 
 627.315 	 6.911 
 627.505 	 6.912 
 627.695 	 6.911 
 627.880 	 6.900 
 628.070 	 6.901 
 628.255 	 6.902 
 628.445 	 6.899 
 628.635 	 6.899 
 628.820 	 6.899 
 629.010 	 6.905 
 629.195 	 6.912 
 629.385 	 6.911 
 629.575 	 6.912 
 629.760 	 6.917 
 629.950 	 6.922 
 630.135 	 6.924 
 630.325 	 6.920 
 630.515 	 6.916 
 630.700 	 6.911 
 630.890 	 6.912 
 631.075 	 6.914 
 631.265 	 6.914 
 631.455 	 6.914 
 631.640 	 6.920 
 631.830 	 6.924 
 632.015 	 6.924 
 632.205 	 6.920 
 632.395 	 6.919 
 632.580 	 6.914 
 632.770 	 6.915 
 632.955 	 6.919 
 633.145 	 6.916 
 633.335 	 6.914 
 633.520 	 6.917 
 633.710 	 6.919 
 633.895 	 6.919 
 634.085 	 6.925 
 634.275 	 6.923 
 634.460 	 6.922 
 634.650 	 6.924 
 634.835 	 6.924 
 635.025 	 6.920 
 635.215 	 6.919 
 635.400 	 6.919 
 635.590 	 6.916 
 635.775 	 6.914 
 635.965 	 6.914 
 636.155 	 6.917 
 636.340 	 6.916 
 636.530 	 6.920 
 636.715 	 6.924 
 636.905 	 6.924 
 637.095 	 6.924 
 637.280 	 6.924 
 637.470 	 6.917 
 637.655 	 6.914 
 637.845 	 6.921 
 638.035 	 6.927 
 638.220 	 6.932 
 638.410 	 6.934 
 638.595 	 6.930 
 638.785 	 6.929 
 638.975 	 6.925 
 639.160 	 6.921 
 639.350 	 6.919 
 639.535 	 6.916 
 639.725 	 6.911 
 639.915 	 6.909 
 640.100 	 6.909 
 640.290 	 6.906 
 640.475 	 6.901 
 640.665 	 6.902 
 640.855 	 6.908 
 641.040 	 6.909 
 641.230 	 6.899 
 641.415 	 6.903 
 641.605 	 6.909 
 641.795 	 6.909 
 641.980 	 6.909 
 642.170 	 6.903 
 642.355 	 6.903 
 642.545 	 6.901 
 642.735 	 6.903 
 642.920 	 6.898 
 643.110 	 6.895 
 643.295 	 6.900 
 643.485 	 6.901 
 643.675 	 6.902 
 643.860 	 6.901 
 644.050 	 6.902 
 644.235 	 6.904 
 644.425 	 6.904 
 644.615 	 6.904 
 644.800 	 6.904 
 644.990 	 6.904 
 645.175 	 6.907 
 645.365 	 6.902 
 645.555 	 6.903 
 645.740 	 6.904 
 645.930 	 6.904 
 646.115 	 6.904 
 646.305 	 6.904 
 646.495 	 6.904 
 646.680 	 6.907 
 646.870 	 6.906 
 647.055 	 6.904 
 647.245 	 6.904 
 647.435 	 6.904 
 647.620 	 6.898 
 647.810 	 6.898 
 647.995 	 6.899 
 648.185 	 6.899 
 648.375 	 6.896 
 648.560 	 6.898 
 648.750 	 6.896 
 648.935 	 6.895 
 649.125 	 6.887 
 649.315 	 6.888 
 649.500 	 6.890 
 649.690 	 6.896 
 649.875 	 6.899 
 650.065 	 6.899 
 650.255 	 6.903 
 650.440 	 6.901 
 650.630 	 6.903 
 650.815 	 6.900 
 651.005 	 6.897 
 651.195 	 6.900 
 651.380 	 6.907 
 651.570 	 6.906 
 651.755 	 6.904 
 651.945 	 6.907 
 652.135 	 6.909 
 652.320 	 6.909 
 652.510 	 6.909 
 652.695 	 6.912 
 652.885 	 6.914 
 653.075 	 6.914 
 653.260 	 6.911 
 653.450 	 6.913 
 653.635 	 6.918 
 653.825 	 6.919 
 654.015 	 6.922 
 654.200 	 6.921 
 654.390 	 6.919 
