,Si,clusters,filename
2669,1631,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000290.spe
2670,1669,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000291.spe
2671,1566,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000292.spe
2672,1729,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000293.spe
2673,1660,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000294.spe
2674,1711,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000295.spe
2675,1889,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000296.spe
2676,2291,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000297.spe
2677,2985,1,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000298.spe
2678,2105,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000299.spe
2679,1686,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000300.spe
2680,1793,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000301.spe
2681,1904,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000302.spe
2682,1733,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000303.spe
2683,1854,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000304.spe
2684,1849,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000305.spe
2685,2009,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000306.spe
2686,1495,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000307.spe
2687,1681,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000308.spe
2688,1617,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000309.spe
2689,1739,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000310.spe
2690,1820,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000311.spe
2691,1764,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000312.spe
2692,1696,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000313.spe
2693,1714,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000314.spe
2694,1810,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000315.spe
2695,1801,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000316.spe
2696,1716,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000317.spe
2697,1804,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000318.spe
2698,1712,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000319.spe
2699,1708,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000320.spe
2700,1909,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000321.spe
2701,2268,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000322.spe
2702,2111,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000323.spe
2703,1189,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000324.spe
2704,1104,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000325.spe
2705,1424,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000326.spe
2706,1601,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000327.spe
2707,1597,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000328.spe
2708,1726,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000329.spe
2709,1706,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000330.spe
2710,1735,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000331.spe
2711,1650,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000332.spe
2712,1582,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000333.spe
2713,1666,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000334.spe
2714,1669,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000335.spe
2715,2005,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000336.spe
2716,3304,1,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000337.spe
2717,3717,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000338.spe
2718,3980,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000339.spe
2719,4652,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000340.spe
2720,4726,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000341.spe
2721,4548,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000342.spe
2722,4402,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000343.spe
2723,4631,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000344.spe
2724,4995,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000345.spe
2725,4765,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000346.spe
2726,4909,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000347.spe
2727,3813,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000348.spe
2728,3948,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000349.spe
2729,4611,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000350.spe
2730,3891,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000351.spe
2731,1723,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000352.spe
2732,1542,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000353.spe
2733,1747,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000354.spe
2734,1703,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000355.spe
2735,1630,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000356.spe
2736,1754,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000357.spe
2737,1749,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000358.spe
2738,1846,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000359.spe
2739,1545,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000360.spe
2740,1737,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000361.spe
2741,1835,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000362.spe
2742,1712,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000363.spe
2743,1698,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000364.spe
2744,1906,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000365.spe
2745,1869,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000366.spe
2746,1647,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000367.spe
2747,1902,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000368.spe
2748,1787,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000369.spe
2749,1754,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000370.spe
2750,1850,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000371.spe
2751,2034,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000372.spe
2752,3637,1,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000373.spe
2753,3309,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000374.spe
2754,2790,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000375.spe
2755,2986,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000376.spe
2756,3924,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000377.spe
2757,4859,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000378.spe
2758,5447,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000379.spe
2759,5848,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000380.spe
2760,5705,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000381.spe
2761,5963,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000382.spe
2762,7009,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000383.spe
2763,5925,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000384.spe
2764,6114,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000385.spe
2765,6195,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000386.spe
2766,5649,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000387.spe
2767,5208,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000388.spe
2768,4987,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000389.spe
2769,5970,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000390.spe
2770,5203,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000391.spe
2771,4461,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000392.spe
2772,3179,0,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000393.spe
2773,2309,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000394.spe
2774,1580,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000395.spe
2775,1571,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000396.spe
2776,1922,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000397.spe
2777,2396,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000398.spe
2778,1840,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000399.spe
2779,1539,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000400.spe
2780,1824,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000401.spe
2781,2331,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000402.spe
2782,1862,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000403.spe
2783,1678,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000404.spe
2784,1574,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000405.spe
2785,1574,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000406.spe
2786,1591,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000407.spe
2787,1595,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000408.spe
2788,1604,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000409.spe
2789,1596,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000410.spe
2790,1585,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000411.spe
2791,1642,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000412.spe
2792,1649,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000413.spe
2793,1716,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000414.spe
2794,1635,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000415.spe
2795,1657,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000416.spe
2796,1747,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000417.spe
2797,1734,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000418.spe
2798,1637,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000419.spe
2799,1595,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000420.spe
2800,1686,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000421.spe
2801,2141,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000422.spe
2802,2637,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000423.spe
2803,1572,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000424.spe
2804,1608,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000425.spe
2805,1625,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000426.spe
2806,1610,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000427.spe
2807,1813,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000428.spe
2808,1632,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000429.spe
2809,1639,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000430.spe
2810,1670,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000431.spe
2811,1712,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000432.spe
2812,1901,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000433.spe
2813,1479,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000434.spe
2814,1457,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000435.spe
2815,1534,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000436.spe
2816,1627,2,Y:\IMPROVED DATABASE\BOSCORF PROJECTS DATA\Soutter_E_(2022)_JC36\ITRAX\JC36\JC36_71_3\JC36_71_3\XRF data\L000437.spe
