,position_corr,Ca,Si,Fe,Sr,Ti,clusters
0,24.11,91191,2474,37389,5350,3175,0
1,26.11,101940,1628,58569,10336,2440,1
2,26.11,101940,1628,58569,10336,2440,2
3,26.11,101940,1628,58569,10336,2440,2
4,26.11,101940,1628,58569,10336,2440,2
5,26.11,101940,1628,58569,10336,2440,0
6,26.11,101940,1628,58569,10336,2440,1
7,28.11,145708,1474,114994,12992,4965,1
8,28.11,145708,1474,114994,12992,4965,1
9,28.11,145708,1474,114994,12992,4965,0
10,28.11,145708,1474,114994,12992,4965,1
11,30.11,141232,1270,121665,13254,5926,1
12,30.11,141232,1270,121665,13254,5926,1
13,30.11,141232,1270,121665,13254,5926,1
14,30.11,141232,1270,121665,13254,5926,2
15,30.11,141232,1270,121665,13254,5926,2
16,30.11,141232,1270,121665,13254,5926,1
17,30.11,141232,1270,121665,13254,5926,1
18,30.11,141232,1270,121665,13254,5926,1
19,30.11,141232,1270,121665,13254,5926,2
20,30.11,141232,1270,121665,13254,5926,1
21,30.11,141232,1270,121665,13254,5926,1
22,30.11,141232,1270,121665,13254,5926,1
23,30.11,141232,1270,121665,13254,5926,1
24,30.11,141232,1270,121665,13254,5926,1
25,30.11,141232,1270,121665,13254,5926,0
26,30.11,141232,1270,121665,13254,5926,1
27,32.11,147056,1322,125055,13102,5213,1
28,32.11,147056,1322,125055,13102,5213,1
29,32.11,147056,1322,125055,13102,5213,2
30,32.11,147056,1322,125055,13102,5213,2
31,32.11,147056,1322,125055,13102,5213,1
32,32.11,147056,1322,125055,13102,5213,1
33,32.11,147056,1322,125055,13102,5213,1
34,32.11,147056,1322,125055,13102,5213,1
35,32.11,147056,1322,125055,13102,5213,1
36,32.11,147056,1322,125055,13102,5213,1
37,32.11,147056,1322,125055,13102,5213,1
38,32.11,147056,1322,125055,13102,5213,2
39,32.11,147056,1322,125055,13102,5213,1
40,32.11,147056,1322,125055,13102,5213,1
41,32.11,147056,1322,125055,13102,5213,1
42,34.11,144230,1228,120927,13158,5135,1
43,34.11,144230,1228,120927,13158,5135,1
44,34.11,144230,1228,120927,13158,5135,1
45,34.11,144230,1228,120927,13158,5135,1
46,34.11,144230,1228,120927,13158,5135,1
47,34.11,144230,1228,120927,13158,5135,1
48,34.11,144230,1228,120927,13158,5135,1
49,34.11,144230,1228,120927,13158,5135,1
50,34.11,144230,1228,120927,13158,5135,1
51,34.11,144230,1228,120927,13158,5135,1
52,34.11,144230,1228,120927,13158,5135,1
53,34.11,144230,1228,120927,13158,5135,1
54,36.11,153344,1335,119451,12858,5418,1
55,36.11,153344,1335,119451,12858,5418,1
56,36.11,153344,1335,119451,12858,5418,1
57,36.11,153344,1335,119451,12858,5418,2
58,36.11,153344,1335,119451,12858,5418,1
59,36.11,153344,1335,119451,12858,5418,1
60,36.11,153344,1335,119451,12858,5418,1
61,36.11,153344,1335,119451,12858,5418,1
62,36.11,153344,1335,119451,12858,5418,0
63,36.11,153344,1335,119451,12858,5418,1
64,36.11,153344,1335,119451,12858,5418,1
65,36.11,153344,1335,119451,12858,5418,1
66,38.11,127162,1253,83501,12297,3334,1
67,38.11,127162,1253,83501,12297,3334,1
68,38.11,127162,1253,83501,12297,3334,1
69,38.11,127162,1253,83501,12297,3334,2
70,38.11,127162,1253,83501,12297,3334,2
71,38.11,127162,1253,83501,12297,3334,2
72,38.11,127162,1253,83501,12297,3334,2
73,38.11,127162,1253,83501,12297,3334,1
74,38.11,127162,1253,83501,12297,3334,2
75,38.11,127162,1253,83501,12297,3334,1
76,38.11,127162,1253,83501,12297,3334,1
77,38.11,127162,1253,83501,12297,3334,1
78,38.11,127162,1253,83501,12297,3334,1
79,38.11,127162,1253,83501,12297,3334,2
80,38.11,127162,1253,83501,12297,3334,2
81,38.11,127162,1253,83501,12297,3334,1
82,38.11,127162,1253,83501,12297,3334,1
83,38.11,127162,1253,83501,12297,3334,1
84,40.11,141113,2434,71401,12169,3979,0
85,42.11,116881,3029,45463,10552,1543,0
86,42.11,116881,3029,45463,10552,1543,0
87,44.11,106959,3168,26510,8655,1566,0
88,44.11,106959,3168,26510,8655,1566,0
89,46.11,162278,2872,31607,10576,705,1
90,46.11,162278,2872,31607,10576,705,0
91,48.11,108242,3951,33412,9473,1332,0
92,50.11,184292,2841,36474,12280,691,1
93,50.11,184292,2841,36474,12280,691,0
94,50.11,184292,2841,36474,12280,691,1
95,52.11,177395,2761,28234,14022,489,2
96,52.11,177395,2761,28234,14022,489,0
97,52.11,177395,2761,28234,14022,489,0
98,54.11,109595,3708,28641,8621,1495,0
99,56.11,146690,3291,37836,10918,1401,0
100,56.11,146690,3291,37836,10918,1401,0
101,58.11,184801,2630,40190,13164,752,0
102,60.11,168200,2601,26104,11040,695,0
103,60.11,168200,2601,26104,11040,695,0
104,62.11,162467,3268,32773,11176,1193,0
105,62.11,162467,3268,32773,11176,1193,0
106,64.11,171569,2935,31263,12054,949,0
107,64.11,171569,2935,31263,12054,949,0
108,66.11,140012,3227,32178,11325,1198,0
109,68.11,155747,2733,33162,11841,1334,0
110,68.11,155747,2733,33162,11841,1334,0
111,70.11,162454,2557,35176,11702,828,2
112,70.11,162454,2557,35176,11702,828,0
113,70.11,162454,2557,35176,11702,828,0
114,72.11,174696,2542,31384,12748,1295,0
115,74.11,146577,2811,31974,11107,1616,0
116,76.11,113472,3366,33446,8592,1302,0
117,78.11,117242,3473,31880,9327,1699,0
118,78.11,117242,3473,31880,9327,1699,0
119,80.11,127436,3350,34269,10164,1738,0
120,82.11,136274,3205,34252,10274,1025,0
121,84.11,115713,3392,34630,9360,1894,0
122,86.11,136491,3430,26971,10425,1634,0
123,88.11,128883,3314,32885,10635,1196,0
124,88.11,128883,3314,32885,10635,1196,0
125,90.11,164656,2842,41779,11772,1522,0
126,92.11,125393,3217,40367,9776,1869,0
127,94.11,115845,3402,37126,9177,1678,0
128,96.11,118058,3273,36943,9838,2260,0
129,98.11,131059,3135,34650,9693,1900,0
130,100.11,149269,1741,64896,12567,3414,2
131,100.11,149269,1741,64896,12567,3414,2
132,100.11,149269,1741,64896,12567,3414,1
133,100.11,149269,1741,64896,12567,3414,2
134,100.11,149269,1741,64896,12567,3414,0
135,100.11,149269,1741,64896,12567,3414,0
136,102.11,131574,2299,46851,10677,2595,0
137,104.11,121242,2620,36275,9700,1193,2
138,104.11,121242,2620,36275,9700,1193,0
139,104.11,121242,2620,36275,9700,1193,0
140,106.11,125181,3170,37425,9345,1336,0
141,108.11,108376,2983,35458,8689,1425,0
142,110.11,131390,3016,39938,9655,2174,0
143,112.11,155823,3026,38210,12706,1063,0
144,114.11,165915,2468,39283,12342,1614,0
145,116.11,148660,2854,42086,11617,2165,0
146,118.11,162149,2874,41332,11381,1565,0
147,120.11,152133,3100,30873,11508,862,0
148,122.11,123870,3340,33969,10121,2264,0
149,124.11,108603,3312,43228,9386,1769,0
150,126.11,155533,2838,46004,10586,1652,0
151,128.11,138805,2993,38760,10685,1824,0
152,130.11,163542,2769,41024,11719,1721,0
153,132.11,174842,2737,36395,11988,1664,0
154,134.11,143404,3291,33494,12178,1433,0
155,134.11,143404,3291,33494,12178,1433,0
156,136.11,110310,3771,37717,9632,2134,0
157,138.11,133711,3567,35486,10673,2014,0
158,140.11,162973,3343,37511,11740,1292,0
159,140.11,162973,3343,37511,11740,1292,0
160,142.11,164582,3126,32470,12426,2107,0
161,142.11,164582,3126,32470,12426,2107,1
162,144.11,153810,3216,40276,11959,831,0
163,146.11,131096,3854,37990,10328,1573,0
164,148.11,124839,3679,38285,9330,1486,0
165,148.11,124839,3679,38285,9330,1486,0
166,150.11,113452,3453,36034,9770,2164,0
167,152.11,152667,3105,45186,11113,2042,0
168,154.11,133724,3019,37932,10257,2836,0
169,154.11,133724,3019,37932,10257,2836,0
170,156.11,160272,3253,43248,10950,1997,0
171,156.11,160272,3253,43248,10950,1997,0
172,156.11,160272,3253,43248,10950,1997,1
173,156.11,160272,3253,43248,10950,1997,0
174,158.11,176760,2803,45860,11910,1520,0
175,160.11,153698,3229,40410,11512,2392,0
176,162.11,183171,2649,45283,12921,2491,1
177,164.11,191479,3087,68756,11531,3224,1
178,164.11,191479,3087,68756,11531,3224,0
179,164.11,191479,3087,68756,11531,3224,1
180,166.11,145210,3104,47891,10602,2466,0
181,166.11,145210,3104,47891,10602,2466,0
182,168.11,111107,2757,60043,9854,3330,0
183,170.11,149321,2306,107969,10886,6558,1
184,170.11,149321,2306,107969,10886,6558,0
185,170.11,149321,2306,107969,10886,6558,2
186,172.11,161067,2841,80655,11122,4677,1
187,172.11,161067,2841,80655,11122,4677,0
188,172.11,161067,2841,80655,11122,4677,1
189,174.11,138408,3495,65955,10784,3339,0
190,176.11,114586,3540,51270,8744,2662,0
191,178.11,110331,3067,65873,9858,2806,0
192,180.11,151164,1856,105548,12156,4735,2
193,180.11,151164,1856,105548,12156,4735,2
194,180.11,151164,1856,105548,12156,4735,1
195,180.11,151164,1856,105548,12156,4735,1
196,180.11,151164,1856,105548,12156,4735,1
197,182.11,168599,2256,99959,12806,4694,0
198,182.11,168599,2256,99959,12806,4694,0
199,182.11,168599,2256,99959,12806,4694,1
200,182.11,168599,2256,99959,12806,4694,2
201,184.11,150914,2930,82257,12117,4046,1
202,186.11,166752,3253,67408,12179,3100,0
203,186.11,166752,3253,67408,12179,3100,0
204,186.11,166752,3253,67408,12179,3100,1
205,186.11,166752,3253,67408,12179,3100,0
206,188.11,142710,2878,53367,11603,2405,0
207,190.11,160570,3153,61653,11934,2332,0
208,192.11,129719,2908,63725,9180,3052,0
209,194.11,107643,3059,64977,10413,3228,0
210,194.11,107643,3059,64977,10413,3228,0
211,196.11,139756,3706,65725,10416,3847,0
212,198.11,123649,3651,48831,8174,1912,0
213,200.11,122108,3253,50976,8407,2375,0
214,200.11,122108,3253,50976,8407,2375,0
215,200.11,122108,3253,50976,8407,2375,1
216,200.11,122108,3253,50976,8407,2375,0
217,202.11,105591,1797,52681,9592,2559,1
218,202.11,105591,1797,52681,9592,2559,0
219,202.11,105591,1797,52681,9592,2559,0
220,202.11,105591,1797,52681,9592,2559,1
221,204.11,132048,1410,92903,12287,4528,1
222,204.11,132048,1410,92903,12287,4528,1
223,204.11,132048,1410,92903,12287,4528,2
224,204.11,132048,1410,92903,12287,4528,2
225,204.11,132048,1410,92903,12287,4528,2
226,204.11,132048,1410,92903,12287,4528,1
227,204.11,132048,1410,92903,12287,4528,1
228,204.11,132048,1410,92903,12287,4528,0
229,206.11,140961,1389,119690,13063,4811,1
230,206.11,140961,1389,119690,13063,4811,1
231,206.11,140961,1389,119690,13063,4811,1
232,206.11,140961,1389,119690,13063,4811,2
233,206.11,140961,1389,119690,13063,4811,2
234,206.11,140961,1389,119690,13063,4811,1
235,206.11,140961,1389,119690,13063,4811,1
236,206.11,140961,1389,119690,13063,4811,1
237,206.11,140961,1389,119690,13063,4811,1
238,206.11,140961,1389,119690,13063,4811,1
239,208.11,144910,1217,118903,12566,5148,1
240,208.11,144910,1217,118903,12566,5148,1
241,208.11,144910,1217,118903,12566,5148,1
242,208.11,144910,1217,118903,12566,5148,2
243,208.11,144910,1217,118903,12566,5148,1
244,208.11,144910,1217,118903,12566,5148,1
245,208.11,144910,1217,118903,12566,5148,1
246,208.11,144910,1217,118903,12566,5148,0
247,208.11,144910,1217,118903,12566,5148,1
248,208.11,144910,1217,118903,12566,5148,1
249,208.11,144910,1217,118903,12566,5148,1
250,208.11,144910,1217,118903,12566,5148,0
251,208.11,144910,1217,118903,12566,5148,1
252,208.11,144910,1217,118903,12566,5148,1
253,208.11,144910,1217,118903,12566,5148,1
254,208.11,144910,1217,118903,12566,5148,1
255,210.11,144177,1121,119155,13135,5836,2
256,210.11,144177,1121,119155,13135,5836,1
257,210.11,144177,1121,119155,13135,5836,1
258,210.11,144177,1121,119155,13135,5836,1
259,210.11,144177,1121,119155,13135,5836,0
260,210.11,144177,1121,119155,13135,5836,1
261,210.11,144177,1121,119155,13135,5836,1
262,210.11,144177,1121,119155,13135,5836,1
263,210.11,144177,1121,119155,13135,5836,2
264,210.11,144177,1121,119155,13135,5836,1
265,210.11,144177,1121,119155,13135,5836,1
266,210.11,144177,1121,119155,13135,5836,1
267,212.11,146313,1197,124450,13170,5339,2
268,212.11,146313,1197,124450,13170,5339,2
269,212.11,146313,1197,124450,13170,5339,1
270,212.11,146313,1197,124450,13170,5339,0
271,212.11,146313,1197,124450,13170,5339,1
272,212.11,146313,1197,124450,13170,5339,0
273,212.11,146313,1197,124450,13170,5339,1
274,212.11,146313,1197,124450,13170,5339,0
275,212.11,146313,1197,124450,13170,5339,0
276,212.11,146313,1197,124450,13170,5339,1
277,212.11,146313,1197,124450,13170,5339,1
278,212.11,146313,1197,124450,13170,5339,1
279,212.11,146313,1197,124450,13170,5339,1
280,212.11,146313,1197,124450,13170,5339,1
281,214.11,151339,1075,126565,12860,5535,1
282,214.11,151339,1075,126565,12860,5535,1
283,214.11,151339,1075,126565,12860,5535,1
284,214.11,151339,1075,126565,12860,5535,1
285,214.11,151339,1075,126565,12860,5535,1
286,214.11,151339,1075,126565,12860,5535,1
287,214.11,151339,1075,126565,12860,5535,1
288,214.11,151339,1075,126565,12860,5535,1
289,214.11,151339,1075,126565,12860,5535,1
290,214.11,151339,1075,126565,12860,5535,1
291,214.11,151339,1075,126565,12860,5535,0
292,214.11,151339,1075,126565,12860,5535,1
293,214.11,151339,1075,126565,12860,5535,1
294,216.11,157703,1240,128215,12914,5936,1
295,216.11,157703,1240,128215,12914,5936,1
296,216.11,157703,1240,128215,12914,5936,1
297,216.11,157703,1240,128215,12914,5936,1
298,216.11,157703,1240,128215,12914,5936,0
299,216.11,157703,1240,128215,12914,5936,0
300,216.11,157703,1240,128215,12914,5936,1
301,216.11,157703,1240,128215,12914,5936,1
302,216.11,157703,1240,128215,12914,5936,1
303,216.11,157703,1240,128215,12914,5936,0
304,216.11,157703,1240,128215,12914,5936,0
305,216.11,157703,1240,128215,12914,5936,1
306,216.11,157703,1240,128215,12914,5936,1
307,216.11,157703,1240,128215,12914,5936,1
308,216.11,157703,1240,128215,12914,5936,1
309,216.11,157703,1240,128215,12914,5936,1
310,216.11,157703,1240,128215,12914,5936,1
311,218.11,145515,1247,116643,12476,5171,2
312,218.11,145515,1247,116643,12476,5171,1
313,218.11,145515,1247,116643,12476,5171,2
314,218.11,145515,1247,116643,12476,5171,1
315,218.11,145515,1247,116643,12476,5171,1
316,218.11,145515,1247,116643,12476,5171,1
317,218.11,145515,1247,116643,12476,5171,0
318,218.11,145515,1247,116643,12476,5171,0
319,218.11,145515,1247,116643,12476,5171,1
320,218.11,145515,1247,116643,12476,5171,1
321,218.11,145515,1247,116643,12476,5171,1
322,218.11,145515,1247,116643,12476,5171,1
323,218.11,145515,1247,116643,12476,5171,1
324,220.11,124671,1602,97629,10899,4567,1
325,220.11,124671,1602,97629,10899,4567,1
326,222.11,137853,1535,114657,11296,5317,1
327,222.11,137853,1535,114657,11296,5317,2
328,222.11,137853,1535,114657,11296,5317,2
329,222.11,137853,1535,114657,11296,5317,2
330,222.11,137853,1535,114657,11296,5317,0
331,222.11,137853,1535,114657,11296,5317,1
332,222.11,137853,1535,114657,11296,5317,0
333,222.11,137853,1535,114657,11296,5317,1
334,224.11,142299,1205,121805,11601,5104,1
335,224.11,142299,1205,121805,11601,5104,0
336,224.11,142299,1205,121805,11601,5104,0
337,224.11,142299,1205,121805,11601,5104,1
338,224.11,142299,1205,121805,11601,5104,1
339,224.11,142299,1205,121805,11601,5104,1
340,224.11,142299,1205,121805,11601,5104,1
341,224.11,142299,1205,121805,11601,5104,1
342,224.11,142299,1205,121805,11601,5104,1
343,224.11,142299,1205,121805,11601,5104,1
344,226.11,149924,1283,138864,12249,5375,1
345,226.11,149924,1283,138864,12249,5375,2
346,226.11,149924,1283,138864,12249,5375,2
347,226.11,149924,1283,138864,12249,5375,2
348,226.11,149924,1283,138864,12249,5375,1
349,226.11,149924,1283,138864,12249,5375,1
350,226.11,149924,1283,138864,12249,5375,1
351,226.11,149924,1283,138864,12249,5375,1
352,226.11,149924,1283,138864,12249,5375,1
353,226.11,149924,1283,138864,12249,5375,1
354,226.11,149924,1283,138864,12249,5375,1
355,226.11,149924,1283,138864,12249,5375,1
356,226.11,149924,1283,138864,12249,5375,1
357,226.11,149924,1283,138864,12249,5375,1
358,226.11,149924,1283,138864,12249,5375,1
359,226.11,149924,1283,138864,12249,5375,1
360,226.11,149924,1283,138864,12249,5375,1
361,228.11,151580,1264,135679,12802,5903,1
362,228.11,151580,1264,135679,12802,5903,1
363,228.11,151580,1264,135679,12802,5903,1
364,228.11,151580,1264,135679,12802,5903,1
365,228.11,151580,1264,135679,12802,5903,1
366,228.11,151580,1264,135679,12802,5903,1
367,228.11,151580,1264,135679,12802,5903,2
368,228.11,151580,1264,135679,12802,5903,1
369,228.11,151580,1264,135679,12802,5903,0
370,228.11,151580,1264,135679,12802,5903,0
371,228.11,151580,1264,135679,12802,5903,1
372,228.11,151580,1264,135679,12802,5903,1
373,228.11,151580,1264,135679,12802,5903,1
374,228.11,151580,1264,135679,12802,5903,1
375,228.11,151580,1264,135679,12802,5903,1
376,228.11,151580,1264,135679,12802,5903,1
377,228.11,151580,1264,135679,12802,5903,1
378,228.11,151580,1264,135679,12802,5903,1
379,228.11,151580,1264,135679,12802,5903,1
380,230.11,152041,1174,129495,12725,5610,1
381,230.11,152041,1174,129495,12725,5610,2
382,230.11,152041,1174,129495,12725,5610,1
383,230.11,152041,1174,129495,12725,5610,1
384,230.11,152041,1174,129495,12725,5610,0
385,230.11,152041,1174,129495,12725,5610,1
386,230.11,152041,1174,129495,12725,5610,1
387,230.11,152041,1174,129495,12725,5610,1
388,230.11,152041,1174,129495,12725,5610,1
389,230.11,152041,1174,129495,12725,5610,1
390,230.11,152041,1174,129495,12725,5610,0
391,230.11,152041,1174,129495,12725,5610,1
392,230.11,152041,1174,129495,12725,5610,1
393,232.11,156759,1113,122430,12757,5027,1
394,232.11,156759,1113,122430,12757,5027,1
395,232.11,156759,1113,122430,12757,5027,1
396,232.11,156759,1113,122430,12757,5027,1
397,232.11,156759,1113,122430,12757,5027,1
398,232.11,156759,1113,122430,12757,5027,2
399,232.11,156759,1113,122430,12757,5027,1
400,232.11,156759,1113,122430,12757,5027,1
401,232.11,156759,1113,122430,12757,5027,0
402,234.11,160129,1198,120727,13309,4926,1
403,234.11,160129,1198,120727,13309,4926,2
404,234.11,160129,1198,120727,13309,4926,1
405,234.11,160129,1198,120727,13309,4926,1
406,234.11,160129,1198,120727,13309,4926,1
407,234.11,160129,1198,120727,13309,4926,0
408,234.11,160129,1198,120727,13309,4926,0
409,234.11,160129,1198,120727,13309,4926,1
410,234.11,160129,1198,120727,13309,4926,1
411,234.11,160129,1198,120727,13309,4926,1
412,234.11,160129,1198,120727,13309,4926,0
413,234.11,160129,1198,120727,13309,4926,0
414,234.11,160129,1198,120727,13309,4926,1
415,234.11,160129,1198,120727,13309,4926,0
416,234.11,160129,1198,120727,13309,4926,1
417,234.11,160129,1198,120727,13309,4926,0
418,234.11,160129,1198,120727,13309,4926,1
419,234.11,160129,1198,120727,13309,4926,1
420,236.11,161859,1063,118157,13668,5091,2
421,236.11,161859,1063,118157,13668,5091,1
422,236.11,161859,1063,118157,13668,5091,1
423,236.11,161859,1063,118157,13668,5091,1
424,236.11,161859,1063,118157,13668,5091,1
425,236.11,161859,1063,118157,13668,5091,1
426,236.11,161859,1063,118157,13668,5091,1
427,236.11,161859,1063,118157,13668,5091,1
428,236.11,161859,1063,118157,13668,5091,1
429,236.11,161859,1063,118157,13668,5091,1
430,238.11,162111,1178,123954,13911,5446,1
431,238.11,162111,1178,123954,13911,5446,2
432,238.11,162111,1178,123954,13911,5446,2
433,238.11,162111,1178,123954,13911,5446,2
434,238.11,162111,1178,123954,13911,5446,1
435,238.11,162111,1178,123954,13911,5446,1
436,238.11,162111,1178,123954,13911,5446,1
437,238.11,162111,1178,123954,13911,5446,1
438,238.11,162111,1178,123954,13911,5446,1
439,238.11,162111,1178,123954,13911,5446,1
440,238.11,162111,1178,123954,13911,5446,1
441,238.11,162111,1178,123954,13911,5446,1
442,238.11,162111,1178,123954,13911,5446,1
443,240.11,152370,967,120831,13919,4801,1
444,240.11,152370,967,120831,13919,4801,1
445,240.11,152370,967,120831,13919,4801,0
446,240.11,152370,967,120831,13919,4801,0
447,240.11,152370,967,120831,13919,4801,1
448,240.11,152370,967,120831,13919,4801,1
449,240.11,152370,967,120831,13919,4801,1
450,240.11,152370,967,120831,13919,4801,1
451,242.11,158673,1047,122049,13892,5479,1
452,242.11,158673,1047,122049,13892,5479,1
453,242.11,158673,1047,122049,13892,5479,1
454,242.11,158673,1047,122049,13892,5479,1
455,242.11,158673,1047,122049,13892,5479,0
456,242.11,158673,1047,122049,13892,5479,1
457,242.11,158673,1047,122049,13892,5479,1
458,242.11,158673,1047,122049,13892,5479,1
459,244.11,160880,1058,117211,14172,4899,1
460,244.11,160880,1058,117211,14172,4899,1
461,244.11,160880,1058,117211,14172,4899,0
462,244.11,160880,1058,117211,14172,4899,1
463,244.11,160880,1058,117211,14172,4899,1
464,244.11,160880,1058,117211,14172,4899,0
465,244.11,160880,1058,117211,14172,4899,1
466,244.11,160880,1058,117211,14172,4899,0
467,244.11,160880,1058,117211,14172,4899,1
468,244.11,160880,1058,117211,14172,4899,1
469,244.11,160880,1058,117211,14172,4899,1
470,246.11,163747,1089,117370,14175,4835,2
471,246.11,163747,1089,117370,14175,4835,2
472,246.11,163747,1089,117370,14175,4835,1
473,246.11,163747,1089,117370,14175,4835,0
474,246.11,163747,1089,117370,14175,4835,1
475,246.11,163747,1089,117370,14175,4835,1
476,246.11,163747,1089,117370,14175,4835,0
477,246.11,163747,1089,117370,14175,4835,1
478,246.11,163747,1089,117370,14175,4835,1
479,248.11,165407,1110,111568,13997,5642,1
480,248.11,165407,1110,111568,13997,5642,1
481,248.11,165407,1110,111568,13997,5642,2
482,248.11,165407,1110,111568,13997,5642,1
483,248.11,165407,1110,111568,13997,5642,1
484,248.11,165407,1110,111568,13997,5642,1
485,248.11,165407,1110,111568,13997,5642,1
486,248.11,165407,1110,111568,13997,5642,1
487,248.11,165407,1110,111568,13997,5642,0
488,248.11,165407,1110,111568,13997,5642,1
489,248.11,165407,1110,111568,13997,5642,1
490,248.11,165407,1110,111568,13997,5642,1
491,248.11,165407,1110,111568,13997,5642,1
492,248.11,165407,1110,111568,13997,5642,1
493,248.11,165407,1110,111568,13997,5642,1
494,250.11,161069,1089,110184,13778,5026,2
495,250.11,161069,1089,110184,13778,5026,2
496,250.11,161069,1089,110184,13778,5026,1
497,250.11,161069,1089,110184,13778,5026,0
498,250.11,161069,1089,110184,13778,5026,1
499,250.11,161069,1089,110184,13778,5026,1
500,250.11,161069,1089,110184,13778,5026,0
501,250.11,161069,1089,110184,13778,5026,1
502,250.11,161069,1089,110184,13778,5026,1
503,252.11,154784,1092,110965,13053,4585,1
504,252.11,154784,1092,110965,13053,4585,1
505,252.11,154784,1092,110965,13053,4585,1
506,252.11,154784,1092,110965,13053,4585,1
507,252.11,154784,1092,110965,13053,4585,1
508,252.11,154784,1092,110965,13053,4585,1
509,252.11,154784,1092,110965,13053,4585,1
510,252.11,154784,1092,110965,13053,4585,1
511,252.11,154784,1092,110965,13053,4585,1
512,252.11,154784,1092,110965,13053,4585,1
513,252.11,154784,1092,110965,13053,4585,1
514,252.11,154784,1092,110965,13053,4585,1
515,254.11,157204,1104,118967,13234,4891,1
516,254.11,157204,1104,118967,13234,4891,2
517,254.11,157204,1104,118967,13234,4891,2
518,254.11,157204,1104,118967,13234,4891,2
519,254.11,157204,1104,118967,13234,4891,1
520,254.11,157204,1104,118967,13234,4891,1
521,254.11,157204,1104,118967,13234,4891,2
522,254.11,157204,1104,118967,13234,4891,2
523,254.11,157204,1104,118967,13234,4891,0
524,254.11,157204,1104,118967,13234,4891,1
525,254.11,157204,1104,118967,13234,4891,1
526,254.11,157204,1104,118967,13234,4891,1
527,254.11,157204,1104,118967,13234,4891,1
528,256.11,156850,1127,102975,13725,4817,1
529,256.11,156850,1127,102975,13725,4817,1
530,256.11,156850,1127,102975,13725,4817,1
531,256.11,156850,1127,102975,13725,4817,1
532,256.11,156850,1127,102975,13725,4817,1
533,256.11,156850,1127,102975,13725,4817,1
534,256.11,156850,1127,102975,13725,4817,1
535,258.11,156653,1060,103318,13427,4415,1
536,258.11,156653,1060,103318,13427,4415,1
537,258.11,156653,1060,103318,13427,4415,2
538,258.11,156653,1060,103318,13427,4415,1
539,258.11,156653,1060,103318,13427,4415,1
540,258.11,156653,1060,103318,13427,4415,1
541,258.11,156653,1060,103318,13427,4415,1
542,258.11,156653,1060,103318,13427,4415,1
543,258.11,156653,1060,103318,13427,4415,0
544,258.11,156653,1060,103318,13427,4415,1
545,258.11,156653,1060,103318,13427,4415,1
546,260.11,153159,1056,104809,13268,5252,1
547,260.11,153159,1056,104809,13268,5252,1
548,260.11,153159,1056,104809,13268,5252,2
549,260.11,153159,1056,104809,13268,5252,2
550,260.11,153159,1056,104809,13268,5252,1
551,260.11,153159,1056,104809,13268,5252,1
552,260.11,153159,1056,104809,13268,5252,1
553,260.11,153159,1056,104809,13268,5252,0
554,260.11,153159,1056,104809,13268,5252,1
555,260.11,153159,1056,104809,13268,5252,0
556,260.11,153159,1056,104809,13268,5252,1
557,262.11,157872,1100,110279,13546,5291,1
558,262.11,157872,1100,110279,13546,5291,1
559,262.11,157872,1100,110279,13546,5291,2
560,262.11,157872,1100,110279,13546,5291,1
561,262.11,157872,1100,110279,13546,5291,1
562,262.11,157872,1100,110279,13546,5291,1
563,262.11,157872,1100,110279,13546,5291,1
564,262.11,157872,1100,110279,13546,5291,1
565,262.11,157872,1100,110279,13546,5291,1
566,264.11,160896,1109,110892,13471,5090,1
567,264.11,160896,1109,110892,13471,5090,1
568,264.11,160896,1109,110892,13471,5090,0
569,264.11,160896,1109,110892,13471,5090,1
570,264.11,160896,1109,110892,13471,5090,1
571,264.11,160896,1109,110892,13471,5090,1
572,264.11,160896,1109,110892,13471,5090,1
573,264.11,160896,1109,110892,13471,5090,1
574,264.11,160896,1109,110892,13471,5090,1
575,266.11,157725,1078,107647,13036,4904,1
576,266.11,157725,1078,107647,13036,4904,0
577,266.11,157725,1078,107647,13036,4904,1
578,266.11,157725,1078,107647,13036,4904,0
579,266.11,157725,1078,107647,13036,4904,1
580,266.11,157725,1078,107647,13036,4904,1
581,266.11,157725,1078,107647,13036,4904,1
582,266.11,157725,1078,107647,13036,4904,1
583,268.11,152214,1028,101640,13274,5259,1
584,268.11,152214,1028,101640,13274,5259,0
585,268.11,152214,1028,101640,13274,5259,1
586,268.11,152214,1028,101640,13274,5259,1
587,268.11,152214,1028,101640,13274,5259,1
588,268.11,152214,1028,101640,13274,5259,1
589,268.11,152214,1028,101640,13274,5259,1
590,268.11,152214,1028,101640,13274,5259,1
591,268.11,152214,1028,101640,13274,5259,1
592,268.11,152214,1028,101640,13274,5259,1
593,268.11,152214,1028,101640,13274,5259,0
594,270.11,149600,1236,108618,13323,4448,1
595,270.11,149600,1236,108618,13323,4448,1
596,270.11,149600,1236,108618,13323,4448,1
597,270.11,149600,1236,108618,13323,4448,1
598,270.11,149600,1236,108618,13323,4448,2
599,270.11,149600,1236,108618,13323,4448,1
600,270.11,149600,1236,108618,13323,4448,1
601,270.11,149600,1236,108618,13323,4448,1
602,270.11,149600,1236,108618,13323,4448,1
603,270.11,149600,1236,108618,13323,4448,0
604,270.11,149600,1236,108618,13323,4448,1
605,270.11,149600,1236,108618,13323,4448,1
606,270.11,149600,1236,108618,13323,4448,1
607,270.11,149600,1236,108618,13323,4448,1
